citizenship;gender;reporting_country;year;immigrant_count;obs_flag
Central Africa;Females;Netherlands;2016;0;
Central Africa;Females;Netherlands;2017;0;
Central Africa;Females;Netherlands;2018;0;
Central Africa;Females;Netherlands;2019;0;
Central Africa;Females;Netherlands;2020;0;
Central Africa;Females;Netherlands;2021;0;
Central Africa;Females;Netherlands;2022;0;
Central Africa;Females;Netherlands;2023;0;
Central Africa;Females;Netherlands;2024;0;
Central Africa;Females;Sweden;2013;0;
Central Africa;Females;Sweden;2014;0;
Central Africa;Females;Sweden;2015;0;
Central Africa;Females;Sweden;2016;0;
Central Africa;Females;Sweden;2017;0;
Central Africa;Females;Sweden;2018;0;
Central Africa;Females;Sweden;2019;0;
Central Africa;Females;Sweden;2020;1;
Central Africa;Females;Sweden;2021;0;
Central Africa;Females;Sweden;2022;0;
Central Africa;Females;Sweden;2023;0;
Central Africa;Females;Sweden;2024;0;
Central Africa;Females;Slovakia;2013;0;p
Central Africa;Females;Slovakia;2014;0;p
Central Africa;Females;Slovakia;2015;0;p
Central Africa;Females;Slovakia;2016;0;p
Central Africa;Females;Slovakia;2017;0;p
Central Africa;Females;Slovakia;2018;0;
Central Africa;Females;Slovakia;2019;0;p
Central Africa;Females;Slovakia;2020;0;p
Central Africa;Females;Slovakia;2021;0;
Central Africa;Females;Slovakia;2022;0;
Central Africa;Females;Slovakia;2023;0;
Central Africa;Females;Slovakia;2024;0;
Central Africa;Males;Belgium;2010;0;b
Central Africa;Males;Belgium;2013;0;
Central Africa;Males;Belgium;2014;0;
Central Africa;Males;Belgium;2015;0;
Central Africa;Males;Belgium;2016;1;
Central Africa;Males;Belgium;2017;1;
Central Africa;Males;Belgium;2018;0;
Central Africa;Males;Belgium;2019;0;
Central Africa;Males;Belgium;2023;2;
Central Africa;Males;Belgium;2024;1;
Central Africa;Males;Bulgaria;2013;0;
Central Africa;Males;Bulgaria;2014;0;
Central Africa;Males;Bulgaria;2015;0;
Central Africa;Males;Bulgaria;2016;0;p
Central Africa;Males;Bulgaria;2017;0;p
Central Africa;Males;Bulgaria;2018;0;
Central Africa;Males;Bulgaria;2019;0;p
Central Africa;Males;Bulgaria;2020;0;p
Central Africa;Males;Bulgaria;2022;0;
Central Africa;Males;Bulgaria;2023;0;
Central Africa;Males;Bulgaria;2024;0;
Central Africa;Males;Czechia;2008;0;b
Central Africa;Males;Czechia;2009;0;
Central Africa;Males;Czechia;2010;0;
Central Africa;Males;Czechia;2011;0;
Central Africa;Males;Czechia;2013;0;
Central Africa;Males;Czechia;2014;0;
Central Africa;Males;Czechia;2015;0;
Central Africa;Males;Czechia;2016;0;
Central Africa;Males;Czechia;2017;0;
Central Africa;Males;Czechia;2018;0;
Central Africa;Males;Czechia;2019;0;
Central Africa;Males;Czechia;2020;0;
Central Africa;Males;Czechia;2021;0;
Central Africa;Males;Czechia;2022;0;
Central Africa;Males;Czechia;2023;0;
Central Africa;Males;Czechia;2024;0;
Central Africa;Males;Germany;2008;1;
Central Africa;Males;Germany;2024;0;e
Central Africa;Males;Denmark;2008;0;b
Central Africa;Males;Denmark;2009;0;
Central Africa;Males;Denmark;2010;0;
Central Africa;Males;Denmark;2011;0;
Central Africa;Males;Denmark;2012;0;
Central Africa;Males;Denmark;2013;0;
Central Africa;Males;Denmark;2014;0;
Central Africa;Males;Denmark;2015;0;
Central Africa;Males;Denmark;2016;0;
Central Africa;Males;Denmark;2017;0;
Central Africa;Males;Denmark;2018;0;
Central Africa;Males;Denmark;2019;0;
Central Africa;Males;Denmark;2020;0;
Central Africa;Males;Denmark;2021;0;
Central Africa;Males;Estonia;2008;0;
Central Africa;Males;Estonia;2009;0;
Central Africa;Males;Estonia;2010;0;
Central Africa;Males;Estonia;2013;0;
Central Africa;Males;Estonia;2014;0;
Central Africa;Males;Estonia;2015;0;
Central Africa;Males;Estonia;2016;0;
Central Africa;Males;Estonia;2017;0;
Central Africa;Males;Estonia;2018;0;
Central Africa;Males;Estonia;2019;0;
Central Africa;Males;Estonia;2023;0;
Central Africa;Males;Estonia;2024;0;
Central Africa;Males;Spain;2013;0;
Central Africa;Males;Spain;2014;1;
Central Africa;Males;Spain;2016;1;
Central Africa;Males;Spain;2021;;b
Central Africa;Males;Spain;2024;;
Central Africa;Males;Finland;2009;0;
Central Africa;Males;Finland;2010;0;
Central Africa;Males;Finland;2011;0;
Central Africa;Males;Finland;2013;0;
Central Africa;Males;Finland;2014;0;
Central Africa;Males;Finland;2015;0;
Central Africa;Males;Finland;2016;0;
Central Africa;Males;Finland;2017;0;
Central Africa;Males;Finland;2018;0;
Central Africa;Males;Finland;2019;0;
Central Africa;Males;Finland;2020;0;
Central Africa;Males;Finland;2021;0;
Central Africa;Males;Finland;2022;0;
Central Africa;Males;Finland;2023;0;
Central Africa;Males;Finland;2024;0;
Central Africa;Males;Croatia;2013;0;
Central Africa;Males;Croatia;2014;0;
Central Africa;Males;Croatia;2015;0;
Central Africa;Males;Croatia;2016;0;
Central Africa;Males;Croatia;2017;0;
Central Africa;Males;Croatia;2018;0;
Central Africa;Males;Croatia;2019;0;
Central Africa;Males;Croatia;2020;0;
Central Africa;Males;Croatia;2021;0;
Central Africa;Males;Croatia;2022;0;
Central Africa;Males;Croatia;2023;0;
Central Africa;Males;Croatia;2024;0;
Central Africa;Males;Hungary;2008;0;b
Central Africa;Males;Hungary;2009;0;
Central Africa;Males;Hungary;2010;0;b
Central Africa;Males;Hungary;2011;0;
Central Africa;Males;Hungary;2013;0;
Central Africa;Males;Hungary;2014;0;
Central Africa;Males;Hungary;2015;0;
Central Africa;Males;Hungary;2016;0;
Central Africa;Males;Hungary;2017;0;
Central Africa;Males;Hungary;2018;0;
Central Africa;Males;Hungary;2019;0;
Central Africa;Males;Hungary;2020;0;
Central Africa;Males;Italy;2008;0;
Central Africa;Males;Italy;2009;0;
Central Africa;Males;Italy;2010;0;
Central Africa;Males;Italy;2011;0;
Central Africa;Males;Italy;2013;0;
Central Africa;Males;Italy;2014;0;
Central Africa;Males;Italy;2015;0;
Central Africa;Males;Italy;2016;1;
Central Africa;Males;Italy;2017;0;
Central Africa;Males;Italy;2018;0;
Central Africa;Males;Italy;2019;1;
Central Africa;Males;Italy;2020;2;
Central Africa;Males;Italy;2021;2;
Central Africa;Males;Italy;2022;1;
Central Africa;Males;Italy;2023;1;
Central Africa;Males;Italy;2024;0;
Central Africa;Males;Lithuania;2021;0;
Central Africa;Males;Lithuania;2024;0;
Central Africa;Males;Luxembourg;2013;0;
Central Africa;Males;Luxembourg;2014;0;
Central Africa;Males;Luxembourg;2015;0;
Central Africa;Males;Luxembourg;2016;0;
Central Africa;Males;Luxembourg;2017;0;
Central Africa;Males;Luxembourg;2018;0;
Central Africa;Males;Luxembourg;2019;0;
Central Africa;Males;Luxembourg;2020;0;
Central Africa;Males;Luxembourg;2021;0;
Central Africa;Males;Luxembourg;2022;0;
Central Africa;Males;Luxembourg;2023;0;
Central Africa;Males;Luxembourg;2024;0;
Central Africa;Males;Latvia;2014;0;
Central Africa;Males;Latvia;2017;0;
Central Africa;Males;Latvia;2018;0;
Central Africa;Males;Latvia;2019;0;
Central Africa;Males;Latvia;2020;0;
Central Africa;Males;Latvia;2021;0;
Central Africa;Males;Latvia;2022;0;
Central Africa;Males;Latvia;2023;0;
Central Africa;Males;Latvia;2024;0;
Central Africa;Males;Netherlands;2008;0;
Central Africa;Males;Netherlands;2009;0;b
Central Africa;Males;Netherlands;2010;0;
Central Africa;Males;Netherlands;2011;0;
Central Africa;Males;Netherlands;2013;0;
Central Africa;Males;Netherlands;2014;0;
Central Africa;Males;Netherlands;2015;0;
Central Africa;Males;Netherlands;2016;0;
Central Africa;Males;Netherlands;2017;0;
Central Africa;Males;Netherlands;2018;0;
Central Africa;Males;Netherlands;2019;0;
Central Africa;Males;Netherlands;2020;0;
Central Africa;Males;Netherlands;2021;0;
Central Africa;Males;Netherlands;2022;0;
Central Africa;Males;Netherlands;2023;0;
Central Africa;Males;Netherlands;2024;0;
Central Africa;Males;Sweden;2013;0;
Central Africa;Males;Sweden;2014;0;
Central Africa;Males;Sweden;2015;0;
Central Africa;Males;Sweden;2016;0;
Central Africa;Males;Sweden;2017;0;
Central Africa;Males;Sweden;2018;0;
Central Africa;Males;Sweden;2019;0;
Central Africa;Males;Sweden;2020;0;
Central Africa;Males;Sweden;2021;0;
Central Africa;Males;Sweden;2022;0;
Central Africa;Males;Sweden;2023;0;
Central Africa;Males;Sweden;2024;0;
Central Africa;Males;Slovakia;2013;0;p
Central Africa;Males;Slovakia;2014;0;p
Central Africa;Males;Slovakia;2015;0;p
Central Africa;Males;Slovakia;2016;0;p
Central Africa;Males;Slovakia;2017;0;p
Central Africa;Males;Slovakia;2018;0;
Central Africa;Males;Slovakia;2019;0;p
Central Africa;Males;Slovakia;2020;0;p
Central Africa;Males;Slovakia;2021;0;
Central Africa;Males;Slovakia;2022;0;
Central Africa;Males;Slovakia;2023;0;
Central Africa;Males;Slovakia;2024;0;
Central Africa;Females;Belgium;2010;358;b
Central Africa;Females;Belgium;2013;376;
Central Africa;Females;Belgium;2014;316;
Central Africa;Females;Belgium;2015;317;
Central Africa;Females;Belgium;2016;237;
Central Africa;Females;Belgium;2017;265;
Central Africa;Females;Belgium;2018;242;
Central Africa;Females;Belgium;2019;317;
Central Africa;Females;Belgium;2023;368;
Central Africa;Females;Belgium;2024;612;
Central Africa;Females;Bulgaria;2013;0;
Central Africa;Females;Bulgaria;2014;0;
Central Africa;Females;Bulgaria;2015;0;
Central Africa;Females;Bulgaria;2016;0;p
Central Africa;Females;Bulgaria;2017;0;p
Central Africa;Females;Bulgaria;2018;1;
Central Africa;Females;Bulgaria;2019;0;p
Central Africa;Females;Bulgaria;2020;0;p
Central Africa;Females;Bulgaria;2022;0;
Central Africa;Females;Bulgaria;2023;0;
Central Africa;Females;Bulgaria;2024;0;
Central Africa;Females;Czechia;2008;1;b
Central Africa;Females;Czechia;2009;3;
Central Africa;Females;Czechia;2010;0;
Central Africa;Females;Czechia;2011;3;
Central Africa;Females;Czechia;2013;2;
Central Africa;Females;Czechia;2014;0;
Central Africa;Females;Czechia;2015;0;
Central Africa;Females;Czechia;2016;0;
Central Africa;Females;Czechia;2017;0;
Central Africa;Females;Czechia;2018;0;
Central Africa;Females;Czechia;2019;0;
Central Africa;Females;Czechia;2020;0;
Central Africa;Females;Czechia;2021;1;
Central Africa;Females;Czechia;2022;3;
Central Africa;Females;Czechia;2023;5;
Central Africa;Females;Czechia;2024;1;
Central Africa;Females;Germany;2008;189;
Central Africa;Females;Germany;2024;366;e
Central Africa;Females;Denmark;2008;67;b
Central Africa;Females;Denmark;2009;20;
Central Africa;Females;Denmark;2010;36;
Central Africa;Females;Denmark;2011;40;
Central Africa;Females;Denmark;2012;41;
Central Africa;Females;Denmark;2013;16;
Central Africa;Females;Denmark;2014;56;
Central Africa;Females;Denmark;2015;67;
Central Africa;Females;Denmark;2016;13;
Central Africa;Females;Denmark;2017;19;
Central Africa;Females;Denmark;2018;15;
Central Africa;Females;Denmark;2019;15;
Central Africa;Females;Denmark;2020;8;
Central Africa;Females;Denmark;2021;18;
Central Africa;Females;Estonia;2008;0;
Central Africa;Females;Estonia;2009;0;
Central Africa;Females;Estonia;2010;0;
Central Africa;Females;Estonia;2013;0;
Central Africa;Females;Estonia;2014;0;
Central Africa;Females;Estonia;2015;0;
Central Africa;Females;Estonia;2016;1;
Central Africa;Females;Estonia;2017;1;
Central Africa;Females;Estonia;2018;0;
Central Africa;Females;Estonia;2019;1;
Central Africa;Females;Estonia;2023;1;
Central Africa;Females;Estonia;2024;2;
Central Africa;Females;Spain;2013;218;
Central Africa;Females;Spain;2014;210;
Central Africa;Females;Spain;2016;209;
Central Africa;Females;Spain;2021;;b
Central Africa;Females;Spain;2024;;
Central Africa;Females;Finland;2009;49;
Central Africa;Females;Finland;2010;50;
Central Africa;Females;Finland;2011;31;
Central Africa;Females;Finland;2013;27;
Central Africa;Females;Finland;2014;69;
Central Africa;Females;Finland;2015;64;
Central Africa;Females;Finland;2016;72;
Central Africa;Females;Finland;2017;17;
Central Africa;Females;Finland;2018;36;
Central Africa;Females;Finland;2019;58;
Central Africa;Females;Finland;2020;73;
Central Africa;Females;Finland;2021;9;
Central Africa;Females;Finland;2022;90;
Central Africa;Females;Finland;2023;69;
Central Africa;Females;Finland;2024;92;
Central Africa;Females;Croatia;2013;0;
Central Africa;Females;Croatia;2014;0;
Central Africa;Females;Croatia;2015;0;
Central Africa;Females;Croatia;2016;0;
Central Africa;Females;Croatia;2017;0;
Central Africa;Females;Croatia;2018;0;
Central Africa;Females;Croatia;2019;0;
Central Africa;Females;Croatia;2020;0;
Central Africa;Females;Croatia;2021;1;
Central Africa;Females;Croatia;2022;0;
Central Africa;Females;Croatia;2023;0;
Central Africa;Females;Croatia;2024;2;
Central Africa;Females;Hungary;2008;0;b
Central Africa;Females;Hungary;2009;1;
Central Africa;Females;Hungary;2010;4;b
Central Africa;Females;Hungary;2011;2;
Central Africa;Females;Hungary;2013;3;
Central Africa;Females;Hungary;2014;2;
Central Africa;Females;Hungary;2015;2;
Central Africa;Females;Hungary;2016;7;
Central Africa;Females;Hungary;2017;2;
Central Africa;Females;Hungary;2018;6;
Central Africa;Females;Hungary;2019;5;
Central Africa;Females;Hungary;2020;3;
Central Africa;Females;Italy;2008;129;
Central Africa;Females;Italy;2009;101;
Central Africa;Females;Italy;2010;124;
Central Africa;Females;Italy;2011;102;
Central Africa;Females;Italy;2013;161;
Central Africa;Females;Italy;2014;116;
Central Africa;Females;Italy;2015;65;
Central Africa;Females;Italy;2016;147;
Central Africa;Females;Italy;2017;135;
Central Africa;Females;Italy;2018;104;
Central Africa;Females;Italy;2019;81;
Central Africa;Females;Italy;2020;64;
Central Africa;Females;Italy;2021;75;
Central Africa;Females;Italy;2022;108;
Central Africa;Females;Italy;2023;182;
Central Africa;Females;Italy;2024;185;
Central Africa;Females;Lithuania;2021;0;
Central Africa;Females;Lithuania;2024;;
Central Africa;Females;Luxembourg;2013;5;
Central Africa;Females;Luxembourg;2014;4;
Central Africa;Females;Luxembourg;2015;5;
Central Africa;Females;Luxembourg;2016;10;
Central Africa;Females;Luxembourg;2017;14;
Central Africa;Females;Luxembourg;2018;7;
Central Africa;Females;Luxembourg;2019;10;
Central Africa;Females;Luxembourg;2020;8;
Central Africa;Females;Luxembourg;2021;18;
Central Africa;Females;Luxembourg;2022;22;
Central Africa;Females;Luxembourg;2023;25;
Central Africa;Females;Luxembourg;2024;35;
Central Africa;Females;Latvia;2014;0;
Central Africa;Females;Latvia;2017;0;
Central Africa;Females;Latvia;2018;0;
Central Africa;Females;Latvia;2019;0;
Central Africa;Females;Latvia;2020;0;
Central Africa;Females;Latvia;2021;0;
Central Africa;Females;Latvia;2022;0;
Central Africa;Females;Latvia;2023;0;
Central Africa;Females;Latvia;2024;0;
Central Africa;Females;Netherlands;2008;21;
Central Africa;Females;Netherlands;2009;29;b
Central Africa;Females;Netherlands;2010;24;
Central Africa;Females;Netherlands;2011;20;
Central Africa;Females;Netherlands;2013;26;
Central Africa;Females;Netherlands;2014;21;
Central Africa;Females;Netherlands;2015;36;
Central Africa;Females;Netherlands;2016;27;
Central Africa;Females;Netherlands;2017;23;
Central Africa;Females;Netherlands;2018;51;
Central Africa;Females;Netherlands;2019;38;
Central Africa;Females;Netherlands;2020;12;
Central Africa;Females;Netherlands;2021;21;
Central Africa;Females;Netherlands;2022;51;
Central Africa;Females;Netherlands;2023;46;
Central Africa;Females;Netherlands;2024;22;
Central Africa;Females;Sweden;2013;61;
Central Africa;Females;Sweden;2014;76;
Central Africa;Females;Sweden;2015;87;
Central Africa;Females;Sweden;2016;95;
Central Africa;Females;Sweden;2017;136;
Central Africa;Females;Sweden;2018;166;
Central Africa;Females;Sweden;2019;142;
Central Africa;Females;Sweden;2020;112;
Central Africa;Females;Sweden;2021;243;
Central Africa;Females;Sweden;2022;158;
Central Africa;Females;Sweden;2023;104;
Central Africa;Females;Sweden;2024;161;
Central Africa;Females;Slovakia;2013;0;p
Central Africa;Females;Slovakia;2014;0;p
Central Africa;Females;Slovakia;2015;0;p
Central Africa;Females;Slovakia;2016;0;p
Central Africa;Females;Slovakia;2017;0;p
Central Africa;Females;Slovakia;2018;0;
Central Africa;Females;Slovakia;2019;0;p
Central Africa;Females;Slovakia;2020;0;p
Central Africa;Females;Slovakia;2021;0;
Central Africa;Females;Slovakia;2022;0;
Central Africa;Females;Slovakia;2023;0;
Central Africa;Females;Slovakia;2024;0;
Central Africa;Males;Belgium;2010;297;b
Central Africa;Males;Belgium;2013;304;
Central Africa;Males;Belgium;2014;272;
Central Africa;Males;Belgium;2015;289;
Central Africa;Males;Belgium;2016;219;
Central Africa;Males;Belgium;2017;276;
Central Africa;Males;Belgium;2018;280;
Central Africa;Males;Belgium;2019;300;
Central Africa;Males;Belgium;2023;367;
Central Africa;Males;Belgium;2024;598;
Central Africa;Males;Bulgaria;2013;0;
Central Africa;Males;Bulgaria;2014;0;
Central Africa;Males;Bulgaria;2015;0;
Central Africa;Males;Bulgaria;2016;0;p
Central Africa;Males;Bulgaria;2017;0;p
Central Africa;Males;Bulgaria;2018;0;
Central Africa;Males;Bulgaria;2019;0;p
Central Africa;Males;Bulgaria;2020;0;p
Central Africa;Males;Bulgaria;2022;0;
Central Africa;Males;Bulgaria;2023;0;
Central Africa;Males;Bulgaria;2024;0;
Central Africa;Males;Czechia;2008;2;b
Central Africa;Males;Czechia;2009;2;
Central Africa;Males;Czechia;2010;2;
Central Africa;Males;Czechia;2011;2;
Central Africa;Males;Czechia;2013;1;
Central Africa;Males;Czechia;2014;0;
Central Africa;Males;Czechia;2015;0;
Central Africa;Males;Czechia;2016;0;
Central Africa;Males;Czechia;2017;0;
Central Africa;Males;Czechia;2018;0;
Central Africa;Males;Czechia;2019;0;
Central Africa;Males;Czechia;2020;2;
Central Africa;Males;Czechia;2021;0;
Central Africa;Males;Czechia;2022;5;
Central Africa;Males;Czechia;2023;3;
Central Africa;Males;Czechia;2024;2;
Central Africa;Males;Germany;2008;181;
Central Africa;Males;Germany;2024;352;e
Central Africa;Males;Denmark;2008;53;b
Central Africa;Males;Denmark;2009;16;
Central Africa;Males;Denmark;2010;44;
Central Africa;Males;Denmark;2011;33;
Central Africa;Males;Denmark;2012;43;
Central Africa;Males;Denmark;2013;13;
Central Africa;Males;Denmark;2014;45;
Central Africa;Males;Denmark;2015;76;
Central Africa;Males;Denmark;2016;21;
Central Africa;Males;Denmark;2017;24;
Central Africa;Males;Denmark;2018;6;
Central Africa;Males;Denmark;2019;14;
Central Africa;Males;Denmark;2020;8;
Central Africa;Males;Denmark;2021;18;
Central Africa;Males;Estonia;2008;0;
Central Africa;Males;Estonia;2009;0;
Central Africa;Males;Estonia;2010;0;
Central Africa;Males;Estonia;2013;0;
Central Africa;Males;Estonia;2014;0;
Central Africa;Males;Estonia;2015;0;
Central Africa;Males;Estonia;2016;0;
Central Africa;Males;Estonia;2017;0;
Central Africa;Males;Estonia;2018;0;
Central Africa;Males;Estonia;2019;0;
Central Africa;Males;Estonia;2023;0;
Central Africa;Males;Estonia;2024;0;
Central Africa;Males;Spain;2013;185;
Central Africa;Males;Spain;2014;196;
Central Africa;Males;Spain;2016;150;
Central Africa;Males;Spain;2021;;b
Central Africa;Males;Spain;2024;;
Central Africa;Males;Finland;2009;38;
Central Africa;Males;Finland;2010;56;
Central Africa;Males;Finland;2011;41;
Central Africa;Males;Finland;2013;28;
Central Africa;Males;Finland;2014;54;
Central Africa;Males;Finland;2015;61;
Central Africa;Males;Finland;2016;64;
Central Africa;Males;Finland;2017;14;
Central Africa;Males;Finland;2018;42;
Central Africa;Males;Finland;2019;61;
Central Africa;Males;Finland;2020;68;
Central Africa;Males;Finland;2021;13;
Central Africa;Males;Finland;2022;87;
Central Africa;Males;Finland;2023;61;
Central Africa;Males;Finland;2024;100;
Central Africa;Males;Croatia;2013;0;
Central Africa;Males;Croatia;2014;0;
Central Africa;Males;Croatia;2015;0;
Central Africa;Males;Croatia;2016;0;
Central Africa;Males;Croatia;2017;0;
Central Africa;Males;Croatia;2018;0;
Central Africa;Males;Croatia;2019;0;
Central Africa;Males;Croatia;2020;0;
Central Africa;Males;Croatia;2021;2;
Central Africa;Males;Croatia;2022;0;
Central Africa;Males;Croatia;2023;0;
Central Africa;Males;Croatia;2024;3;
Central Africa;Males;Hungary;2008;0;b
Central Africa;Males;Hungary;2009;0;
Central Africa;Males;Hungary;2010;3;b
Central Africa;Males;Hungary;2011;2;
Central Africa;Males;Hungary;2013;4;
Central Africa;Males;Hungary;2014;1;
Central Africa;Males;Hungary;2015;1;
Central Africa;Males;Hungary;2016;9;
Central Africa;Males;Hungary;2017;2;
Central Africa;Males;Hungary;2018;8;
Central Africa;Males;Hungary;2019;4;
Central Africa;Males;Hungary;2020;5;
Central Africa;Males;Italy;2008;102;
Central Africa;Males;Italy;2009;93;
Central Africa;Males;Italy;2010;119;
Central Africa;Males;Italy;2011;111;
Central Africa;Males;Italy;2013;150;
Central Africa;Males;Italy;2014;100;
Central Africa;Males;Italy;2015;73;
Central Africa;Males;Italy;2016;168;
Central Africa;Males;Italy;2017;142;
Central Africa;Males;Italy;2018;130;
Central Africa;Males;Italy;2019;81;
Central Africa;Males;Italy;2020;40;
Central Africa;Males;Italy;2021;105;
Central Africa;Males;Italy;2022;119;
Central Africa;Males;Italy;2023;152;
Central Africa;Males;Italy;2024;167;
Central Africa;Males;Lithuania;2021;0;
Central Africa;Males;Lithuania;2024;0;
Central Africa;Males;Luxembourg;2013;7;
Central Africa;Males;Luxembourg;2014;2;
Central Africa;Males;Luxembourg;2015;7;
Central Africa;Males;Luxembourg;2016;11;
Central Africa;Males;Luxembourg;2017;3;
Central Africa;Males;Luxembourg;2018;4;
Central Africa;Males;Luxembourg;2019;16;
Central Africa;Males;Luxembourg;2020;9;
Central Africa;Males;Luxembourg;2021;16;
Central Africa;Males;Luxembourg;2022;23;
Central Africa;Males;Luxembourg;2023;21;
Central Africa;Males;Luxembourg;2024;28;
Central Africa;Males;Latvia;2014;0;
Central Africa;Males;Latvia;2017;0;
Central Africa;Males;Latvia;2018;0;
Central Africa;Males;Latvia;2019;0;
Central Africa;Males;Latvia;2020;0;
Central Africa;Males;Latvia;2021;0;
Central Africa;Males;Latvia;2022;0;
Central Africa;Males;Latvia;2023;0;
Central Africa;Males;Latvia;2024;0;
Central Africa;Males;Netherlands;2008;13;
Central Africa;Males;Netherlands;2009;20;b
Central Africa;Males;Netherlands;2010;21;
Central Africa;Males;Netherlands;2011;21;
Central Africa;Males;Netherlands;2013;32;
Central Africa;Males;Netherlands;2014;14;
Central Africa;Males;Netherlands;2015;44;
Central Africa;Males;Netherlands;2016;29;
Central Africa;Males;Netherlands;2017;14;
Central Africa;Males;Netherlands;2018;49;
Central Africa;Males;Netherlands;2019;40;
Central Africa;Males;Netherlands;2020;15;
Central Africa;Males;Netherlands;2021;31;
Central Africa;Males;Netherlands;2022;66;
Central Africa;Males;Netherlands;2023;52;
Central Africa;Males;Netherlands;2024;18;
Central Africa;Males;Sweden;2013;81;
Central Africa;Males;Sweden;2014;75;
Central Africa;Males;Sweden;2015;78;
Central Africa;Males;Sweden;2016;92;
Central Africa;Males;Sweden;2017;153;
Central Africa;Males;Sweden;2018;154;
Central Africa;Males;Sweden;2019;127;
Central Africa;Males;Sweden;2020;110;
Central Africa;Males;Sweden;2021;275;
Central Africa;Males;Sweden;2022;180;
Central Africa;Males;Sweden;2023;87;
Central Africa;Males;Sweden;2024;124;
Central Africa;Males;Slovakia;2013;0;p
Central Africa;Males;Slovakia;2014;0;p
Central Africa;Males;Slovakia;2015;0;p
Central Africa;Males;Slovakia;2016;0;p
Central Africa;Males;Slovakia;2017;0;p
Central Africa;Males;Slovakia;2018;0;
Central Africa;Males;Slovakia;2019;0;p
Central Africa;Males;Slovakia;2020;0;p
Central Africa;Males;Slovakia;2021;0;
Central Africa;Males;Slovakia;2022;0;
Central Africa;Males;Slovakia;2023;0;
Central Africa;Males;Slovakia;2024;0;
Central Africa;Females;Belgium;2010;106;b
Central Africa;Females;Belgium;2013;118;
Central Africa;Females;Belgium;2014;105;
Central Africa;Females;Belgium;2015;91;
Central Africa;Females;Belgium;2016;76;
Central Africa;Females;Belgium;2017;66;
Central Africa;Females;Belgium;2018;68;
Central Africa;Females;Belgium;2019;75;
Central Africa;Females;Belgium;2023;80;
Central Africa;Females;Belgium;2024;121;
Central Africa;Females;Bulgaria;2013;0;
Central Africa;Females;Bulgaria;2014;0;
Central Africa;Females;Bulgaria;2015;0;
Central Africa;Females;Bulgaria;2016;0;p
Central Africa;Females;Bulgaria;2017;0;p
Central Africa;Females;Bulgaria;2018;0;
Central Africa;Females;Bulgaria;2019;0;p
Central Africa;Females;Bulgaria;2020;0;p
Central Africa;Females;Bulgaria;2022;0;
Central Africa;Females;Bulgaria;2023;0;
Central Africa;Females;Bulgaria;2024;0;
Central Africa;Females;Czechia;2008;0;b
Central Africa;Females;Czechia;2009;2;
Central Africa;Females;Czechia;2010;0;
Central Africa;Females;Czechia;2011;2;
Central Africa;Females;Czechia;2013;1;
Central Africa;Females;Czechia;2014;0;
Central Africa;Females;Czechia;2015;0;
Central Africa;Females;Czechia;2016;0;
Central Africa;Females;Czechia;2017;0;
Central Africa;Females;Czechia;2018;0;
Central Africa;Females;Czechia;2019;0;
Central Africa;Females;Czechia;2020;0;
Central Africa;Females;Czechia;2021;1;
Central Africa;Females;Czechia;2022;0;
Central Africa;Females;Czechia;2023;1;
Central Africa;Females;Czechia;2024;1;
Central Africa;Females;Germany;2008;52;
Central Africa;Females;Germany;2024;109;e
Central Africa;Females;Denmark;2008;22;b
Central Africa;Females;Denmark;2009;12;
Central Africa;Females;Denmark;2010;6;
Central Africa;Females;Denmark;2011;15;
Central Africa;Females;Denmark;2012;16;
Central Africa;Females;Denmark;2013;7;
Central Africa;Females;Denmark;2014;13;
Central Africa;Females;Denmark;2015;21;
Central Africa;Females;Denmark;2016;3;
Central Africa;Females;Denmark;2017;8;
Central Africa;Females;Denmark;2018;9;
Central Africa;Females;Denmark;2019;2;
Central Africa;Females;Denmark;2020;2;
Central Africa;Females;Denmark;2021;6;
Central Africa;Females;Estonia;2008;0;
Central Africa;Females;Estonia;2009;0;
Central Africa;Females;Estonia;2010;0;
Central Africa;Females;Estonia;2013;0;
Central Africa;Females;Estonia;2014;0;
Central Africa;Females;Estonia;2015;0;
Central Africa;Females;Estonia;2016;1;
Central Africa;Females;Estonia;2017;1;
Central Africa;Females;Estonia;2018;0;
Central Africa;Females;Estonia;2019;1;
Central Africa;Females;Estonia;2023;1;
Central Africa;Females;Estonia;2024;0;
Central Africa;Females;Spain;2013;70;
Central Africa;Females;Spain;2014;63;
Central Africa;Females;Spain;2016;56;
Central Africa;Females;Spain;2021;;b
Central Africa;Females;Spain;2024;;
Central Africa;Females;Finland;2009;16;
Central Africa;Females;Finland;2010;19;
Central Africa;Females;Finland;2011;6;
Central Africa;Females;Finland;2013;9;
Central Africa;Females;Finland;2014;28;
Central Africa;Females;Finland;2015;18;
Central Africa;Females;Finland;2016;17;
Central Africa;Females;Finland;2017;6;
Central Africa;Females;Finland;2018;12;
Central Africa;Females;Finland;2019;16;
Central Africa;Females;Finland;2020;19;
Central Africa;Females;Finland;2021;5;
Central Africa;Females;Finland;2022;23;
Central Africa;Females;Finland;2023;17;
Central Africa;Females;Finland;2024;24;
Central Africa;Females;Croatia;2013;0;
Central Africa;Females;Croatia;2014;0;
Central Africa;Females;Croatia;2015;0;
Central Africa;Females;Croatia;2016;0;
Central Africa;Females;Croatia;2017;0;
Central Africa;Females;Croatia;2018;0;
