citizenship;gender;reporting_country;year;immigrant_count;obs_flag
Armenia;Females;Lithuania;2016;0;
Armenia;Females;Lithuania;2017;0;
Armenia;Females;Lithuania;2018;4;
Armenia;Females;Lithuania;2019;1;
Armenia;Females;Lithuania;2020;1;
Armenia;Females;Lithuania;2021;3;
Armenia;Females;Lithuania;2022;2;
Armenia;Females;Lithuania;2024;8;
Armenia;Females;Luxembourg;1998;0;
Armenia;Females;Luxembourg;2000;0;
Armenia;Females;Luxembourg;2001;0;
Armenia;Females;Luxembourg;2003;1;
Armenia;Females;Luxembourg;2004;0;
Armenia;Females;Luxembourg;2005;0;
Armenia;Females;Luxembourg;2006;0;
Armenia;Females;Luxembourg;2007;0;
Armenia;Females;Luxembourg;2008;0;
Armenia;Females;Luxembourg;2009;0;
Armenia;Females;Luxembourg;2010;1;
Armenia;Females;Luxembourg;2011;0;
Armenia;Females;Luxembourg;2012;0;
Armenia;Females;Luxembourg;2013;0;
Armenia;Females;Luxembourg;2017;0;
Armenia;Females;Luxembourg;2018;0;
Armenia;Females;Luxembourg;2020;0;
Armenia;Females;Luxembourg;2021;0;
Armenia;Females;Luxembourg;2022;1;
Armenia;Females;Luxembourg;2023;0;
Armenia;Females;Luxembourg;2024;0;
Armenia;Females;Poland;2006;2;
Armenia;Females;Poland;2007;3;
Armenia;Females;Romania;2008;0;
Armenia;Females;Romania;2009;2;
Armenia;Females;Romania;2010;0;
Armenia;Females;Romania;2011;0;
Armenia;Females;Romania;2012;1;
Armenia;Females;Romania;2013;1;
Armenia;Females;Romania;2014;1;
Armenia;Females;Romania;2015;0;e
Armenia;Females;Romania;2016;2;
Armenia;Females;Romania;2017;0;e
Armenia;Females;Romania;2018;0;e
Armenia;Females;Romania;2021;2;
Armenia;Females;Romania;2022;0;e
Armenia;Females;Romania;2023;1;
Armenia;Females;Romania;2024;1;
Armenia;Females;Sweden;2008;3;
Armenia;Females;Sweden;2009;10;
Armenia;Females;Sweden;2010;5;
Armenia;Females;Sweden;2011;6;
Armenia;Females;Sweden;2012;9;
Armenia;Females;Sweden;2013;8;
Armenia;Females;Sweden;2014;5;
Armenia;Females;Sweden;2015;12;
Armenia;Females;Sweden;2016;7;
Armenia;Females;Sweden;2017;6;
Armenia;Females;Sweden;2018;3;
Armenia;Females;Sweden;2019;4;
Armenia;Females;Sweden;2020;4;
Armenia;Females;Sweden;2021;5;
Armenia;Females;Sweden;2022;4;
Armenia;Females;Sweden;2023;1;
Armenia;Females;Sweden;2024;0;
Armenia;Females;Slovenia;1998;0;
Armenia;Females;Slovenia;2000;0;
Armenia;Females;Slovenia;2001;0;
Armenia;Females;Slovenia;2005;0;
Armenia;Females;Slovenia;2006;0;
Armenia;Females;Slovenia;2007;0;
Armenia;Females;Slovenia;2008;0;b
Armenia;Females;Slovenia;2009;0;
Armenia;Females;Slovenia;2010;0;
Armenia;Females;Slovenia;2011;0;
Armenia;Females;Slovenia;2012;0;
Armenia;Females;Slovenia;2013;0;
Armenia;Females;Slovenia;2014;0;
Armenia;Females;Slovenia;2015;0;
Armenia;Females;Slovenia;2016;0;
Armenia;Females;Slovenia;2017;0;
Armenia;Females;Slovenia;2018;0;
Armenia;Females;Slovenia;2019;0;
Armenia;Females;Slovenia;2020;0;
Armenia;Females;Slovenia;2021;0;
Armenia;Females;Slovenia;2022;0;
Armenia;Females;Slovenia;2023;1;
Armenia;Females;Slovenia;2024;0;
Armenia;Females;Slovakia;2008;0;
Armenia;Females;Slovakia;2009;0;
Armenia;Females;Slovakia;2010;0;
Armenia;Females;Slovakia;2011;0;
Armenia;Females;Slovakia;2012;0;p
Armenia;Females;Slovakia;2020;0;p
Armenia;Females;Slovakia;2021;0;
Armenia;Females;Slovakia;2022;0;
Armenia;Females;Slovakia;2023;0;
Armenia;Females;Slovakia;2024;0;
Armenia;Males;Austria;1998;0;
Armenia;Males;Austria;2001;13;
Armenia;Males;Austria;2002;25;b
Armenia;Males;Austria;2003;16;
Armenia;Males;Austria;2004;25;
Armenia;Males;Austria;2005;25;
Armenia;Males;Austria;2006;12;
Armenia;Males;Austria;2007;15;
Armenia;Males;Austria;2008;9;
Armenia;Males;Austria;2009;4;
Armenia;Males;Austria;2011;2;
Armenia;Males;Austria;2012;6;
Armenia;Males;Austria;2014;16;
Armenia;Males;Austria;2015;10;
Armenia;Males;Austria;2016;4;
Armenia;Males;Austria;2017;4;
Armenia;Males;Austria;2018;2;
Armenia;Males;Austria;2019;1;
Armenia;Males;Austria;2020;0;
Armenia;Males;Austria;2021;3;
Armenia;Males;Austria;2022;7;
Armenia;Males;Austria;2023;4;
Armenia;Males;Austria;2024;3;
Armenia;Males;Belgium;2011;16;
Armenia;Males;Belgium;2012;11;
Armenia;Males;Belgium;2013;6;
Armenia;Males;Belgium;2014;8;
Armenia;Males;Belgium;2015;11;
Armenia;Males;Belgium;2016;12;
Armenia;Males;Belgium;2017;18;
Armenia;Males;Belgium;2018;16;
Armenia;Males;Belgium;2019;16;
Armenia;Males;Bulgaria;2007;0;
Armenia;Males;Bulgaria;2012;4;bp
Armenia;Males;Bulgaria;2013;4;p
Armenia;Males;Bulgaria;2014;5;p
Armenia;Males;Bulgaria;2015;2;
Armenia;Males;Bulgaria;2016;1;
Armenia;Males;Bulgaria;2017;1;p
Armenia;Males;Bulgaria;2018;3;p
Armenia;Males;Bulgaria;2019;1;p
Armenia;Males;Bulgaria;2020;1;p
Armenia;Males;Bulgaria;2021;1;
Armenia;Males;Bulgaria;2022;1;
Armenia;Males;Bulgaria;2023;2;
Armenia;Males;Bulgaria;2024;1;
Armenia;Males;Czechia;2004;4;
Armenia;Males;Czechia;2005;0;
Armenia;Males;Czechia;2006;6;
Armenia;Males;Czechia;2007;14;
Armenia;Males;Germany;2014;80;e
Armenia;Males;Germany;2015;122;e
Armenia;Males;Germany;2016;119;e
Armenia;Males;Germany;2017;85;e
Armenia;Males;Germany;2018;50;e
Armenia;Males;Germany;2019;25;e
Armenia;Males;Germany;2020;15;e
Armenia;Males;Germany;2021;29;e
Armenia;Males;Germany;2022;117;e
Armenia;Males;Germany;2023;101;e
Armenia;Males;Germany;2024;83;e
Armenia;Males;Estonia;2022;0;
Armenia;Males;Spain;1998;6;
Armenia;Males;Spain;2000;36;
Armenia;Males;Spain;2001;23;
Armenia;Males;Spain;2004;46;
Armenia;Males;Spain;2005;61;
Armenia;Males;Spain;2006;70;
Armenia;Males;Spain;2007;51;
Armenia;Males;Spain;2021;;b
Armenia;Males;Spain;2024;;
Armenia;Males;Finland;1998;1;
Armenia;Males;Finland;2000;0;
Armenia;Males;Finland;2001;2;
Armenia;Males;Finland;2002;0;
Armenia;Males;Finland;2003;0;
Armenia;Males;Finland;2004;0;
Armenia;Males;Finland;2005;0;
Armenia;Males;Finland;2006;0;
Armenia;Males;Finland;2007;0;
Armenia;Males;Finland;2008;0;
Armenia;Males;Finland;2013;0;
Armenia;Males;Finland;2014;0;
Armenia;Males;Finland;2015;0;
Armenia;Males;Finland;2016;0;
Armenia;Males;Finland;2017;0;
Armenia;Males;Finland;2018;0;
Armenia;Males;Finland;2019;0;
Armenia;Males;Finland;2020;0;
Armenia;Males;Finland;2021;1;
Armenia;Males;Finland;2022;0;
Armenia;Males;Finland;2023;0;
Armenia;Males;Finland;2024;0;
Armenia;Males;Croatia;1998;0;
Armenia;Males;Croatia;2001;0;
Armenia;Males;Croatia;2006;0;
Armenia;Males;Croatia;2007;0;
Armenia;Males;Croatia;2008;0;b
Armenia;Males;Croatia;2009;0;
Armenia;Males;Croatia;2010;1;
Armenia;Males;Croatia;2011;0;
Armenia;Males;Croatia;2012;0;
Armenia;Males;Croatia;2013;0;
Armenia;Males;Croatia;2014;0;
Armenia;Males;Croatia;2015;0;
Armenia;Males;Croatia;2016;0;
Armenia;Males;Croatia;2017;0;
Armenia;Males;Croatia;2018;0;
Armenia;Males;Croatia;2019;0;
Armenia;Males;Croatia;2020;0;
Armenia;Males;Croatia;2021;0;
Armenia;Males;Croatia;2022;0;
Armenia;Males;Croatia;2023;0;
Armenia;Males;Croatia;2024;0;
Armenia;Males;Hungary;2021;0;
Armenia;Males;Hungary;2022;0;
Armenia;Males;Hungary;2023;0;
Armenia;Males;Hungary;2024;1;
Armenia;Males;Ireland;2007;0;
Armenia;Males;Ireland;2008;0;
Armenia;Males;Ireland;2009;0;
Armenia;Males;Ireland;2010;0;
Armenia;Males;Italy;2013;4;
Armenia;Males;Italy;2014;5;
Armenia;Males;Italy;2015;3;
Armenia;Males;Italy;2016;3;
Armenia;Males;Italy;2017;4;
Armenia;Males;Italy;2018;3;
Armenia;Males;Italy;2019;2;
Armenia;Males;Italy;2020;1;
Armenia;Males;Italy;2021;8;
Armenia;Males;Italy;2022;6;
Armenia;Males;Italy;2023;4;
Armenia;Males;Italy;2024;3;
Armenia;Males;Lithuania;1998;2;
Armenia;Males;Lithuania;2001;0;
Armenia;Males;Lithuania;2002;1;
Armenia;Males;Lithuania;2005;2;
Armenia;Males;Lithuania;2006;1;
Armenia;Males;Lithuania;2007;2;
Armenia;Males;Lithuania;2008;0;
Armenia;Males;Lithuania;2009;1;
Armenia;Males;Lithuania;2010;1;
Armenia;Males;Lithuania;2011;0;
Armenia;Males;Lithuania;2012;1;
Armenia;Males;Lithuania;2013;0;
Armenia;Males;Lithuania;2014;3;
Armenia;Males;Lithuania;2015;0;
Armenia;Males;Lithuania;2016;2;
Armenia;Males;Lithuania;2017;2;
Armenia;Males;Lithuania;2018;3;
Armenia;Males;Lithuania;2019;1;
Armenia;Males;Lithuania;2020;1;
Armenia;Males;Lithuania;2021;2;
Armenia;Males;Lithuania;2022;0;
Armenia;Males;Lithuania;2024;4;
Armenia;Males;Luxembourg;1998;0;
Armenia;Males;Luxembourg;2000;0;
Armenia;Males;Luxembourg;2001;0;
Armenia;Males;Luxembourg;2003;1;
Armenia;Males;Luxembourg;2004;1;
Armenia;Males;Luxembourg;2005;0;
Armenia;Males;Luxembourg;2006;0;
Armenia;Males;Luxembourg;2007;0;
Armenia;Males;Luxembourg;2008;0;
Armenia;Males;Luxembourg;2009;0;
Armenia;Males;Luxembourg;2010;0;
Armenia;Males;Luxembourg;2011;0;
Armenia;Males;Luxembourg;2012;0;
Armenia;Males;Luxembourg;2013;1;
Armenia;Males;Luxembourg;2017;0;
Armenia;Males;Luxembourg;2018;0;
Armenia;Males;Luxembourg;2020;0;
Armenia;Males;Luxembourg;2021;0;
Armenia;Males;Luxembourg;2022;0;
Armenia;Males;Luxembourg;2023;1;
Armenia;Males;Luxembourg;2024;0;
Armenia;Males;Poland;2006;1;
Armenia;Males;Poland;2007;0;
Armenia;Males;Romania;2008;0;
Armenia;Males;Romania;2009;0;
Armenia;Males;Romania;2010;0;
Armenia;Males;Romania;2011;0;
Armenia;Males;Romania;2012;1;
Armenia;Males;Romania;2013;4;
Armenia;Males;Romania;2014;3;
Armenia;Males;Romania;2015;0;e
Armenia;Males;Romania;2016;0;
Armenia;Males;Romania;2017;0;e
Armenia;Males;Romania;2018;3;e
Armenia;Males;Romania;2021;1;
Armenia;Males;Romania;2022;0;e
Armenia;Males;Romania;2023;0;
Armenia;Males;Romania;2024;0;
Armenia;Males;Sweden;2008;4;
Armenia;Males;Sweden;2009;9;
Armenia;Males;Sweden;2010;7;
Armenia;Males;Sweden;2011;3;
Armenia;Males;Sweden;2012;10;
Armenia;Males;Sweden;2013;9;
Armenia;Males;Sweden;2014;9;
Armenia;Males;Sweden;2015;12;
Armenia;Males;Sweden;2016;7;
Armenia;Males;Sweden;2017;8;
Armenia;Males;Sweden;2018;7;
Armenia;Males;Sweden;2019;2;
Armenia;Males;Sweden;2020;4;
Armenia;Males;Sweden;2021;2;
Armenia;Males;Sweden;2022;3;
Armenia;Males;Sweden;2023;5;
Armenia;Males;Sweden;2024;3;
Armenia;Males;Slovenia;1998;0;
Armenia;Males;Slovenia;2000;0;
Armenia;Males;Slovenia;2001;0;
Armenia;Males;Slovenia;2005;0;
Armenia;Males;Slovenia;2006;0;
Armenia;Males;Slovenia;2007;0;
Armenia;Males;Slovenia;2008;0;b
Armenia;Males;Slovenia;2009;0;
Armenia;Males;Slovenia;2010;0;
Armenia;Males;Slovenia;2011;0;
Armenia;Males;Slovenia;2012;0;
Armenia;Males;Slovenia;2013;0;
Armenia;Males;Slovenia;2014;0;
Armenia;Males;Slovenia;2015;0;
Armenia;Males;Slovenia;2016;0;
Armenia;Males;Slovenia;2017;0;
Armenia;Males;Slovenia;2018;0;
Armenia;Males;Slovenia;2019;0;
Armenia;Males;Slovenia;2020;0;
Armenia;Males;Slovenia;2021;0;
Armenia;Males;Slovenia;2022;0;
Armenia;Males;Slovenia;2023;1;
Armenia;Males;Slovenia;2024;0;
Armenia;Males;Slovakia;2008;0;
Armenia;Males;Slovakia;2009;0;
Armenia;Males;Slovakia;2010;0;
Armenia;Males;Slovakia;2011;0;
Armenia;Males;Slovakia;2012;0;p
Armenia;Males;Slovakia;2020;0;p
Armenia;Males;Slovakia;2021;0;
Armenia;Males;Slovakia;2022;2;
Armenia;Males;Slovakia;2023;0;
Armenia;Males;Slovakia;2024;0;
Armenia;Females;Austria;2001;104;
Armenia;Females;Austria;2002;193;
Armenia;Females;Austria;2003;133;
Armenia;Females;Austria;2004;180;
Armenia;Females;Austria;2005;154;
Armenia;Females;Austria;2006;113;
Armenia;Females;Austria;2007;115;
Armenia;Females;Austria;2008;81;
Armenia;Females;Austria;2009;76;
Armenia;Females;Austria;2011;51;
Armenia;Females;Austria;2012;92;
Armenia;Females;Austria;2014;106;
Armenia;Females;Austria;2015;107;
Armenia;Females;Austria;2016;91;
Armenia;Females;Austria;2017;65;
Armenia;Females;Austria;2018;45;
Armenia;Females;Austria;2019;46;
Armenia;Females;Austria;2020;31;
Armenia;Females;Austria;2021;44;
Armenia;Females;Austria;2022;82;
Armenia;Females;Austria;2023;65;
Armenia;Females;Austria;2024;59;
Armenia;Females;Belgium;2011;286;
Armenia;Females;Belgium;2012;158;
Armenia;Females;Belgium;2013;168;
Armenia;Females;Belgium;2014;127;
Armenia;Females;Belgium;2015;144;
Armenia;Females;Belgium;2016;146;
Armenia;Females;Belgium;2017;156;
Armenia;Females;Belgium;2018;188;
Armenia;Females;Belgium;2019;227;
Armenia;Females;Bulgaria;2012;36;bp
Armenia;Females;Bulgaria;2013;65;p
Armenia;Females;Bulgaria;2014;64;p
Armenia;Females;Bulgaria;2015;50;
Armenia;Females;Bulgaria;2016;32;
Armenia;Females;Bulgaria;2017;45;p
Armenia;Females;Bulgaria;2018;46;p
Armenia;Females;Bulgaria;2019;37;p
Armenia;Females;Bulgaria;2020;22;p
Armenia;Females;Bulgaria;2021;31;
Armenia;Females;Bulgaria;2022;29;
Armenia;Females;Bulgaria;2023;52;
Armenia;Females;Bulgaria;2024;25;
Armenia;Females;Germany;2020;306;e
Armenia;Females;Germany;2021;488;e
Armenia;Females;Germany;2022;1627;e
Armenia;Females;Germany;2023;1024;e
Armenia;Females;Germany;2024;847;e
Armenia;Females;Estonia;2022;16;
Armenia;Females;Spain;1998;28;
Armenia;Females;Spain;2000;302;
Armenia;Females;Spain;2001;223;
Armenia;Females;Spain;2004;575;
Armenia;Females;Spain;2005;606;
Armenia;Females;Spain;2006;702;
Armenia;Females;Spain;2007;747;
Armenia;Females;Spain;2021;;b
Armenia;Females;Spain;2024;;
Armenia;Females;Finland;2008;5;
Armenia;Females;Finland;2013;4;
Armenia;Females;Finland;2014;4;
Armenia;Females;Finland;2015;4;
Armenia;Females;Finland;2016;5;
Armenia;Females;Finland;2017;3;
Armenia;Females;Finland;2018;1;
Armenia;Females;Finland;2019;3;
Armenia;Females;Finland;2020;4;
Armenia;Females;Finland;2021;10;
Armenia;Females;Finland;2022;7;
Armenia;Females;Finland;2023;6;
Armenia;Females;Finland;2024;6;
Armenia;Females;Croatia;2008;0;b
Armenia;Females;Croatia;2009;2;
Armenia;Females;Croatia;2010;4;
Armenia;Females;Croatia;2011;1;
Armenia;Females;Croatia;2012;1;
Armenia;Females;Croatia;2013;3;
Armenia;Females;Croatia;2014;1;
Armenia;Females;Croatia;2015;3;
Armenia;Females;Croatia;2016;2;
Armenia;Females;Croatia;2017;2;
Armenia;Females;Croatia;2018;0;
Armenia;Females;Croatia;2019;1;
Armenia;Females;Croatia;2020;3;
Armenia;Females;Croatia;2021;1;
Armenia;Females;Croatia;2022;2;
Armenia;Females;Croatia;2023;1;
Armenia;Females;Croatia;2024;1;
Armenia;Females;Hungary;2021;22;
Armenia;Females;Hungary;2022;18;
Armenia;Females;Hungary;2023;20;
Armenia;Females;Hungary;2024;22;
Armenia;Females;Ireland;2007;1;
Armenia;Females;Ireland;2008;2;
Armenia;Females;Ireland;2009;1;
Armenia;Females;Ireland;2010;3;
Armenia;Females;Italy;2013;70;
Armenia;Females;Italy;2014;53;
Armenia;Females;Italy;2015;66;
Armenia;Females;Italy;2016;55;
Armenia;Females;Italy;2017;80;
Armenia;Females;Italy;2018;63;
Armenia;Females;Italy;2019;62;
Armenia;Females;Italy;2020;52;
Armenia;Females;Italy;2021;54;
Armenia;Females;Italy;2022;68;
Armenia;Females;Italy;2023;59;
Armenia;Females;Italy;2024;57;
Armenia;Females;Lithuania;2008;2;
Armenia;Females;Lithuania;2009;5;
Armenia;Females;Lithuania;2010;3;
Armenia;Females;Lithuania;2011;14;
Armenia;Females;Lithuania;2012;6;
Armenia;Females;Lithuania;2013;8;
Armenia;Females;Lithuania;2014;17;
Armenia;Females;Lithuania;2015;9;
Armenia;Females;Lithuania;2016;6;
Armenia;Females;Lithuania;2017;5;
Armenia;Females;Lithuania;2018;13;
Armenia;Females;Lithuania;2019;8;
Armenia;Females;Lithuania;2020;5;
Armenia;Females;Lithuania;2021;14;
Armenia;Females;Lithuania;2023;21;
Armenia;Females;Lithuania;2024;;
Armenia;Females;Luxembourg;2008;3;
Armenia;Females;Luxembourg;2009;0;
Armenia;Females;Luxembourg;2010;3;
Armenia;Females;Luxembourg;2011;1;
Armenia;Females;Luxembourg;2012;6;
Armenia;Females;Luxembourg;2013;3;
Armenia;Females;Luxembourg;2017;12;
Armenia;Females;Luxembourg;2018;10;
Armenia;Females;Luxembourg;2020;7;
Armenia;Females;Luxembourg;2021;16;
Armenia;Females;Luxembourg;2022;18;
Armenia;Females;Luxembourg;2023;16;
Armenia;Females;Luxembourg;2024;12;
Armenia;Females;Romania;2008;4;
Armenia;Females;Romania;2009;17;
Armenia;Females;Romania;2010;2;
Armenia;Females;Romania;2011;3;
Armenia;Females;Romania;2012;3;
Armenia;Females;Romania;2013;33;
Armenia;Females;Romania;2014;26;
Armenia;Females;Romania;2015;10;
Armenia;Females;Romania;2016;12;
Armenia;Females;Romania;2017;11;e
Armenia;Females;Romania;2018;31;e
Armenia;Females;Romania;2021;58;
Armenia;Females;Romania;2022;7;e
Armenia;Females;Romania;2023;26;
Armenia;Females;Romania;2024;18;
Armenia;Females;Sweden;2008;37;
Armenia;Females;Sweden;2009;83;
Armenia;Females;Sweden;2010;65;
Armenia;Females;Sweden;2011;83;
Armenia;Females;Sweden;2012;97;
Armenia;Females;Sweden;2013;81;
Armenia;Females;Sweden;2014;82;
Armenia;Females;Sweden;2015;95;
