year;geo_code;country;nace_r2_code;sector_nace_r2;na_item_code;unit_code;gva_million_eur;data_flag;source_id;dataset_id;source;price_basis;unit_label
2017;PT;Portugal;C31_C32;"Manufacture of furniture; other manufacturing";B1G;CP_MEUR;1146.4;;F012;D115;Eurostat — Gross value added and income by detailed industry (nama_10_a64);current_prices;Million euro, current prices
2017;PT;Portugal;C33;Repair and installation of machinery and equipment;B1G;CP_MEUR;802.3;;F012;D115;Eurostat — Gross value added and income by detailed industry (nama_10_a64);current_prices;Million euro, current prices
2017;PT;Portugal;D;Electricity, gas, steam and air conditioning supply;B1G;CP_MEUR;4121.0;;F012;D115;Eurostat — Gross value added and income by detailed industry (nama_10_a64);current_prices;Million euro, current prices
2017;PT;Portugal;D35;Electricity, gas, steam and air conditioning supply;B1G;CP_MEUR;4121.0;;F012;D115;Eurostat — Gross value added and income by detailed industry (nama_10_a64);current_prices;Million euro, current prices
2017;PT;Portugal;E;"Water supply; sewerage, waste management and remediation activities";B1G;CP_MEUR;1685.5;;F012;D115;Eurostat — Gross value added and income by detailed industry (nama_10_a64);current_prices;Million euro, current prices
2017;PT;Portugal;E36;Water collection, treatment and supply;B1G;CP_MEUR;783.7;;F012;D115;Eurostat — Gross value added and income by detailed industry (nama_10_a64);current_prices;Million euro, current prices
2017;PT;Portugal;E37-E39;Sewerage, waste management, remediation activities;B1G;CP_MEUR;901.8;;F012;D115;Eurostat — Gross value added and income by detailed industry (nama_10_a64);current_prices;Million euro, current prices
2017;PT;Portugal;F;Construction;B1G;CP_MEUR;6920.3;;F012;D115;Eurostat — Gross value added and income by detailed industry (nama_10_a64);current_prices;Million euro, current prices
2017;PT;Portugal;G;"Wholesale and retail trade; repair of motor vehicles and motorcycles";B1G;CP_MEUR;23541.3;;F012;D115;Eurostat — Gross value added and income by detailed industry (nama_10_a64);current_prices;Million euro, current prices
2017;PT;Portugal;G-I;Wholesale and retail trade, transport, accommodation and food service activities;B1G;CP_MEUR;41994.2;;F012;D115;Eurostat — Gross value added and income by detailed industry (nama_10_a64);current_prices;Million euro, current prices
2017;PT;Portugal;G45;Wholesale and retail trade and repair of motor vehicles and motorcycles;B1G;CP_MEUR;2292.5;;F012;D115;Eurostat — Gross value added and income by detailed industry (nama_10_a64);current_prices;Million euro, current prices
2017;PT;Portugal;G46;Wholesale trade, except of motor vehicles and motorcycles;B1G;CP_MEUR;12091.5;;F012;D115;Eurostat — Gross value added and income by detailed industry (nama_10_a64);current_prices;Million euro, current prices
2017;PT;Portugal;G47;Retail trade, except of motor vehicles and motorcycles;B1G;CP_MEUR;9157.3;;F012;D115;Eurostat — Gross value added and income by detailed industry (nama_10_a64);current_prices;Million euro, current prices
2017;PT;Portugal;H;Transportation and storage;B1G;CP_MEUR;8454.1;;F012;D115;Eurostat — Gross value added and income by detailed industry (nama_10_a64);current_prices;Million euro, current prices
2017;PT;Portugal;H49;Land transport and transport via pipelines;B1G;CP_MEUR;3380.4;;F012;D115;Eurostat — Gross value added and income by detailed industry (nama_10_a64);current_prices;Million euro, current prices
2017;PT;Portugal;H50;Water transport;B1G;CP_MEUR;131.0;;F012;D115;Eurostat — Gross value added and income by detailed industry (nama_10_a64);current_prices;Million euro, current prices
