year;country_code;country;sector_nace_r2;employment_thousand_persons;employment_persons;data_flag;sex;age;source_id;dataset_id;source;unit
2016;PT;Portugal;Information and communication;111.8;111800.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2016;PT;Portugal;Manufacturing;772.1;772100.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2016;PT;Portugal;Mining and quarrying;11.8;11800.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2016;PT;Portugal;Other service activities;109.2;109200.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2016;PT;Portugal;Professional, scientific and technical activities;203.0;203000.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2016;PT;Portugal;"Public administration and defence; compulsory social security";289.1;289100.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2016;PT;Portugal;Real estate activities;33.2;33200.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2016;PT;Portugal;Transportation and storage;191.1;191100.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2016;PT;Portugal;"Water supply; sewerage, waste management and remediation activities";30.7;30700.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2016;PT;Portugal;"Wholesale and retail trade; repair of motor vehicles and motorcycles";702.8;702800.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2017;PT;Portugal;Accommodation and food service activities;324.6;324600.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2017;PT;Portugal;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";108.1;108100.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2017;PT;Portugal;Administrative and support service activities;165.9;165900.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2017;PT;Portugal;Agriculture, forestry and fishing;309.6;309600.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2017;PT;Portugal;Arts, entertainment and recreation;65.1;65100.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2017;PT;Portugal;Construction;307.8;307800.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2017;PT;Portugal;Education;393.4;393400.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2017;PT;Portugal;Electricity, gas, steam and air conditioning supply;16.9;16900.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2017;PT;Portugal;Financial and insurance activities;108.4;108400.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2017;PT;Portugal;Human health and social work activities;438.1;438100.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2017;PT;Portugal;Information and communication;115.2;115200.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2017;PT;Portugal;Manufacturing;801.3;801300.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2017;PT;Portugal;Mining and quarrying;12.1;12100.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2017;PT;Portugal;Other service activities;111.5;111500.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2017;PT;Portugal;Professional, scientific and technical activities;200.8;200800.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2017;PT;Portugal;"Public administration and defence; compulsory social security";294.9;294900.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2017;PT;Portugal;Real estate activities;43.4;43400.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2017;PT;Portugal;Transportation and storage;206.3;206300.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2017;PT;Portugal;"Water supply; sewerage, waste management and remediation activities";35.9;35900.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2017;PT;Portugal;"Wholesale and retail trade; repair of motor vehicles and motorcycles";708.3;708300.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2018;PT;Portugal;Accommodation and food service activities;330.8;330800.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2018;PT;Portugal;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";109.5;109500.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2018;PT;Portugal;Administrative and support service activities;159.9;159900.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2018;PT;Portugal;Agriculture, forestry and fishing;298.5;298500.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2018;PT;Portugal;Arts, entertainment and recreation;69.6;69600.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2018;PT;Portugal;Construction;305.3;305300.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2018;PT;Portugal;Education;424.2;424200.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2018;PT;Portugal;Electricity, gas, steam and air conditioning supply;14.9;14900.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2018;PT;Portugal;Financial and insurance activities;114.4;114400.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2018;PT;Portugal;Human health and social work activities;446.9;446900.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2018;PT;Portugal;Information and communication;123.8;123800.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2018;PT;Portugal;Manufacturing;832.0;832000.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2018;PT;Portugal;Mining and quarrying;14.1;14100.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2018;PT;Portugal;Other service activities;108.7;108700.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2018;PT;Portugal;Professional, scientific and technical activities;208.1;208100.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2018;PT;Portugal;"Public administration and defence; compulsory social security";321.1;321100.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2018;PT;Portugal;Real estate activities;48.5;48500.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2018;PT;Portugal;Transportation and storage;209.9;209900.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2018;PT;Portugal;"Water supply; sewerage, waste management and remediation activities";38.3;38300.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2018;PT;Portugal;"Wholesale and retail trade; repair of motor vehicles and motorcycles";704.0;704000.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2019;PT;Portugal;Accommodation and food service activities;323.7;323700.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2019;PT;Portugal;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";114.2;114200.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2019;PT;Portugal;Administrative and support service activities;175.3;175300.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2019;PT;Portugal;Agriculture, forestry and fishing;277.2;277200.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2019;PT;Portugal;Arts, entertainment and recreation;69.0;69000.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2019;PT;Portugal;Construction;305.2;305200.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2019;PT;Portugal;Education;418.2;418200.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2019;PT;Portugal;Electricity, gas, steam and air conditioning supply;18.9;18900.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2019;PT;Portugal;Financial and insurance activities;101.5;101500.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2019;PT;Portugal;Human health and social work activities;472.7;472700.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2019;PT;Portugal;Information and communication;138.6;138600.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2019;PT;Portugal;Manufacturing;831.1;831100.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2019;PT;Portugal;Mining and quarrying;12.8;12800.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2019;PT;Portugal;Other service activities;118.9;118900.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2019;PT;Portugal;Professional, scientific and technical activities;224.6;224600.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2019;PT;Portugal;"Public administration and defence; compulsory social security";310.3;310300.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2019;PT;Portugal;Real estate activities;52.3;52300.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2019;PT;Portugal;Transportation and storage;220.3;220300.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2019;PT;Portugal;"Water supply; sewerage, waste management and remediation activities";38.5;38500.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2019;PT;Portugal;"Wholesale and retail trade; repair of motor vehicles and motorcycles";707.8;707800.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2020;PT;Portugal;Accommodation and food service activities;296.9;296900.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2020;PT;Portugal;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";110.3;110300.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2020;PT;Portugal;Administrative and support service activities;162.2;162200.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2020;PT;Portugal;Agriculture, forestry and fishing;269.7;269700.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2020;PT;Portugal;Arts, entertainment and recreation;68.7;68700.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2020;PT;Portugal;Construction;296.7;296700.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2020;PT;Portugal;Education;409.6;409600.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2020;PT;Portugal;Electricity, gas, steam and air conditioning supply;24.5;24500.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2020;PT;Portugal;Financial and insurance activities;96.0;96000.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2020;PT;Portugal;Human health and social work activities;472.9;472900.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2020;PT;Portugal;Information and communication;147.8;147800.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2020;PT;Portugal;Manufacturing;821.2;821200.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2020;PT;Portugal;Mining and quarrying;16.2;16200.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2020;PT;Portugal;Other service activities;134.4;134400.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2020;PT;Portugal;Professional, scientific and technical activities;231.3;231300.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2020;PT;Portugal;"Public administration and defence; compulsory social security";296.6;296600.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2020;PT;Portugal;Real estate activities;43.0;43000.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2020;PT;Portugal;Transportation and storage;212.9;212900.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2020;PT;Portugal;"Water supply; sewerage, waste management and remediation activities";34.8;34800.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2020;PT;Portugal;"Wholesale and retail trade; repair of motor vehicles and motorcycles";672.4;672400.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2021;PT;Portugal;Accommodation and food service activities;253.3;253300.0;break_in_series;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2021;PT;Portugal;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";88.0;88000.0;break_in_series;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2021;PT;Portugal;Administrative and support service activities;147.6;147600.0;break_in_series;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2021;PT;Portugal;Agriculture, forestry and fishing;135.4;135400.0;break_in_series;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2021;PT;Portugal;Arts, entertainment and recreation;68.1;68100.0;break_in_series;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2021;PT;Portugal;Construction;314.9;314900.0;break_in_series;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2021;PT;Portugal;Education;427.5;427500.0;break_in_series;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2021;PT;Portugal;Electricity, gas, steam and air conditioning supply;20.3;20300.0;break_in_series;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2021;PT;Portugal;Financial and insurance activities;120.1;120100.0;break_in_series;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2021;PT;Portugal;Human health and social work activities;490.8;490800.0;break_in_series;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2021;PT;Portugal;Information and communication;169.1;169100.0;break_in_series;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2021;PT;Portugal;Manufacturing;822.2;822200.0;break_in_series;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2021;PT;Portugal;Mining and quarrying;9.4;9400.0;break_in_series;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2021;PT;Portugal;Other service activities;109.2;109200.0;break_in_series;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2021;PT;Portugal;Professional, scientific and technical activities;254.5;254500.0;break_in_series;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2021;PT;Portugal;"Public administration and defence; compulsory social security";336.0;336000.0;break_in_series;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2021;PT;Portugal;Real estate activities;46.7;46700.0;break_in_series;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2021;PT;Portugal;Transportation and storage;215.2;215200.0;break_in_series;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2021;PT;Portugal;"Water supply; sewerage, waste management and remediation activities";33.8;33800.0;break_in_series;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2021;PT;Portugal;"Wholesale and retail trade; repair of motor vehicles and motorcycles";718.5;718500.0;break_in_series;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2022;PT;Portugal;Accommodation and food service activities;300.2;300200.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2022;PT;Portugal;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";95.0;95000.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2022;PT;Portugal;Administrative and support service activities;167.9;167900.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2022;PT;Portugal;Agriculture, forestry and fishing;138.2;138200.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2022;PT;Portugal;Arts, entertainment and recreation;75.2;75200.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2022;PT;Portugal;Construction;330.4;330400.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2022;PT;Portugal;Education;419.7;419700.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2022;PT;Portugal;Electricity, gas, steam and air conditioning supply;20.3;20300.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2022;PT;Portugal;Financial and insurance activities;103.3;103300.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2022;PT;Portugal;Human health and social work activities;497.2;497200.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2022;PT;Portugal;Information and communication;189.6;189600.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2022;PT;Portugal;Manufacturing;839.9;839900.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2022;PT;Portugal;Mining and quarrying;10.4;10400.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2022;PT;Portugal;Other service activities;113.5;113500.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2022;PT;Portugal;Professional, scientific and technical activities;247.3;247300.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2022;PT;Portugal;"Public administration and defence; compulsory social security";341.2;341200.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2022;PT;Portugal;Real estate activities;50.1;50100.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2022;PT;Portugal;Transportation and storage;232.1;232100.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2022;PT;Portugal;"Water supply; sewerage, waste management and remediation activities";37.5;37500.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2022;PT;Portugal;"Wholesale and retail trade; repair of motor vehicles and motorcycles";729.2;729200.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2023;PT;Portugal;Accommodation and food service activities;335.2;335200.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2023;PT;Portugal;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";100.6;100600.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2023;PT;Portugal;Administrative and support service activities;186.0;186000.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2023;PT;Portugal;Agriculture, forestry and fishing;151.3;151300.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2023;PT;Portugal;Arts, entertainment and recreation;79.1;79100.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2023;PT;Portugal;Construction;354.8;354800.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2023;PT;Portugal;Education;406.0;406000.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2023;PT;Portugal;Electricity, gas, steam and air conditioning supply;21.1;21100.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2023;PT;Portugal;Financial and insurance activities;108.9;108900.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2023;PT;Portugal;Human health and social work activities;504.0;504000.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2023;PT;Portugal;Information and communication;191.2;191200.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2023;PT;Portugal;Manufacturing;833.5;833500.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2023;PT;Portugal;Mining and quarrying;15.0;15000.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2023;PT;Portugal;Other service activities;125.0;125000.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2023;PT;Portugal;Professional, scientific and technical activities;256.8;256800.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2023;PT;Portugal;"Public administration and defence; compulsory social security";326.8;326800.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2023;PT;Portugal;Real estate activities;54.3;54300.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2023;PT;Portugal;Transportation and storage;232.0;232000.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2023;PT;Portugal;"Water supply; sewerage, waste management and remediation activities";37.4;37400.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2023;PT;Portugal;"Wholesale and retail trade; repair of motor vehicles and motorcycles";729.0;729000.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2024;PT;Portugal;Accommodation and food service activities;318.0;318000.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2024;PT;Portugal;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";103.1;103100.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2024;PT;Portugal;Administrative and support service activities;184.0;184000.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2024;PT;Portugal;Agriculture, forestry and fishing;145.9;145900.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2024;PT;Portugal;Arts, entertainment and recreation;87.9;87900.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2024;PT;Portugal;Construction;359.5;359500.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2024;PT;Portugal;Education;427.1;427100.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2024;PT;Portugal;Electricity, gas, steam and air conditioning supply;22.5;22500.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2024;PT;Portugal;Financial and insurance activities;109.8;109800.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2024;PT;Portugal;Human health and social work activities;497.8;497800.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2024;PT;Portugal;Information and communication;206.0;206000.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2024;PT;Portugal;Manufacturing;826.9;826900.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2024;PT;Portugal;Mining and quarrying;16.4;16400.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2024;PT;Portugal;Other service activities;120.4;120400.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2024;PT;Portugal;Professional, scientific and technical activities;263.3;263300.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2024;PT;Portugal;"Public administration and defence; compulsory social security";336.6;336600.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2024;PT;Portugal;Real estate activities;54.7;54700.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2024;PT;Portugal;Transportation and storage;234.7;234700.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2024;PT;Portugal;"Water supply; sewerage, waste management and remediation activities";39.8;39800.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2024;PT;Portugal;"Wholesale and retail trade; repair of motor vehicles and motorcycles";754.4;754400.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2025;PT;Portugal;Accommodation and food service activities;340.8;340800.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2025;PT;Portugal;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";96.2;96200.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2025;PT;Portugal;Administrative and support service activities;194.0;194000.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2025;PT;Portugal;Agriculture, forestry and fishing;129.0;129000.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2025;PT;Portugal;Arts, entertainment and recreation;85.5;85500.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
2025;PT;Portugal;Construction;372.6;372600.0;;Total;15 years or over;F012;D079;Eurostat Labour Force Survey (lfsa_egan2);thousand_persons
