year;nationality;gender;permits_granted;resident_count;source_id;source
2017;Belize;Masculino;1;4;F001 / F002;SEF + AIMA — combinado
2017;Benin;Feminino;1;1;F001 / F002;SEF + AIMA — combinado
2017;Benin;Masculino;1;10;F001 / F002;SEF + AIMA — combinado
2017;Bermudas;Feminino;0;1;F001 / F002;SEF + AIMA — combinado
2017;Bermudas;Masculino;0;0;F001 / F002;SEF + AIMA — combinado
2017;Bielorrússia;Feminino;31;377;F001 / F002;SEF + AIMA — combinado
2017;Bielorrússia;Masculino;8;188;F001 / F002;SEF + AIMA — combinado
2017;Bolívia;Feminino;7;75;F001 / F002;SEF + AIMA — combinado
2017;Bolívia;Masculino;5;30;F001 / F002;SEF + AIMA — combinado
2017;Botswana;Feminino;0;3;F001 / F002;SEF + AIMA — combinado
2017;Botswana;Masculino;2;4;F001 / F002;SEF + AIMA — combinado
2017;Brasil;Feminino;6518;52526;F001 / F002;SEF + AIMA — combinado
2017;Brasil;Masculino;5056;32900;F001 / F002;SEF + AIMA — combinado
2017;Bulgária;Feminino;433;3562;F001 / F002;SEF + AIMA — combinado
2017;Bulgária;Masculino;369;3471;F001 / F002;SEF + AIMA — combinado
2017;Burkina Faso;Feminino;1;6;F001 / F002;SEF + AIMA — combinado
2017;Burkina Faso;Masculino;5;18;F001 / F002;SEF + AIMA — combinado
2017;Burundi;Feminino;1;2;F001 / F002;SEF + AIMA — combinado
2017;Burundi;Masculino;1;4;F001 / F002;SEF + AIMA — combinado
2017;Butão;Feminino;1;2;F001 / F002;SEF + AIMA — combinado
2017;Butão;Masculino;2;2;F001 / F002;SEF + AIMA — combinado
2017;Bélgica;Feminino;350;1583;F001 / F002;SEF + AIMA — combinado
2017;Bélgica;Masculino;463;1925;F001 / F002;SEF + AIMA — combinado
2017;Bósnia e Herzegovina;Feminino;7;41;F001 / F002;SEF + AIMA — combinado
2017;Bósnia e Herzegovina;Masculino;2;18;F001 / F002;SEF + AIMA — combinado
2017;Cabo Verde;Feminino;1062;18826;F001 / F002;SEF + AIMA — combinado
2017;Cabo Verde;Masculino;998;16160;F001 / F002;SEF + AIMA — combinado
2017;Camarões;Feminino;6;51;F001 / F002;SEF + AIMA — combinado
2017;Camarões;Masculino;15;97;F001 / F002;SEF + AIMA — combinado
2017;Camboja;Feminino;0;7;F001 / F002;SEF + AIMA — combinado
2017;Camboja;Masculino;1;2;F001 / F002;SEF + AIMA — combinado
2017;Canadá;Feminino;60;390;F001 / F002;SEF + AIMA — combinado
2017;Canadá;Masculino;82;440;F001 / F002;SEF + AIMA — combinado
2017;Cazaquistão;Feminino;21;300;F001 / F002;SEF + AIMA — combinado
2017;Cazaquistão;Masculino;15;216;F001 / F002;SEF + AIMA — combinado
2017;Chade;Feminino;0;1;F001 / F002;SEF + AIMA — combinado
2017;Chade;Masculino;2;4;F001 / F002;SEF + AIMA — combinado
2017;Chile;Feminino;11;111;F001 / F002;SEF + AIMA — combinado
2017;Chile;Masculino;16;103;F001 / F002;SEF + AIMA — combinado
2017;China;Feminino;1356;11584;F001 / F002;SEF + AIMA — combinado
2017;China;Masculino;1244;11613;F001 / F002;SEF + AIMA — combinado
2017;Chipre;Feminino;10;24;F001 / F002;SEF + AIMA — combinado
2017;Chipre;Masculino;5;19;F001 / F002;SEF + AIMA — combinado
2017;Colômbia;Feminino;80;573;F001 / F002;SEF + AIMA — combinado
2017;Colômbia;Masculino;50;349;F001 / F002;SEF + AIMA — combinado
2017;Comores;Feminino;0;1;F001 / F002;SEF + AIMA — combinado
2017;Comores;Masculino;0;0;F001 / F002;SEF + AIMA — combinado
2017;Congo;Feminino;9;48;F001 / F002;SEF + AIMA — combinado
2017;Congo;Masculino;7;25;F001 / F002;SEF + AIMA — combinado
2017;Coreia do Sul;Feminino;10;107;F001 / F002;SEF + AIMA — combinado
2017;Coreia do Sul;Masculino;20;99;F001 / F002;SEF + AIMA — combinado
2017;Costa Rica;Feminino;17;45;F001 / F002;SEF + AIMA — combinado
2017;Costa Rica;Masculino;11;35;F001 / F002;SEF + AIMA — combinado
2017;Costa do Marfim;Feminino;12;43;F001 / F002;SEF + AIMA — combinado
2017;Costa do Marfim;Masculino;7;86;F001 / F002;SEF + AIMA — combinado
2017;Croácia;Feminino;35;154;F001 / F002;SEF + AIMA — combinado
2017;Croácia;Masculino;62;146;F001 / F002;SEF + AIMA — combinado
2017;Cuba;Feminino;38;525;F001 / F002;SEF + AIMA — combinado
2017;Cuba;Masculino;36;404;F001 / F002;SEF + AIMA — combinado
2017;Desconhecido;Feminino;0;4;F001 / F002;SEF + AIMA — combinado
2017;Desconhecido;Masculino;1;9;F001 / F002;SEF + AIMA — combinado
2017;Dinamarca;Feminino;98;363;F001 / F002;SEF + AIMA — combinado
2017;Dinamarca;Masculino;174;516;F001 / F002;SEF + AIMA — combinado
2017;Djibuti;Feminino;1;1;F001 / F002;SEF + AIMA — combinado
2017;Djibuti;Masculino;0;0;F001 / F002;SEF + AIMA — combinado
2017;Dominica;Feminino;2;4;F001 / F002;SEF + AIMA — combinado
2017;Dominica;Masculino;4;5;F001 / F002;SEF + AIMA — combinado
2017;Egipto;Feminino;28;105;F001 / F002;SEF + AIMA — combinado
2017;Egipto;Masculino;43;210;F001 / F002;SEF + AIMA — combinado
2017;El Salvador;Feminino;3;18;F001 / F002;SEF + AIMA — combinado
2017;El Salvador;Masculino;5;26;F001 / F002;SEF + AIMA — combinado
2017;Emiratos Árabes Unidos;Feminino;8;9;F001 / F002;SEF + AIMA — combinado
2017;Emiratos Árabes Unidos;Masculino;10;16;F001 / F002;SEF + AIMA — combinado
2017;Equador;Feminino;59;187;F001 / F002;SEF + AIMA — combinado
2017;Equador;Masculino;86;184;F001 / F002;SEF + AIMA — combinado
2017;Eritreia;Feminino;12;36;F001 / F002;SEF + AIMA — combinado
2017;Eritreia;Masculino;59;120;F001 / F002;SEF + AIMA — combinado
2017;Eslováquia;Feminino;45;166;F001 / F002;SEF + AIMA — combinado
2017;Eslováquia;Masculino;26;82;F001 / F002;SEF + AIMA — combinado
2017;Eslovénia;Feminino;24;73;F001 / F002;SEF + AIMA — combinado
2017;Eslovénia;Masculino;14;63;F001 / F002;SEF + AIMA — combinado
2017;Espanha;Feminino;1291;6157;F001 / F002;SEF + AIMA — combinado
2017;Espanha;Masculino;1447;6369;F001 / F002;SEF + AIMA — combinado
2017;Essuatíni;Feminino;0;5;F001 / F002;SEF + AIMA — combinado
2017;Essuatíni;Masculino;0;0;F001 / F002;SEF + AIMA — combinado
2017;Estados Unidos da América;Feminino;318;1423;F001 / F002;SEF + AIMA — combinado
2017;Estados Unidos da América;Masculino;296;1465;F001 / F002;SEF + AIMA — combinado
2017;Estónia;Feminino;38;147;F001 / F002;SEF + AIMA — combinado
2017;Estónia;Masculino;14;45;F001 / F002;SEF + AIMA — combinado
2017;Etiópia;Feminino;4;26;F001 / F002;SEF + AIMA — combinado
2017;Etiópia;Masculino;5;22;F001 / F002;SEF + AIMA — combinado
2017;Filipinas;Feminino;60;548;F001 / F002;SEF + AIMA — combinado
2017;Filipinas;Masculino;15;215;F001 / F002;SEF + AIMA — combinado
2017;Finlândia;Feminino;120;553;F001 / F002;SEF + AIMA — combinado
2017;Finlândia;Masculino;89;610;F001 / F002;SEF + AIMA — combinado
2017;França;Feminino;2170;7173;F001 / F002;SEF + AIMA — combinado
2017;França;Masculino;2492;8146;F001 / F002;SEF + AIMA — combinado
2017;Gabão;Feminino;1;11;F001 / F002;SEF + AIMA — combinado
2017;Gabão;Masculino;0;10;F001 / F002;SEF + AIMA — combinado
2017;Gana;Feminino;9;46;F001 / F002;SEF + AIMA — combinado
2017;Gana;Masculino;22;100;F001 / F002;SEF + AIMA — combinado
2017;Geórgia;Feminino;18;252;F001 / F002;SEF + AIMA — combinado
2017;Geórgia;Masculino;14;279;F001 / F002;SEF + AIMA — combinado
2017;Granada;Feminino;0;2;F001 / F002;SEF + AIMA — combinado
2017;Granada;Masculino;0;2;F001 / F002;SEF + AIMA — combinado
2017;Grécia;Feminino;70;211;F001 / F002;SEF + AIMA — combinado
2017;Grécia;Masculino;69;214;F001 / F002;SEF + AIMA — combinado
2017;Guatemala;Feminino;3;27;F001 / F002;SEF + AIMA — combinado
2017;Guatemala;Masculino;2;16;F001 / F002;SEF + AIMA — combinado
2017;Guiana;Feminino;1;4;F001 / F002;SEF + AIMA — combinado
2017;Guiana;Masculino;2;5;F001 / F002;SEF + AIMA — combinado
2017;Guiné;Feminino;67;393;F001 / F002;SEF + AIMA — combinado
2017;Guiné;Masculino;91;882;F001 / F002;SEF + AIMA — combinado
2017;Guiné Equatorial;Feminino;0;31;F001 / F002;SEF + AIMA — combinado
2017;Guiné Equatorial;Masculino;3;31;F001 / F002;SEF + AIMA — combinado
2017;Guiné-Bissau;Feminino;578;7166;F001 / F002;SEF + AIMA — combinado
2017;Guiné-Bissau;Masculino;542;8032;F001 / F002;SEF + AIMA — combinado
2017;Gâmbia;Feminino;8;39;F001 / F002;SEF + AIMA — combinado
2017;Gâmbia;Masculino;12;110;F001 / F002;SEF + AIMA — combinado
2017;Haiti;Feminino;0;2;F001 / F002;SEF + AIMA — combinado
2017;Haiti;Masculino;0;5;F001 / F002;SEF + AIMA — combinado
2017;Honduras;Feminino;7;26;F001 / F002;SEF + AIMA — combinado
2017;Honduras;Masculino;1;10;F001 / F002;SEF + AIMA — combinado
2017;Hong Kong;Feminino;0;9;F001 / F002;SEF + AIMA — combinado
2017;Hong Kong;Masculino;2;4;F001 / F002;SEF + AIMA — combinado
2017;Hungria;Feminino;87;389;F001 / F002;SEF + AIMA — combinado
2017;Hungria;Masculino;56;208;F001 / F002;SEF + AIMA — combinado
2017;Ilhas Cook;Feminino;0;1;F001 / F002;SEF + AIMA — combinado
2017;Ilhas Cook;Masculino;0;0;F001 / F002;SEF + AIMA — combinado
2017;Ilhas Fiji;Feminino;1;5;F001 / F002;SEF + AIMA — combinado
2017;Ilhas Fiji;Masculino;0;2;F001 / F002;SEF + AIMA — combinado
2017;Ilhas Maurícias;Feminino;2;8;F001 / F002;SEF + AIMA — combinado
2017;Ilhas Maurícias;Masculino;2;11;F001 / F002;SEF + AIMA — combinado
2017;Indonésia;Feminino;14;76;F001 / F002;SEF + AIMA — combinado
2017;Indonésia;Masculino;35;106;F001 / F002;SEF + AIMA — combinado
2017;Iraque;Feminino;76;121;F001 / F002;SEF + AIMA — combinado
2017;Iraque;Masculino;96;164;F001 / F002;SEF + AIMA — combinado
2017;Irlanda;Feminino;157;589;F001 / F002;SEF + AIMA — combinado
2017;Irlanda;Masculino;223;748;F001 / F002;SEF + AIMA — combinado
2017;Irão;Feminino;66;322;F001 / F002;SEF + AIMA — combinado
2017;Irão;Masculino;80;377;F001 / F002;SEF + AIMA — combinado
2017;Islândia;Feminino;2;35;F001 / F002;SEF + AIMA — combinado
2017;Islândia;Masculino;9;35;F001 / F002;SEF + AIMA — combinado
2017;Israel;Feminino;32;85;F001 / F002;SEF + AIMA — combinado
2017;Israel;Masculino;20;93;F001 / F002;SEF + AIMA — combinado
2017;Itália;Feminino;2128;5248;F001 / F002;SEF + AIMA — combinado
2017;Itália;Masculino;3139;7677;F001 / F002;SEF + AIMA — combinado
2017;Iémen;Feminino;1;3;F001 / F002;SEF + AIMA — combinado
2017;Iémen;Masculino;4;11;F001 / F002;SEF + AIMA — combinado
2017;Jamaica;Feminino;2;6;F001 / F002;SEF + AIMA — combinado
2017;Jamaica;Masculino;1;7;F001 / F002;SEF + AIMA — combinado
2017;Japão;Feminino;20;265;F001 / F002;SEF + AIMA — combinado
2017;Japão;Masculino;20;185;F001 / F002;SEF + AIMA — combinado
2017;Jordânia;Feminino;58;128;F001 / F002;SEF + AIMA — combinado
2017;Jordânia;Masculino;64;165;F001 / F002;SEF + AIMA — combinado
2017;Kosovo;Feminino;7;21;F001 / F002;SEF + AIMA — combinado
2017;Kosovo;Masculino;9;22;F001 / F002;SEF + AIMA — combinado
2017;Kuwait;Feminino;9;9;F001 / F002;SEF + AIMA — combinado
2017;Kuwait;Masculino;14;20;F001 / F002;SEF + AIMA — combinado
2017;Laos;Feminino;0;5;F001 / F002;SEF + AIMA — combinado
2017;Laos;Masculino;0;6;F001 / F002;SEF + AIMA — combinado
2017;Lesoto;Feminino;0;2;F001 / F002;SEF + AIMA — combinado
2017;Lesoto;Masculino;0;0;F001 / F002;SEF + AIMA — combinado
2017;Letónia;Feminino;48;273;F001 / F002;SEF + AIMA — combinado
2017;Letónia;Masculino;30;118;F001 / F002;SEF + AIMA — combinado
2017;Libéria;Feminino;0;2;F001 / F002;SEF + AIMA — combinado
2017;Libéria;Masculino;0;10;F001 / F002;SEF + AIMA — combinado
2017;Liechtenstein;Feminino;0;4;F001 / F002;SEF + AIMA — combinado
2017;Liechtenstein;Masculino;0;4;F001 / F002;SEF + AIMA — combinado
2017;Lituânia;Feminino;74;449;F001 / F002;SEF + AIMA — combinado
2017;Lituânia;Masculino;33;200;F001 / F002;SEF + AIMA — combinado
2017;Luxemburgo;Feminino;25;88;F001 / F002;SEF + AIMA — combinado
2017;Luxemburgo;Masculino;15;105;F001 / F002;SEF + AIMA — combinado
2017;Líbano;Feminino;64;143;F001 / F002;SEF + AIMA — combinado
2017;Líbano;Masculino;68;182;F001 / F002;SEF + AIMA — combinado
2017;Líbia;Feminino;25;57;F001 / F002;SEF + AIMA — combinado
2017;Líbia;Masculino;31;69;F001 / F002;SEF + AIMA — combinado
2017;Macau;Feminino;0;2;F001 / F002;SEF + AIMA — combinado
2017;Macau;Masculino;0;1;F001 / F002;SEF + AIMA — combinado
2017;Macedónia do Norte;Feminino;5;27;F001 / F002;SEF + AIMA — combinado
2017;Macedónia do Norte;Masculino;4;16;F001 / F002;SEF + AIMA — combinado
2017;Madagáscar;Feminino;1;8;F001 / F002;SEF + AIMA — combinado
2017;Madagáscar;Masculino;0;1;F001 / F002;SEF + AIMA — combinado
2017;Maldivas;Feminino;2;3;F001 / F002;SEF + AIMA — combinado
2017;Maldivas;Masculino;1;3;F001 / F002;SEF + AIMA — combinado
2017;Mali;Feminino;1;9;F001 / F002;SEF + AIMA — combinado
2017;Mali;Masculino;5;40;F001 / F002;SEF + AIMA — combinado
2017;Malta;Feminino;4;19;F001 / F002;SEF + AIMA — combinado
2017;Malta;Masculino;8;23;F001 / F002;SEF + AIMA — combinado
2017;Malásia;Feminino;5;38;F001 / F002;SEF + AIMA — combinado
2017;Malásia;Masculino;4;24;F001 / F002;SEF + AIMA — combinado
2017;Maláui;Feminino;2;15;F001 / F002;SEF + AIMA — combinado
2017;Maláui;Masculino;1;4;F001 / F002;SEF + AIMA — combinado
2017;Marrocos;Feminino;80;769;F001 / F002;SEF + AIMA — combinado
2017;Marrocos;Masculino;63;742;F001 / F002;SEF + AIMA — combinado
2017;Mauritânia;Feminino;0;4;F001 / F002;SEF + AIMA — combinado
2017;Mauritânia;Masculino;3;21;F001 / F002;SEF + AIMA — combinado
2017;Mianmar;Feminino;1;4;F001 / F002;SEF + AIMA — combinado
2017;Mianmar;Masculino;1;6;F001 / F002;SEF + AIMA — combinado
2017;Moldávia;Feminino;162;2877;F001 / F002;SEF + AIMA — combinado
2017;Moldávia;Masculino;94;2333;F001 / F002;SEF + AIMA — combinado
2017;Mongólia;Feminino;0;18;F001 / F002;SEF + AIMA — combinado
2017;Mongólia;Masculino;3;9;F001 / F002;SEF + AIMA — combinado
2017;Montenegro;Feminino;2;5;F001 / F002;SEF + AIMA — combinado
2017;Montenegro;Masculino;2;7;F001 / F002;SEF + AIMA — combinado
2017;Moçambique;Feminino;171;1607;F001 / F002;SEF + AIMA — combinado
2017;Moçambique;Masculino;158;1247;F001 / F002;SEF + AIMA — combinado
2017;México;Feminino;42;304;F001 / F002;SEF + AIMA — combinado
2017;México;Masculino;42;212;F001 / F002;SEF + AIMA — combinado
2017;Namíbia;Feminino;6;14;F001 / F002;SEF + AIMA — combinado
2017;Namíbia;Masculino;2;4;F001 / F002;SEF + AIMA — combinado
2017;Nepal;Feminino;748;2719;F001 / F002;SEF + AIMA — combinado
2017;Nepal;Masculino;998;4718;F001 / F002;SEF + AIMA — combinado
2017;Nicarágua;Feminino;3;13;F001 / F002;SEF + AIMA — combinado
2017;Nicarágua;Masculino;1;3;F001 / F002;SEF + AIMA — combinado
2017;Nigéria;Feminino;27;182;F001 / F002;SEF + AIMA — combinado
2017;Nigéria;Masculino;61;326;F001 / F002;SEF + AIMA — combinado
2017;Noruega;Feminino;83;313;F001 / F002;SEF + AIMA — combinado
2017;Noruega;Masculino;85;367;F001 / F002;SEF + AIMA — combinado
2017;Nova Zelândia;Feminino;7;25;F001 / F002;SEF + AIMA — combinado
2017;Nova Zelândia;Masculino;8;30;F001 / F002;SEF + AIMA — combinado
2017;Níger;Feminino;0;1;F001 / F002;SEF + AIMA — combinado
2017;Níger;Masculino;1;1;F001 / F002;SEF + AIMA — combinado
2017;Omã;Feminino;2;3;F001 / F002;SEF + AIMA — combinado
2017;Omã;Masculino;2;4;F001 / F002;SEF + AIMA — combinado
2017;Palau;Feminino;0;1;F001 / F002;SEF + AIMA — combinado
2017;Palau;Masculino;0;0;F001 / F002;SEF + AIMA — combinado
2017;Palestina;Feminino;2;27;F001 / F002;SEF + AIMA — combinado
2017;Palestina;Masculino;4;35;F001 / F002;SEF + AIMA — combinado
2017;Panamá;Feminino;21;41;F001 / F002;SEF + AIMA — combinado
2017;Panamá;Masculino;16;20;F001 / F002;SEF + AIMA — combinado
2017;Paquistão;Feminino;214;1081;F001 / F002;SEF + AIMA — combinado
2017;Paquistão;Masculino;411;2299;F001 / F002;SEF + AIMA — combinado
2017;Paraguai;Feminino;13;83;F001 / F002;SEF + AIMA — combinado
2017;Paraguai;Masculino;3;35;F001 / F002;SEF + AIMA — combinado
2017;Países Baixos;Feminino;602;3633;F001 / F002;SEF + AIMA — combinado
2017;Países Baixos;Masculino;743;4204;F001 / F002;SEF + AIMA — combinado
2017;Peru;Feminino;25;166;F001 / F002;SEF + AIMA — combinado
2017;Peru;Masculino;12;85;F001 / F002;SEF + AIMA — combinado
2017;Polónia;Feminino;336;1310;F001 / F002;SEF + AIMA — combinado
2017;Polónia;Masculino;162;588;F001 / F002;SEF + AIMA — combinado
2017;Quirguistão;Feminino;3;19;F001 / F002;SEF + AIMA — combinado
2017;Quirguistão;Masculino;2;12;F001 / F002;SEF + AIMA — combinado
2017;Quénia;Feminino;11;50;F001 / F002;SEF + AIMA — combinado
2017;Quénia;Masculino;10;28;F001 / F002;SEF + AIMA — combinado
2017;Reino Unido;Feminino;1650;10495;F001 / F002;SEF + AIMA — combinado
2017;Reino Unido;Masculino;2184;11946;F001 / F002;SEF + AIMA — combinado
2017;República Centro-Africana;Feminino;0;4;F001 / F002;SEF + AIMA — combinado
2017;República Centro-Africana;Masculino;0;5;F001 / F002;SEF + AIMA — combinado
2017;República Checa;Feminino;68;246;F001 / F002;SEF + AIMA — combinado
2017;República Checa;Masculino;54;139;F001 / F002;SEF + AIMA — combinado
2017;República Democrática do Congo;Feminino;16;111;F001 / F002;SEF + AIMA — combinado
2017;República Democrática do Congo;Masculino;9;123;F001 / F002;SEF + AIMA — combinado
2017;República Dominicana;Feminino;9;93;F001 / F002;SEF + AIMA — combinado
2017;República Dominicana;Masculino;17;54;F001 / F002;SEF + AIMA — combinado
2017;Roménia;Feminino;965;13918;F001 / F002;SEF + AIMA — combinado
2017;Roménia;Masculino;1456;16832;F001 / F002;SEF + AIMA — combinado
2017;Ruanda;Feminino;5;26;F001 / F002;SEF + AIMA — combinado
2017;Ruanda;Masculino;0;7;F001 / F002;SEF + AIMA — combinado
2017;Rússia;Feminino;265;2774;F001 / F002;SEF + AIMA — combinado
2017;Rússia;Masculino;156;1490;F001 / F002;SEF + AIMA — combinado
2017;Samoa;Feminino;0;1;F001 / F002;SEF + AIMA — combinado
2017;Samoa;Masculino;0;0;F001 / F002;SEF + AIMA — combinado
2017;Santa Lúcia;Feminino;0;1;F001 / F002;SEF + AIMA — combinado
2017;Santa Lúcia;Masculino;0;0;F001 / F002;SEF + AIMA — combinado
2017;Senegal;Feminino;51;436;F001 / F002;SEF + AIMA — combinado
2017;Senegal;Masculino;62;805;F001 / F002;SEF + AIMA — combinado
2017;Serra Leoa;Feminino;1;22;F001 / F002;SEF + AIMA — combinado
2017;Serra Leoa;Masculino;11;42;F001 / F002;SEF + AIMA — combinado
2017;Seychelles;Feminino;1;3;F001 / F002;SEF + AIMA — combinado
2017;Seychelles;Masculino;3;4;F001 / F002;SEF + AIMA — combinado
2017;Singapura;Feminino;5;24;F001 / F002;SEF + AIMA — combinado
2017;Singapura;Masculino;2;8;F001 / F002;SEF + AIMA — combinado
2017;Somália;Feminino;0;19;F001 / F002;SEF + AIMA — combinado
2017;Somália;Masculino;4;28;F001 / F002;SEF + AIMA — combinado
2017;Sri Lanka;Feminino;6;30;F001 / F002;SEF + AIMA — combinado
2017;Sri Lanka;Masculino;3;42;F001 / F002;SEF + AIMA — combinado
2017;Sudão;Feminino;2;11;F001 / F002;SEF + AIMA — combinado
2017;Sudão;Masculino;6;17;F001 / F002;SEF + AIMA — combinado
2017;Suécia;Feminino;458;1537;F001 / F002;SEF + AIMA — combinado
2017;Suécia;Masculino;575;2027;F001 / F002;SEF + AIMA — combinado
2017;Suíça;Feminino;164;851;F001 / F002;SEF + AIMA — combinado
2017;Suíça;Masculino;221;990;F001 / F002;SEF + AIMA — combinado
2017;São Cristóvão e Nevis;Feminino;4;15;F001 / F002;SEF + AIMA — combinado
2017;São Cristóvão e Nevis;Masculino;5;16;F001 / F002;SEF + AIMA — combinado
2017;São Tomé e Príncipe;Feminino;406;4689;F001 / F002;SEF + AIMA — combinado
2017;São Tomé e Príncipe;Masculino;366;3916;F001 / F002;SEF + AIMA — combinado
2017;Sérvia;Feminino;17;116;F001 / F002;SEF + AIMA — combinado
2017;Sérvia;Masculino;24;89;F001 / F002;SEF + AIMA — combinado
2017;Síria;Feminino;165;318;F001 / F002;SEF + AIMA — combinado
2017;Síria;Masculino;206;398;F001 / F002;SEF + AIMA — combinado
2017;Tailândia;Feminino;111;526;F001 / F002;SEF + AIMA — combinado
2017;Tailândia;Masculino;239;1165;F001 / F002;SEF + AIMA — combinado
2017;Taiwan;Feminino;1;19;F001 / F002;SEF + AIMA — combinado
2017;Taiwan;Masculino;2;13;F001 / F002;SEF + AIMA — combinado
2017;Tajiquistão;Feminino;1;9;F001 / F002;SEF + AIMA — combinado
2017;Tajiquistão;Masculino;1;9;F001 / F002;SEF + AIMA — combinado
2017;Tanzânia;Feminino;1;8;F001 / F002;SEF + AIMA — combinado
2017;Tanzânia;Masculino;3;18;F001 / F002;SEF + AIMA — combinado
2017;Timor-Leste;Feminino;25;80;F001 / F002;SEF + AIMA — combinado
2017;Timor-Leste;Masculino;24;127;F001 / F002;SEF + AIMA — combinado
2017;Togo;Feminino;1;12;F001 / F002;SEF + AIMA — combinado
2017;Togo;Masculino;1;18;F001 / F002;SEF + AIMA — combinado
2017;Trindade e Tobago;Feminino;2;4;F001 / F002;SEF + AIMA — combinado
2017;Trindade e Tobago;Masculino;3;8;F001 / F002;SEF + AIMA — combinado
2017;Tunísia;Feminino;23;95;F001 / F002;SEF + AIMA — combinado
2017;Tunísia;Masculino;28;137;F001 / F002;SEF + AIMA — combinado
2017;Turquemenistão;Feminino;0;4;F001 / F002;SEF + AIMA — combinado
2017;Turquemenistão;Masculino;0;3;F001 / F002;SEF + AIMA — combinado
2017;Turquia;Feminino;100;355;F001 / F002;SEF + AIMA — combinado
2017;Turquia;Masculino;94;388;F001 / F002;SEF + AIMA — combinado
2017;Ucrânia;Feminino;698;16923;F001 / F002;SEF + AIMA — combinado
2017;Ucrânia;Masculino;549;15530;F001 / F002;SEF + AIMA — combinado
2017;Uganda;Feminino;4;12;F001 / F002;SEF + AIMA — combinado
2017;Uganda;Masculino;1;14;F001 / F002;SEF + AIMA — combinado
2017;Uruguai;Feminino;9;64;F001 / F002;SEF + AIMA — combinado
2017;Uruguai;Masculino;12;69;F001 / F002;SEF + AIMA — combinado
2017;Uzbequistão;Feminino;33;443;F001 / F002;SEF + AIMA — combinado
2017;Uzbequistão;Masculino;41;574;F001 / F002;SEF + AIMA — combinado
2017;Vanuatu;Feminino;0;1;F001 / F002;SEF + AIMA — combinado
2017;Vanuatu;Masculino;0;0;F001 / F002;SEF + AIMA — combinado
2017;Venezuela;Feminino;574;1888;F001 / F002;SEF + AIMA — combinado
2017;Venezuela;Masculino;350;1216;F001 / F002;SEF + AIMA — combinado
2017;Vietname;Feminino;54;101;F001 / F002;SEF + AIMA — combinado
2017;Vietname;Masculino;58;93;F001 / F002;SEF + AIMA — combinado
2017;Zimbabwe;Feminino;8;28;F001 / F002;SEF + AIMA — combinado
2017;Zimbabwe;Masculino;9;24;F001 / F002;SEF + AIMA — combinado
2017;Zâmbia;Feminino;1;6;F001 / F002;SEF + AIMA — combinado
2017;Zâmbia;Masculino;1;3;F001 / F002;SEF + AIMA — combinado
2017;África do Sul;Feminino;188;540;F001 / F002;SEF + AIMA — combinado
2017;África do Sul;Masculino;199;480;F001 / F002;SEF + AIMA — combinado
2017;Áustria;Feminino;126;460;F001 / F002;SEF + AIMA — combinado
2017;Áustria;Masculino;115;495;F001 / F002;SEF + AIMA — combinado
2017;Índia;Feminino;592;2500;F001 / F002;SEF + AIMA — combinado
2017;Índia;Masculino;1209;5490;F001 / F002;SEF + AIMA — combinado
2018;Afeganistão;Feminino;1;19;F001 / F002;SEF + AIMA — combinado
2018;Afeganistão;Masculino;4;41;F001 / F002;SEF + AIMA — combinado
2018;Albânia;Feminino;6;36;F001 / F002;SEF + AIMA — combinado
2018;Albânia;Masculino;9;49;F001 / F002;SEF + AIMA — combinado
2018;Alemanha;Feminino;1109;6127;F001 / F002;SEF + AIMA — combinado
2018;Alemanha;Masculino;1360;6690;F001 / F002;SEF + AIMA — combinado
2018;Andorra;Feminino;2;5;F001 / F002;SEF + AIMA — combinado
2018;Andorra;Masculino;3;11;F001 / F002;SEF + AIMA — combinado
2018;Angola;Feminino;1523;10090;F001 / F002;SEF + AIMA — combinado
2018;Angola;Masculino;1354;8292;F001 / F002;SEF + AIMA — combinado
2018;Antígua e Barbuda;Feminino;2;2;F001 / F002;SEF + AIMA — combinado
2018;Antígua e Barbuda;Masculino;3;3;F001 / F002;SEF + AIMA — combinado
2018;Apátrida;Feminino;1;11;F001 / F002;SEF + AIMA — combinado
2018;Apátrida;Masculino;1;19;F001 / F002;SEF + AIMA — combinado
2018;Argentina;Feminino;35;257;F001 / F002;SEF + AIMA — combinado
2018;Argentina;Masculino;47;229;F001 / F002;SEF + AIMA — combinado
2018;Argélia;Feminino;24;143;F001 / F002;SEF + AIMA — combinado
2018;Argélia;Masculino;48;196;F001 / F002;SEF + AIMA — combinado
2018;Arménia;Feminino;5;46;F001 / F002;SEF + AIMA — combinado
2018;Arménia;Masculino;3;32;F001 / F002;SEF + AIMA — combinado
2018;Arábia Saudita;Feminino;19;81;F001 / F002;SEF + AIMA — combinado
2018;Arábia Saudita;Masculino;21;84;F001 / F002;SEF + AIMA — combinado
2018;Austrália;Feminino;33;185;F001 / F002;SEF + AIMA — combinado
2018;Austrália;Masculino;39;187;F001 / F002;SEF + AIMA — combinado
2018;Azerbaijão;Feminino;7;28;F001 / F002;SEF + AIMA — combinado
2018;Azerbaijão;Masculino;4;19;F001 / F002;SEF + AIMA — combinado
2018;Bahamas;Feminino;1;1;F001 / F002;SEF + AIMA — combinado
2018;Bahamas;Masculino;0;0;F001 / F002;SEF + AIMA — combinado
2018;Bahrein;Feminino;0;6;F001 / F002;SEF + AIMA — combinado
2018;Bahrein;Masculino;4;7;F001 / F002;SEF + AIMA — combinado
