DATAFLOW,LAST UPDATE,freq,citizen,agedef,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Austria,2013,101866,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Austria,2014,116262,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Austria,2015,166323,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Austria,2016,129509,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Austria,2017,111801,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Austria,2018,105633,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Austria,2019,109167,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Austria,2020,103565,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Austria,2021,118511,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Austria,2022,201622,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Austria,2023,147591,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Austria,2024,128805,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Belgium,2013,120078,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Belgium,2014,123158,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Belgium,2015,146626,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Belgium,2016,123702,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Belgium,2017,126703,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Belgium,2018,137860,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Belgium,2019,150006,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Belgium,2020,118683,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Belgium,2021,139743,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Belgium,2022,208356,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Belgium,2023,169609,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Belgium,2024,162926,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Bulgaria,2013,18570,p,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Bulgaria,2014,26615,p,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Bulgaria,2015,25223,p,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Bulgaria,2016,21241,p,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Bulgaria,2017,25597,p,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Bulgaria,2018,29559,p,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Bulgaria,2019,37929,p,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Bulgaria,2020,37364,p,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Bulgaria,2021,39461,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Bulgaria,2022,40619,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Bulgaria,2023,56807,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Bulgaria,2024,52189,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2013,160157,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2014,156282,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2015,153627,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2016,149305,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2017,143377,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2018,144857,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2019,145129,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2020,138778,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2021,144907,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2022,167079,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2023,263081,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2024,212578,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Cyprus,2013,13666,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Cyprus,2014,13003,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Cyprus,2015,15364,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Cyprus,2016,18590,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Cyprus,2017,22458,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Cyprus,2018,25740,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Cyprus,2019,27553,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Cyprus,2020,22850,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Cyprus,2021,25473,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Cyprus,2022,37558,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Cyprus,2023,40761,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Cyprus,2024,40471,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Czechia,2013,30124,b,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Czechia,2014,29897,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Czechia,2015,29602,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Czechia,2016,64083,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Czechia,2017,51847,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Czechia,2018,65910,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Czechia,2019,105888,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Czechia,2020,63095,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Czechia,2021,69360,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Czechia,2022,347429,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Czechia,2023,142149,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Czechia,2024,123910,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Germany,2013,692713,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Germany,2014,898840,e,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Germany,2015,1595865,e,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Germany,2016,1042484,e,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Germany,2017,900291,e,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Germany,2018,855708,e,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Germany,2019,834338,e,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Germany,2020,666639,e,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Germany,2021,801361,e,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Germany,2022,1977121,e,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Germany,2023,1303251,e,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Germany,2024,1078504,e,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Denmark,2013,60312,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Denmark,2014,68388,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Denmark,2015,78492,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Denmark,2016,74383,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Denmark,2017,68579,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Denmark,2018,64669,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Denmark,2019,61384,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Denmark,2020,57230,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Denmark,2021,63489,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Denmark,2022,121183,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Denmark,2023,98344,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Denmark,2024,101724,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Estonia,2013,4109,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Estonia,2014,3904,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Estonia,2015,15413,b,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Estonia,2016,14822,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Estonia,2017,17616,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Estonia,2018,17547,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Estonia,2019,18259,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Estonia,2020,16209,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Estonia,2021,19524,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Estonia,2022,49414,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Estonia,2023,26399,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Estonia,2024,18634,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Greece,2013,57946,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Greece,2014,59013,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Greece,2015,64446,b,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Greece,2016,116867,b,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Greece,2017,112247,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Greece,2018,119489,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Greece,2019,129459,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Greece,2020,84221,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Greece,2021,57120,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Greece,2022,95374,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Greece,2023,116591,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Greece,2024,132149,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Spain,2013,280772,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Spain,2014,305454,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Spain,2015,342114,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Spain,2016,414746,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Spain,2017,532132,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Spain,2018,643684,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Spain,2019,750480,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Spain,2020,467918,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Spain,2021,887960,b,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Spain,2022,1258894,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Spain,2023,1250991,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Spain,2024,1288562,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,European Union - 27 countries (from 2020),2013,2901962,bep,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,European Union - 27 countries (from 2020),2014,3187841,ep,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,European Union - 27 countries (from 2020),2015,4097244,bep,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,European Union - 27 countries (from 2020),2016,3735536,bep,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,European Union - 27 countries (from 2020),2017,3766413,ep,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,European Union - 27 countries (from 2020),2018,3936055,ep,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,European Union - 27 countries (from 2020),2019,4206293,bep,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,European Union - 27 countries (from 2020),2020,3279673,ep,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,European Union - 27 countries (from 2020),2021,4132213,bep,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,European Union - 27 countries (from 2020),2022,6997284,ep,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,European Union - 27 countries (from 2020),2023,6011360,ep,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,European Union - 27 countries (from 2020),2024,5684984,ip,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Finland,2013,31941,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Finland,2014,31507,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Finland,2015,28746,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Finland,2016,34905,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Finland,2017,31797,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Finland,2018,31106,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Finland,2019,32758,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Finland,2020,32898,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Finland,2021,36364,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Finland,2022,49998,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Finland,2023,73236,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Finland,2024,63965,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,France,2013,338752,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,France,2014,340383,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,France,2015,364221,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,France,2016,377709,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,France,2017,369621,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,France,2018,387160,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,France,2019,385596,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,France,2020,331137,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,France,2021,388513,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,France,2022,490655,p,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,France,2023,467548,p,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,France,2024,438626,p,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Croatia,2013,10378,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Croatia,2014,10638,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Croatia,2015,11706,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Croatia,2016,13985,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Croatia,2017,15553,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Croatia,2018,26029,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Croatia,2019,37726,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Croatia,2020,33414,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Croatia,2021,35912,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Croatia,2022,57972,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Croatia,2023,69396,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Croatia,2024,70391,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Hungary,2013,38968,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Hungary,2014,54581,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Hungary,2015,58344,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Hungary,2016,53618,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Hungary,2017,68070,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Hungary,2018,82937,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Hungary,2019,88581,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Hungary,2020,75470,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Hungary,2021,80471,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Hungary,2022,94148,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Hungary,2023,96192,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Hungary,2024,88418,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Ireland,2013,65539,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Ireland,2014,73519,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Ireland,2015,80792,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Ireland,2016,93378,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Ireland,2017,84743,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Ireland,2018,105699,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Ireland,2019,96321,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Ireland,2020,81918,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Ireland,2021,83770,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Ireland,2022,157537,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Ireland,2023,135617,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Ireland,2024,127664,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2013,6406,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2014,5368,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2015,5635,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2016,8710,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2017,12116,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2018,11830,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2019,9872,,
ESTAT:TPS00176(1.0),29/05/26 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2020,8544,,
