Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Código territorial;Nível territorial;Designação;Sujeitos Passivos;Rendimento bruto declarado;Rendimento bruto deduzido do IRS liquidado ;Rendimento bruto declarado médio por sujeito passivo;Percentis do rendimento bruto declarado;;;;;;;;;;;Percentis do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;;;Coeficiente de Gini do rendimento bruto declarado deduzido do IRS liquidado;Desigualdade na distribuição do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;
;;;;;;;10;20;25;30;40;50;60;70;75;80;90;10;20;25;30;40;50;60;70;75;80;90;;P80/P20;P90/P10;;;;;;;;
;;;Nº;Milhares €;;€;;;;;;;;;;;;€;€;€;€;€;€;€;€;€;€;€;;Nº;Nº;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;;;;;;;;
11E;NUTS 3;   Terras de Trás-os-Montes;74 389;861 835;772 969;11 586;3 134;4 823;5 412;6 066;7 526;8 916;10 364;12 442;13 923;16 105;23 504;3 094;4 792;5 377;6 000;7 421;8 889;9 948;11 674;12 935;14 628;20 095;36,9;3,1;6,5;;;;;;;;
0401;Município;Alfândega da Fé;3 117;30 718;28 102;9 855;2 983;4 488;4 818;5 336;6 253;7 495;8 890;10 543;11 867;13 364;19 548;2 982;4 465;4 805;5 272;6 199;7 421;8 834;10 140;11 193;12 507;17 140;36,2;2,8;5,7;;;;;;;;
0402;Município;Bragança;23 718;327 982;288 099;13 828;3 880;5 756;6 587;7 511;9 004;10 517;12 334;15 204;17 101;19 752;27 980;3 833;5 706;6 500;7 427;8 913;10 119;11 622;13 919;15 356;17 267;23 120;35,9;3,0;6,0;;;;;;;;
0405;Município;Macedo de Cavaleiros;9 644;99 494;90 346;10 317;2 579;4 391;4 792;5 231;6 405;7 846;9 101;10 938;12 117;14 007;21 362;2 534;4 369;4 766;5 204;6 357;7 737;9 010;10 376;11 395;12 936;18 707;38,5;3,0;7,4;;;;;;;;
0406;Município;Miranda do Douro;4 808;54 551;49 014;11 346;3 423;5 224;5 817;6 368;7 825;9 004;10 269;12 195;13 592;15 365;21 540;3 377;5 189;5 712;6 273;7 702;8 890;9 848;11 363;12 599;14 021;18 568;34,7;2,7;5,5;;;;;;;;
0407;Município;Mirandela;14 629;167 293;150 761;11 436;3 137;4 792;5 369;6 053;7 533;8 928;10 353;12 375;13 799;15 948;23 175;3 105;4 767;5 327;5 998;7 414;8 890;9 965;11 641;12 812;14 530;19 917;36,6;3,0;6,4;;;;;;;;
0408;Município;Mogadouro;5 977;62 619;56 690;10 477;2 882;4 560;5 049;5 549;6 766;8 268;9 385;11 276;12 411;14 004;20 522;2 832;4 541;4 976;5 516;6 716;8 173;9 214;10 616;11 660;12 984;17 928;36,9;2,9;6,3;;;;;;;;
0410;Município;Vila Flor;4 003;38 900;35 720;9 718;2 850;4 440;4 818;5 264;6 253;7 607;8 890;10 459;11 619;13 209;17 833;2 843;4 428;4 792;5 235;6 210;7 494;8 820;10 059;11 012;12 294;15 938;36,6;2,8;5,6;;;;;;;;
0411;Município;Vimioso;2 933;28 706;26 304;9 787;2 772;4 496;4 948;5 519;6 680;8 132;9 127;10 795;11 838;13 244;18 345;2 752;4 466;4 931;5 433;6 613;8 036;9 059;10 261;11 113;12 179;16 058;34,9;2,7;5,8;;;;;;;;
0412;Município;Vinhais;5 560;51 572;47 933;9 276;2 910;4 515;4 895;5 313;6 260;7 447;8 902;10 203;11 215;12 457;17 558;2 882;4 498;4 871;5 279;6 229;7 368;8 840;9 812;10 614;11 701;15 889;34,3;2,6;5,5;;;;;;;;
16;NUTS 2;  Centro;1 593 265;20 239 571;18 053 470;12 703;4 275;5 859;6 608;7 352;8 758;9 829;11 407;13 525;15 002;16 955;24 276;4 251;5 808;6 543;7 264;8 640;9 493;10 882;12 624;13 783;15 260;20 593;33,8;2,6;4,8;;;;;;;;
16B;NUTS 3;   Oeste;261 238;3 249 499;2 909 446;12 439;4 098;5 765;6 527;7 275;8 637;9 674;11 231;13 287;14 719;16 632;23 677;4 069;5 710;6 460;7 187;8 528;9 340;10 729;12 454;13 588;15 026;20 164;33,8;2,6;5,0;;;;;;;;
1001;Município;Alcobaça;39 455;467 158;424 182;11 840;4 464;6 055;6 810;7 489;8 732;9 660;11 037;12 712;13 823;15 320;21 352;4 445;6 014;6 756;7 416;8 615;9 328;10 567;11 975;12 898;14 028;18 429;30,9;2,3;4,1;;;;;;;;
1101;Município;Alenquer;31 707;407 253;365 085;12 844;4 500;6 253;7 118;7 888;9 102;10 433;12 005;14 075;15 447;17 178;23 633;4 490;6 196;7 042;7 768;9 006;10 024;11 387;13 090;14 200;15 453;20 130;31,7;2,5;4,5;;;;;;;;
1102;Município;Arruda dos Vinhos;10 100;154 192;134 055;15 267;4 877;6 774;7 620;8 497;9 673;11 310;13 553;16 547;18 669;21 317;29 570;4 813;6 678;7 531;8 332;9 332;10 766;12 684;14 965;16 532;18 527;24 319;34,9;2,8;5,1;;;;;;;;
1005;Município;Bombarral;8 804;100 934;91 279;11 465;3 744;5 266;5 910;6 595;7 888;9 047;10 468;12 336;13 591;15 290;21 712;3 714;5 208;5 859;6 532;7 776;8 971;10 050;11 617;12 707;14 075;18 859;34,1;2,7;5,1;;;;;;;;
1104;Município;Cadaval;9 191;104 186;94 505;11 336;3 810;5 303;6 021;6 716;8 008;9 100;10 484;12 461;13 770;15 303;20 782;3 779;5 267;5 959;6 662;7 900;9 024;10 119;11 730;12 785;13 929;18 111;33,1;2,6;4,8;;;;;;;;
1006;Município;Caldas da Rainha;36 791;469 816;418 314;12 770;3 766;5 607;6 390;7 154;8 577;9 608;11 234;13 464;15 055;17 219;25 212;3 728;5 562;6 331;7 069;8 478;9 324;10 745;12 638;13 860;15 541;21 317;35,7;2,8;5,7;;;;;;;;
1108;Município;Lourinhã;18 720;221 718;199 162;11 844;3 528;5 318;5 984;6 635;8 038;9 146;10 675;12 764;14 128;15 982;22 937;3 501;5 270;5 935;6 587;7 921;9 070;10 227;12 043;13 115;14 517;19 699;35,0;2,8;5,6;;;;;;;;
1011;Município;Nazaré;11 085;123 991;112 574;11 186;3 630;5 398;6 066;6 792;8 021;9 103;10 400;12 055;13 196;14 643;20 683;3 600;5 355;6 002;6 722;7 868;8 984;10 026;11 396;12 365;13 544;18 036;33,0;2,5;5,0;;;;;;;;
1012;Município;Óbidos;8 402;102 870;91 887;12 243;3 684;5 348;6 165;6 881;8 204;9 265;10 752;12 712;14 245;16 292;23 643;3 653;5 325;6 080;6 788;8 096;9 148;10 331;11 988;13 095;14 856;20 147;35,7;2,8;5,5;;;;;;;;
1014;Município;Peniche;19 233;226 241;204 667;11 763;4 001;5 635;6 329;7 068;8 404;9 284;10 715;12 600;13 918;15 764;22 286;3 966;5 585;6 276;7 003;8 273;9 166;10 266;11 883;12 946;14 304;19 169;32,9;2,6;4,8;;;;;;;;
1112;Município;Sobral de Monte Agraço;7 446;97 667;86 807;13 117;4 391;6 076;6 891;7 638;8 890;10 124;11 695;14 302;15 862;17 849;25 484;4 381;6 033;6 814;7 576;8 875;9 784;11 180;13 192;14 352;15 814;21 440;33,7;2,6;4,9;;;;;;;;
1113;Município;Torres Vedras;60 304;773 473;686 929;12 826;4 127;5 753;6 553;7 272;8 677;9 732;11 379;13 600;15 197;17 327;24 769;4 098;5 701;6 480;7 184;8 572;9 381;10 840;12 690;13 926;15 538;20 925;34,6;2,7;5,1;;;;;;;;
16D;NUTS 3;   Região de Aveiro;266 139;3 450 298;3 067 525;12 964;4 255;5 912;6 713;7 491;8 880;10 073;11 638;13 734;15 211;17 178;24 725;4 229;5 859;6 647;7 396;8 773;9 710;11 080;12 789;13 964;15 446;20 928;34,0;2,6;4,9;;;;;;;;
0101;Município;Águeda;34 476;418 193;378 266;12 130;4 495;6 000;6 716;7 427;8 726;9 657;10 977;12 681;13 870;15 430;21 697;4 470;5 959;6 668;7 344;8 630;9 344;10 573;11 988;12 965;14 226;18 734;32,0;2,4;4,2;;;;;;;;
0102;Município;Albergaria-a-Velha;18 151;213 996;194 917;11 790;4 391;5 955;6 655;7 364;8 758;9 780;11 193;13 005;14 119;15 547;20 964;4 387;5 883;6 596;7 267;8 615;9 437;10 744;12 252;13 157;14 209;18 278;31,0;2,4;4,2;;;;;;;;
0103;Município;Anadia;20 330;247 338;220 380;12 166;4 096;5 521;6 142;6 772;8 200;9 285;10 700;12 508;13 860;15 469;21 998;4 064;5 490;6 098;6 713;8 104;9 189;10 249;11 834;12 903;14 151;18 950;34,8;2,6;4,7;;;;;;;;
0105;Município;Aveiro;58 573;919 590;791 135;15 700;4 683;6 781;7 680;8 593;9 981;11 720;13 820;16 952;19 203;22 099;31 518;4 644;6 691;7 597;8 448;9 628;11 121;12 824;15 246;16 869;19 000;25 416;35,2;2,8;5,5;;;;;;;;
0108;Município;Estarreja;19 167;229 614;207 431;11 980;4 057;5 650;6 440;7 208;8 669;9 924;11 407;13 248;14 464;15 939;21 869;4 016;5 596;6 362;7 112;8 557;9 557;10 862;12 401;13 362;14 543;18 802;32,4;2,6;4,7;;;;;;;;
0110;Município;Ílhavo;28 095;384 828;339 302;13 697;4 186;6 176;7 015;7 828;9 149;10 608;12 293;14 689;16 384;18 634;26 782;4 129;6 111;6 951;7 727;9 031;10 174;11 591;13 521;14 828;16 518;22 334;34,5;2,7;5,4;;;;;;;;
0112;Município;Murtosa;6 809;76 007;68 588;11 163;2 505;4 591;5 325;6 066;7 747;9 105;10 507;12 301;13 748;15 429;22 208;2 496;4 560;5 250;5 986;7 620;9 000;10 118;11 654;12 803;14 133;18 963;36,6;3,1;7,6;;;;;;;;
0114;Município;Oliveira do Bairro;16 244;189 289;172 773;11 653;4 217;5 722;6 497;7 276;8 703;9 732;11 067;12 689;13 871;15 447;21 257;4 196;5 672;6 440;7 212;8 615;9 419;10 615;12 080;12 963;14 180;18 444;31,3;2,5;4,4;;;;;;;;
0115;Município;Ovar;40 423;506 072;453 426;12 519;4 168;5 881;6 672;7 410;8 608;9 769;11 248;13 246;14 664;16 545;23 930;4 145;5 859;6 612;7 327;8 517;9 451;10 770;12 415;13 552;14 958;20 370;33,6;2,6;4,9;;;;;;;;
0117;Município;Sever do Vouga;8 247;91 292;83 547;11 070;4 035;5 512;6 088;6 709;8 065;9 134;10 579;12 250;13 290;14 742;20 108;4 005;5 472;6 029;6 660;7 937;9 071;10 184;11 617;12 414;13 588;17 452;31,2;2,5;4,4;;;;;;;;
0118;Município;Vagos;15 624;174 078;157 761;11 142;3 594;5 125;5 780;6 539;7 983;9 091;10 398;11 963;13 055;14 511;19 941;3 562;5 066;5 736;6 482;7 875;8 984;9 988;11 348;12 222;13 383;17 346;33,4;2,6;4,9;;;;;;;;
16E;NUTS 3;   Região de Coimbra;315 826;4 367 600;3 832 216;13 829;4 461;6 090;6 873;7 648;8 997;10 311;12 044;14 520;16 295;18 684;27 336;4 445;6 035;6 811;7 567;8 895;9 916;11 409;13 398;14 756;16 521;22 622;35,0;2,7;5,1;;;;;;;;
0601;Município;Arganil;7 715;78 099;72 713;10 123;3 910;5 325;5 884;6 472;7 697;8 815;9 498;10 839;11 776;13 158;17 779;3 879;5 299;5 859;6 437;7 620;8 726;9 318;10 416;11 205;12 400;15 895;30,7;2,3;4,1;;;;;;;;
0602;Município;Cantanhede;24 421;279 100;252 368;11 429;3 573;5 169;5 788;6 479;7 984;9 216;10 668;12 556;13 903;15 600;21 683;3 538;5 132;5 755;6 440;7 862;9 089;10 196;11 842;12 900;14 210;18 688;34,0;2,8;5,3;;;;;;;;
0603;Município;Coimbra;102 865;1 817 716;1 528 579;17 671;5 148;7 196;8 133;8 890;10 405;12 333;15 033;19 144;22 123;25 698;37 163;5 112;7 110;8 018;8 834;10 002;11 639;13 768;16 818;18 955;21 475;28 910;36,6;3,0;5,7;;;;;;;;
0604;Município;Condeixa-a-Nova;11 778;164 030;145 848;13 927;4 836;6 723;7 521;8 297;9 631;11 164;13 032;15 589;17 317;19 594;26 339;4 808;6 637;7 437;8 182;9 315;10 710;12 230;14 267;15 615;17 229;22 159;31,8;2,6;4,6;;;;;;;;
0605;Município;Figueira da Foz;43 224;602 877;530 463;13 948;4 445;6 281;7 110;7 897;9 223;10 778;12 576;15 186;16 939;19 270;27 358;4 436;6 240;7 016;7 764;9 100;10 331;11 842;13 828;15 165;16 948;22 663;34,2;2,7;5,1;;;;;;;;
0606;Município;Góis;2 720;27 925;25 936;10 266;3 995;5 325;6 031;6 602;7 786;8 837;9 693;11 251;12 290;13 423;17 991;3 995;5 305;6 022;6 599;7 644;8 744;9 388;10 758;11 596;12 524;15 882;30,1;2,4;4,0;;;;;;;;
0607;Município;Lousã;11 861;144 976;131 036;12 223;4 421;6 072;6 854;7 629;8 957;9 991;11 446;13 331;14 767;16 620;22 503;4 394;6 029;6 796;7 559;8 890;9 645;10 947;12 441;13 591;14 958;19 299;31,4;2,5;4,4;;;;;;;;
0111;Município;Mealhada;14 336;178 301;161 099;12 437;4 445;6 050;6 794;7 529;8 911;10 140;11 696;13 654;14 932;16 775;23 019;4 445;5 989;6 735;7 426;8 843;9 786;11 163;12 782;13 803;15 159;19 743;31,9;2,5;4,4;;;;;;;;
0608;Município;Mira;8 399;96 995;87 238;11 548;3 337;5 125;5 750;6 377;7 857;9 059;10 494;12 554;13 886;15 810;22 678;3 313;5 097;5 703;6 323;7 718;8 979;10 073;11 802;12 898;14 342;19 419;35,1;2,8;5,9;;;;;;;;
0609;Município;Miranda do Corvo;8 540;95 126;87 166;11 139;4 268;5 642;6 314;6 970;8 365;9 348;10 703;12 343;13 483;14 881;19 389;4 260;5 593;6 272;6 881;8 240;9 240;10 304;11 639;12 630;13 672;17 057;30,4;2,4;4,0;;;;;;;;
0610;Município;Montemor-o-Velho;17 933;217 690;197 391;12 139;4 684;6 121;6 864;7 560;8 890;10 095;11 633;13 571;14 840;16 448;21 920;4 663;6 066;6 805;7 455;8 784;9 707;11 029;12 624;13 667;14 834;18 831;30,1;2,4;4,0;;;;;;;;
1808;Município;Mortágua;6 515;71 540;65 480;10 981;3 951;5 335;5 916;6 551;7 988;9 080;10 270;11 717;12 799;14 156;19 995;3 918;5 260;5 858;6 487;7 880;8 979;9 879;11 189;12 038;13 179;17 529;32,5;2,5;4,5;;;;;;;;
0611;Município;Oliveira do Hospital;13 685;139 818;129 803;10 217;4 128;5 307;5 886;6 475;7 776;8 847;9 544;10 891;11 779;13 149;18 122;4 116;5 271;5 859;6 436;7 670;8 785;9 315;10 504;11 281;12 387;16 020;30,1;2,4;3,9;;;;;;;;
0612;Município;Pampilhosa da Serra;2 531;25 870;24 142;10 221;4 539;5 723;6 372;6 994;8 079;9 010;9 717;11 147;11 952;13 132;17 427;4 536;5 680;6 273;6 907;8 011;8 890;9 378;10 640;11 305;12 239;15 569;26,9;2,2;3,4;;;;;;;;
0613;Município;Penacova;9 913;100 219;92 909;10 110;3 766;5 150;5 702;6 316;7 514;8 887;9 915;11 486;12 421;13 631;17 551;3 758;5 097;5 652;6 263;7 356;8 751;9 575;10 916;11 697;12 658;15 669;30,5;2,5;4,2;;;;;;;;
0614;Município;Penela;3 868;41 962;38 387;10 848;4 083;5 344;5 974;6 592;7 843;9 020;10 138;11 715;12 794;14 078;19 152;4 071;5 325;5 892;6 503;7 784;8 967;9 745;11 155;11 974;12 951;16 842;31,3;2,4;4,1;;;;;;;;
0615;Município;Soure;12 749;151 774;138 273;11 905;4 743;6 245;6 990;7 656;8 954;10 120;11 560;13 345;14 454;15 831;21 228;4 712;6 160;6 875;7 546;8 870;9 736;10 952;12 424;13 300;14 426;18 383;29,1;2,3;3,9;;;;;;;;
0616;Município;Tábua;7 827;80 946;74 841;10 342;3 732;5 099;5 607;6 220;7 394;8 652;9 285;10 485;11 499;12 791;17 191;3 710;5 086;5 567;6 192;7 319;8 572;9 211;10 135;10 952;12 041;15 526;33,7;2,4;4,2;;;;;;;;
0617;Município;Vila Nova de Poiares;4 946;52 637;48 542;10 642;3 728;5 358;6 034;6 658;8 098;9 110;10 311;11 916;12 815;14 075;19 226;3 703;5 325;5 983;6 610;8 009;9 044;9 894;11 340;12 112;13 115;16 907;31,1;2,5;4,6;;;;;;;;
16F;NUTS 3;   Região de Leiria;207 495;2 658 020;2 378 598;12 810;4 474;6 233;7 007;7 735;9 000;10 285;11 875;13 975;15 339;17 100;23 551;4 450;6 166;6 927;7 620;8 897;9 891;11 272;12 966;14 052;15 372;20 076;32,1;2,5;4,5;;;;;;;;
1002;Município;Alvaiázere;4 204;42 521;39 277;10 114;3 792;5 204;5 799;6 393;7 544;8 617;9 473;11 010;11 897;13 081;18 028;3 740;5 175;5 784;6 365;7 474;8 524;9 311;10 470;11 171;12 188;15 841;30,9;2,4;4,2;;;;;;;;
1003;Município;Ansião;8 084;86 773;79 875;10 734;4 198;5 385;5 963;6 621;7 847;8 950;10 125;11 858;12 880;14 288;19 110;4 161;5 359;5 944;6 596;7 759;8 890;9 726;11 205;12 206;13 205;16 880;30,9;2,5;4,1;;;;;;;;
1004;Município;Batalha;11 468;141 284;127 968;12 320;4 591;6 309;7 100;7 797;8 967;10 220;11 687;13 486;14 795;16 360;22 195;4 582;6 252;7 005;7 681;8 890;9 835;11 161;12 641;13 614;14 905;19 032;30,5;2,4;4,2;;;;;;;;
1007;Município;Castanheira de Pêra;1 988;19 856;18 461;9 988;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
1008;Município;Figueiró dos Vinhos;3 812;39 755;36 527;10 429;3 810;5 194;5 659;6 253;7 470;8 721;9 577;11 288;12 547;14 091;19 349;3 810;5 158;5 631;6 222;7 409;8 644;9 318;10 694;11 762;12 982;16 903;32,1;2,5;4,4;;;;;;;;
1009;Município;Leiria;93 574;1 305 235;1 151 461;13 949;4 666;6 629;7 462;8 242;9 456;11 001;12 727;15 084;16 610;18 698;26 178;4 640;6 552;7 361;8 108;9 308;10 510;11 982;13 849;15 000;16 572;21 960;32,9;2,5;4,7;;;;;;;;
1010;Município;Marinha Grande;29 408;394 174;351 599;13 404;4 805;6 887;7 644;8 382;9 588;11 068;12 743;14 907;16 322;17 996;23 972;4 792;6 806;7 550;8 255;9 315;10 563;11 955;13 710;14 766;15 998;20 311;30,7;2,4;4,2;;;;;;;;
1013;Município;Pedrógão Grande;2 503;24 508;22 722;9 792;3 462;4 954;5 494;6 046;7 293;8 402;9 171;10 890;11 800;13 253;18 350;3 462;4 947;5 471;5 938;7 203;8 274;9 087;10 299;11 199;12 320;16 072;31,7;2,5;4,6;;;;;;;;
1015;Município;Pombal;35 835;408 244;372 334;11 392;4 011;5 722;6 405;7 116;8 538;9 571;10 951;12 627;13 800;15 220;20 248;3 994;5 642;6 327;7 017;8 396;9 319;10 502;11 921;12 841;13 980;17 651;31,2;2,5;4,4;;;;;;;;
1016;Município;Porto de Mós;16 619;195 671;178 375;11 774;4 543;6 072;6 802;7 453;8 764;9 680;11 092;12 900;14 111;15 528;21 094;4 519;6 016;6 732;7 372;8 633;9 364;10 641;12 161;13 079;14 231;18 266;30,3;2,4;4,0;;;;;;;;
16G;NUTS 3;   Viseu Dão Lafões;171 434;2 061 014;1 851 256;12 022;3 939;5 363;6 060;6 793;8 308;9 363;10 803;12 736;14 140;16 007;23 339;3 917;5 325;6 001;6 721;8 191;9 231;10 365;11 984;13 122;14 570;19 943;34,5;2,7;5,1;;;;;;;;
0901;Município;Aguiar da Beira;3 292;32 541;30 105;9 885;3 416;4 824;5 326;5 995;7 281;8 494;9 257;10 599;11 574;12 779;17 663;3 402;4 792;5 282;5 957;7 198;8 378;9 152;10 131;10 992;11 902;15 674;32,6;2,5;4,6;;;;;;;;
1802;Município;Carregal do Sal;5 900;62 938;57 876;10 667;3 810;5 295;5 871;6 675;8 088;9 009;9 929;11 521;12 579;13 888;19 694;3 790;5 230;5 847;6 631;7 911;8 932;9 597;10 982;11 851;12 880;17 225;31,4;2,5;4,5;;;;;;;;
1803;Município;Castro Daire;8 865;80 353;74 757;9 064;2 908;4 467;4 870;5 266;6 253;7 515;8 743;9 842;10 854;12 098;17 076;2 876;4 462;4 842;5 246;6 217;7 408;8 650;9 488;10 362;11 383;15 292;34,0;2,6;5,3;;;;;;;;
1806;Município;Mangualde;12 691;144 210;131 233;11 363;4 060;5 514;6 221;6 909;8 382;9 336;10 624;12 277;13 358;14 843;20 793;4 023;5 466;6 172;6 819;8 229;9 163;10 191;11 597;12 536;13 673;18 037;32,0;2,5;4,5;;;;;;;;
1809;Município;Nelas;9 227;105 801;95 588;11 466;3 934;5 325;5 923;6 627;8 086;9 268;10 575;12 307;13 545;15 014;20 595;3 923;5 287;5 876;6 571;7 925;9 140;10 162;11 630;12 703;13 772;17 956;33,2;2,6;4,6;;;;;;;;
1810;Município;Oliveira de Frades;6 640;71 945;66 214;10 835;4 208;5 439;6 076;6 713;8 207;9 138;10 266;11 777;12 859;14 251;19 124;4 150;5 396;6 030;6 680;8 094;9 089;9 882;11 186;12 093;13 242;16 836;30,8;2,5;4,1;;;;;;;;
1811;Município;Penalva do Castelo;4 783;45 846;42 667;9 585;3 126;4 657;5 130;5 591;6 810;8 276;9 267;10 793;11 744;12 962;16 991;3 114;4 640;5 125;5 531;6 770;8 176;9 148;10 262;11 145;12 128;15 356;32,6;2,6;4,9;;;;;;;;
1814;Município;Santa Comba Dão;7 484;82 842;75 772;11 069;4 242;5 501;6 077;6 754;8 060;9 071;10 259;12 043;13 074;14 592;20 119;4 237;5 436;6 023;6 731;7 917;9 004;9 877;11 414;12 257;13 484;17 519;31,5;2,5;4,1;;;;;;;;
1816;Município;São Pedro do Sul;10 110;106 473;97 396;10 531;3 493;4 999;5 515;6 145;7 476;8 781;9 603;11 106;12 225;13 704;19 457;3 476;4 970;5 463;6 076;7 389;8 687;9 318;10 609;11 530;12 741;17 001;33,7;2,6;4,9;;;;;;;;
1817;Município;Sátão;7 561;76 297;70 092;10 091;3 177;4 624;5 187;5 655;7 041;8 475;9 478;10 994;12 016;13 333;18 769;3 142;4 621;5 142;5 633;6 941;8 331;9 315;10 536;11 424;12 509;16 707;34,2;2,7;5,3;;;;;;;;
1821;Município;Tondela;17 695;202 152;184 013;11 424;4 189;5 519;6 244;6 932;8 350;9 410;10 845;12 569;13 702;15 089;20 399;4 162;5 465;6 166;6 863;8 232;9 271;10 363;11 833;12 742;13 875;17 896;31,7;2,5;4,3;;;;;;;;
1822;Município;Vila Nova de Paiva;2 812;28 021;25 714;9 965;2 940;4 503;4 995;5 598;6 859;8 337;9 437;11 200;12 198;13 268;18 412;2 937;4 475;4 920;5 512;6 755;8 255;9 311;10 596;11 496;12 582;16 070;34,5;2,8;5,5;;;;;;;;
1823;Município;Viseu;67 921;953 327;837 160;14 036;4 313;5 918;6 800;7 676;9 083;10 490;12 245;15 008;16 978;19 650;28 390;4 292;5 872;6 729;7 594;8 997;10 088;11 596;13 843;15 315;17 301;23 549;35,6;2,9;5,5;;;;;;;;
1824;Município;Vouzela;6 453;68 268;62 669;10 579;3 900;5 281;5 908;6 579;7 765;9 031;9 982;11 342;12 311;13 599;18 890;3 883;5 235;5 842;6 490;7 649;8 943;9 642;10 835;11 549;12 718;16 636;31,3;2,4;4,3;;;;;;;;
16H;NUTS 3;   Beira Baixa;58 207;727 184;650 571;12 493;4 431;5 889;6 631;7 359;8 761;9 755;11 342;13 393;14 896;16 821;23 694;4 408;5 859;6 575;7 276;8 620;9 410;10 787;12 471;13 609;15 075;20 116;32,8;2,6;4,6;;;;;;;;
0502;Município;Castelo Branco;38 441;517 896;458 467;13 472;4 575;6 285;7 119;7 920;9 137;10 480;12 231;14 494;16 196;18 283;25 927;4 560;6 253;7 055;7 799;9 031;10 057;11 508;13 364;14 635;16 199;21 691;33,0;2,6;4,8;;;;;;;;
0505;Município;Idanha-a-Nova;5 921;61 295;56 630;10 352;4 255;5 353;5 919;6 540;7 845;8 925;9 890;11 189;12 094;13 389;18 161;4 202;5 325;5 870;6 467;7 735;8 890;9 495;10 622;11 441;12 446;16 005;29,8;2,3;3,8;;;;;;;;
0506;Município;Oleiros;3 441;34 817;32 128;10 118;4 101;5 260;5 715;6 203;7 121;8 247;9 081;10 477;11 491;13 080;18 434;4 003;5 223;5 661;6 151;7 081;8 151;9 001;10 007;10 977;12 280;16 396;32,3;2,4;4,1;;;;;;;;
0507;Município;Penamacor;3 100;31 882;29 295;10 285;3 941;5 258;5 859;6 440;7 630;8 830;9 738;11 129;12 102;13 418;17 943;3 902;5 225;5 783;6 415;7 562;8 644;9 383;10 621;11 301;12 516;15 769;30,7;2,4;4,0;;;;;;;;
0508;Município;Proença-a-Nova;4 934;54 007;49 165;10 946;3 882;5 249;5 818;6 440;7 705;8 908;9 956;11 695;13 072;14 673;21 220;3 866;5 194;5 794;6 370;7 610;8 803;9 602;11 061;12 222;13 509;18 138;32,9;2,6;4,7;;;;;;;;
0511;Município;Vila Velha de Ródão;2 370;27 286;24 887;11 513;4 667;6 087;6 760;7 414;8 820;9 704;11 245;12 946;14 230;15 625;19 576;4 658;6 067;6 709;7 276;8 704;9 398;10 710;12 138;13 059;14 119;17 034;28,3;2,3;3,7;;;;;;;;
16I;NUTS 3;   Médio Tejo;163 992;2 003 504;1 806 271;12 217;4 391;5 907;6 627;7 342;8 688;9 723;11 235;13 221;14 598;16 433;22 990;4 377;5 866;6 574;7 260;8 578;9 395;10 726;12 382;13 470;14 856;19 711;32,3;2,5;4,5;;;;;;;;
1401;Município;Abrantes;24 938;305 246;274 782;12 240;4 505;5 961;6 613;7 259;8 532;9 594;11 178;13 124;14 463;16 388;23 500;4 494;5 908;6 565;7 178;8 417;9 317;10 652;12 273;13 387;14 769;20 077;32,3;2,5;4,5;;;;;;;;
1402;Município;Alcanena;9 358;103 620;95 065;11 073;4 309;5 822;6 453;7 076;8 338;9 264;10 398;11 924;12 930;14 128;19 427;4 306;5 800;6 422;7 034;8 247;9 185;9 999;11 342;12 149;13 157;17 017;30,1;2,3;4,0;;;;;;;;
1408;Município;Constância;2 842;36 013;32 443;12 672;4 792;6 474;7 355;8 073;9 121;10 449;11 837;13 997;15 484;17 257;23 686;4 774;6 448;7 223;8 042;9 070;9 956;11 265;12 806;14 074;15 599;20 067;30,1;2,4;4,2;;;;;;;;
1410;Município;Entroncamento;14 536;218 895;192 579;15 059;5 157;7 456;8 387;9 045;10 539;12 268;14 347;17 197;19 171;21 310;28 274;5 128;7 344;8 249;8 930;10 138;11 564;13 236;15 383;16 823;18 462;23 469;31,3;2,5;4,6;;;;;;;;
1411;Município;Ferreira do Zêzere;5 462;55 753;51 863;10 207;4 002;5 325;5 883;6 469;7 670;8 890;9 881;11 282;12 177;13 357;17 313;4 002;5 320;5 859;6 419;7 603;8 777;9 601;10 809;11 589;12 582;15 738;30,3;2,4;3,9;;;;;;;;
1413;Município;Mação;4 522;50 037;45 879;11 065;4 445;5 680;6 308;6 949;8 233;9 119;10 224;11 800;12 953;14 671;20 233;4 426;5 662;6 264;6 917;8 068;9 031;9 825;11 108;12 114;13 497;17 728;30,3;2,4;4,0;;;;;;;;
1421;Município;Ourém;31 062;354 600;323 240;11 416;4 009;5 665;6 395;7 121;8 512;9 452;10 780;12 420;13 624;15 125;20 434;4 002;5 615;6 330;7 023;8 407;9 309;10 361;11 760;12 717;13 909;17 847;31,5;2,5;4,5;;;;;;;;
1417;Município;Sardoal;2 622;29 862;27 174;11 389;4 391;5 662;6 365;6 952;8 141;9 126;10 363;12 062;13 329;14 969;20 726;4 389;5 647;6 313;6 854;8 071;9 071;9 994;11 374;12 400;13 864;18 069;31,8;2,5;4,1;;;;;;;;
