year;nationality;gender;permits_granted;resident_count
2019;Botswana;Masculino;0;2
2019;Brasil;Feminino;25221;86158
2019;Brasil;Masculino;23575;65146
2019;Brunei;Feminino;1;2
2019;Brunei;Masculino;0;0
2019;Bulgária;Feminino;162;3495
2019;Bulgária;Masculino;139;3344
2019;Burkina Faso;Feminino;2;7
2019;Burkina Faso;Masculino;7;23
2019;Burundi;Feminino;1;3
2019;Burundi;Masculino;1;3
2019;Butão;Feminino;0;2
2019;Butão;Masculino;2;3
2019;Bélgica;Feminino;385;2138
2019;Bélgica;Masculino;529;2643
2019;Bósnia e Herzegovina;Feminino;3;41
2019;Bósnia e Herzegovina;Masculino;6;18
2019;Cabo Verde;Feminino;2384;19984
2019;Cabo Verde;Masculino;1996;17452
2019;Camarões;Feminino;18;77
2019;Camarões;Masculino;27;106
2019;Camboja;Feminino;10;21
2019;Camboja;Masculino;5;8
2019;Canadá;Feminino;71;471
2019;Canadá;Masculino;97;541
2019;Cazaquistão;Feminino;43;322
2019;Cazaquistão;Masculino;58;259
2019;Chade;Feminino;0;0
2019;Chade;Masculino;1;2
2019;Chile;Feminino;50;163
2019;Chile;Masculino;39;143
2019;China;Feminino;1126;13917
2019;China;Masculino;1038;13922
2019;Chipre;Feminino;9;37
2019;Chipre;Masculino;20;47
2019;Colômbia;Feminino;203;778
2019;Colômbia;Masculino;139;486
2019;Comores;Feminino;1;1
2019;Comores;Masculino;0;0
2019;Congo;Feminino;9;47
2019;Congo;Masculino;3;32
2019;Coreia do Sul;Feminino;28;117
2019;Coreia do Sul;Masculino;33;83
2019;Costa Rica;Feminino;4;48
2019;Costa Rica;Masculino;5;33
2019;Costa do Marfim;Feminino;13;63
2019;Costa do Marfim;Masculino;17;106
2019;Croácia;Feminino;43;183
2019;Croácia;Masculino;36;192
2019;Cuba;Feminino;79;622
2019;Cuba;Masculino;72;494
2019;Desconhecido;Feminino;0;4
2019;Desconhecido;Masculino;1;7
2019;Dinamarca;Feminino;93;471
2019;Dinamarca;Masculino;141;694
2019;Djibuti;Feminino;0;2
2019;Djibuti;Masculino;0;4
2019;Dominica;Feminino;1;4
2019;Dominica;Masculino;3;9
2019;Egipto;Feminino;55;182
2019;Egipto;Masculino;73;293
2019;El Salvador;Feminino;6;26
2019;El Salvador;Masculino;7;28
2019;Emiratos Árabes Unidos;Feminino;1;12
2019;Emiratos Árabes Unidos;Masculino;1;19
2019;Equador;Feminino;83;243
2019;Equador;Masculino;106;252
2019;Eritreia;Feminino;7;49
2019;Eritreia;Masculino;10;160
2019;Eslováquia;Feminino;53;224
2019;Eslováquia;Masculino;22;98
2019;Eslovénia;Feminino;32;102
2019;Eslovénia;Masculino;25;71
2019;Espanha;Feminino;1543;7746
2019;Espanha;Masculino;1703;8102
2019;Essuatíni;Feminino;0;5
2019;Essuatíni;Masculino;0;1
2019;Estados Unidos da América;Feminino;579;2100
2019;Estados Unidos da América;Masculino;536;2034
2019;Estónia;Feminino;29;180
2019;Estónia;Masculino;24;79
2019;Etiópia;Feminino;5;31
2019;Etiópia;Masculino;7;26
2019;Filipinas;Feminino;114;733
2019;Filipinas;Masculino;45;264
2019;Finlândia;Feminino;99;646
2019;Finlândia;Masculino;66;625
2019;França;Feminino;2361;10810
2019;França;Masculino;2569;12315
2019;Gabão;Feminino;2;15
2019;Gabão;Masculino;4;13
2019;Gana;Feminino;12;48
2019;Gana;Masculino;23;125
2019;Geórgia;Feminino;23;220
2019;Geórgia;Masculino;37;230
2019;Granada;Feminino;0;2
2019;Granada;Masculino;1;2
2019;Grécia;Feminino;83;314
2019;Grécia;Masculino;88;319
2019;Guatemala;Feminino;6;34
2019;Guatemala;Masculino;9;25
2019;Guiana;Feminino;0;4
2019;Guiana;Masculino;1;5
2019;Guiné;Feminino;82;452
2019;Guiné;Masculino;120;963
2019;Guiné Equatorial;Feminino;3;37
2019;Guiné Equatorial;Masculino;2;32
2019;Guiné-Bissau;Feminino;1525;8819
2019;Guiné-Bissau;Masculino;1932;10067
2019;Gâmbia;Feminino;6;42
2019;Gâmbia;Masculino;29;144
2019;Haiti;Feminino;0;2
2019;Haiti;Masculino;5;7
2019;Honduras;Feminino;4;30
2019;Honduras;Masculino;7;18
2019;Hong Kong;Feminino;4;14
2019;Hong Kong;Masculino;7;15
2019;Hungria;Feminino;116;565
2019;Hungria;Masculino;89;316
2019;Ilhas Fiji;Feminino;0;2
2019;Ilhas Fiji;Masculino;0;2
2019;Ilhas Marshall;Feminino;0;0
2019;Ilhas Marshall;Masculino;0;1
2019;Ilhas Maurícias;Feminino;5;17
2019;Ilhas Maurícias;Masculino;2;17
2019;Indonésia;Feminino;19;104
2019;Indonésia;Masculino;184;321
2019;Iraque;Feminino;61;184
2019;Iraque;Masculino;45;220
2019;Irlanda;Feminino;230;942
2019;Irlanda;Masculino;350;1307
2019;Irão;Feminino;135;494
2019;Irão;Masculino;174;605
2019;Islândia;Feminino;15;50
2019;Islândia;Masculino;20;58
2019;Israel;Feminino;34;125
2019;Israel;Masculino;37;143
2019;Itália;Feminino;3360;10530
2019;Itália;Masculino;4505;14878
2019;Iémen;Feminino;4;7
2019;Iémen;Masculino;11;22
2019;Jamaica;Feminino;0;6
2019;Jamaica;Masculino;0;8
2019;Japão;Feminino;32;269
2019;Japão;Masculino;32;186
2019;Jordânia;Feminino;32;196
2019;Jordânia;Masculino;57;260
2019;Kosovo;Feminino;1;19
2019;Kosovo;Masculino;0;17
2019;Kuwait;Feminino;8;23
2019;Kuwait;Masculino;9;34
2019;Laos;Feminino;0;1
2019;Laos;Masculino;0;0
2019;Lesoto;Feminino;1;2
2019;Lesoto;Masculino;0;0
2019;Letónia;Feminino;47;351
2019;Letónia;Masculino;21;142
2019;Libéria;Feminino;1;3
2019;Libéria;Masculino;1;11
2019;Liechtenstein;Feminino;0;4
2019;Liechtenstein;Masculino;0;4
2019;Lituânia;Feminino;95;582
2019;Lituânia;Masculino;31;251
2019;Luxemburgo;Feminino;39;135
2019;Luxemburgo;Masculino;52;160
2019;Líbano;Feminino;62;254
2019;Líbano;Masculino;69;311
2019;Líbia;Feminino;22;78
2019;Líbia;Masculino;22;90
2019;Macau;Feminino;0;1
2019;Macau;Masculino;0;0
2019;Macedónia do Norte;Feminino;8;38
2019;Macedónia do Norte;Masculino;11;28
2019;Madagáscar;Feminino;2;10
2019;Madagáscar;Masculino;0;1
2019;Maldivas;Feminino;1;6
2019;Maldivas;Masculino;0;2
2019;Mali;Feminino;0;7
2019;Mali;Masculino;7;45
2019;Malta;Feminino;6;26
2019;Malta;Masculino;14;35
2019;Malásia;Feminino;17;56
2019;Malásia;Masculino;10;34
2019;Maláui;Feminino;0;13
2019;Maláui;Masculino;0;5
2019;Marrocos;Feminino;129;820
2019;Marrocos;Masculino;163;864
2019;Mauritânia;Feminino;0;3
2019;Mauritânia;Masculino;1;20
2019;Mianmar;Feminino;0;0
2019;Mianmar;Masculino;0;3
2019;Moldávia;Feminino;315;2752
2019;Moldávia;Masculino;346;2346
2019;Mongólia;Feminino;3;16
2019;Mongólia;Masculino;1;4
2019;Montenegro;Feminino;1;7
2019;Montenegro;Masculino;6;9
2019;Moçambique;Feminino;336;2036
2019;Moçambique;Masculino;297;1465
2019;México;Feminino;65;357
2019;México;Masculino;60;238
2019;Namíbia;Feminino;3;19
2019;Namíbia;Masculino;2;9
2019;Nauru;Feminino;0;0
2019;Nauru;Masculino;1;1
2019;Nepal;Feminino;1839;6088
2019;Nepal;Masculino;3171;10761
2019;Nicarágua;Feminino;5;23
2019;Nicarágua;Masculino;3;12
2019;Nigéria;Feminino;51;235
2019;Nigéria;Masculino;118;433
2019;Noruega;Feminino;54;375
2019;Noruega;Masculino;111;499
2019;Nova Zelândia;Feminino;8;45
2019;Nova Zelândia;Masculino;5;39
2019;Níger;Feminino;0;0
2019;Níger;Masculino;0;1
2019;Omã;Feminino;0;2
2019;Omã;Masculino;3;7
2019;Palestina;Feminino;10;36
2019;Palestina;Masculino;11;43
2019;Panamá;Feminino;9;46
2019;Panamá;Masculino;5;20
2019;Papua-Nova Guiné;Feminino;1;1
2019;Papua-Nova Guiné;Masculino;1;1
2019;Paquistão;Feminino;268;1522
2019;Paquistão;Masculino;769;3788
2019;Paraguai;Feminino;14;93
2019;Paraguai;Masculino;10;31
2019;Países Baixos;Feminino;697;4649
2019;Países Baixos;Masculino;822;5389
2019;Peru;Feminino;59;217
2019;Peru;Masculino;26;108
2019;Polónia;Feminino;413;1876
2019;Polónia;Masculino;209;883
2019;Qatar;Feminino;0;2
2019;Qatar;Masculino;1;1
2019;Quirguistão;Feminino;1;17
2019;Quirguistão;Masculino;2;10
2019;Quénia;Feminino;9;68
2019;Quénia;Masculino;5;39
2019;Reino Unido;Feminino;3708;15809
2019;Reino Unido;Masculino;4645;18558
2019;República Centro-Africana;Feminino;0;5
2019;República Centro-Africana;Masculino;0;4
2019;República Checa;Feminino;81;336
2019;República Checa;Masculino;50;173
2019;República Democrática do Congo;Feminino;21;122
2019;República Democrática do Congo;Masculino;12;121
2019;República Dominicana;Feminino;18;104
2019;República Dominicana;Masculino;6;57
2019;Roménia;Feminino;763;14206
2019;Roménia;Masculino;1099;16859
2019;Ruanda;Feminino;3;18
2019;Ruanda;Masculino;4;11
2019;Rússia;Feminino;393;3117
2019;Rússia;Masculino;253;1768
2019;Samoa;Feminino;0;1
2019;Samoa;Masculino;0;0
2019;Senegal;Feminino;51;453
2019;Senegal;Masculino;235;993
2019;Serra Leoa;Feminino;5;35
2019;Serra Leoa;Masculino;7;53
2019;Seychelles;Feminino;0;2
2019;Seychelles;Masculino;0;3
2019;Singapura;Feminino;11;37
2019;Singapura;Masculino;7;15
2019;Somália;Feminino;5;19
2019;Somália;Masculino;3;23
2019;Sri Lanka;Feminino;5;33
2019;Sri Lanka;Masculino;8;56
2019;Sudão;Feminino;14;37
2019;Sudão;Masculino;25;68
2019;Sudão do Sul;Feminino;13;23
2019;Sudão do Sul;Masculino;13;16
2019;Suriname;Feminino;1;1
2019;Suriname;Masculino;0;0
2019;Suécia;Feminino;391;2210
2019;Suécia;Masculino;479;2702
2019;Suíça;Feminino;226;1225
2019;Suíça;Masculino;247;1357
2019;São Cristóvão e Nevis;Feminino;6;30
2019;São Cristóvão e Nevis;Masculino;9;37
2019;São Tomé e Príncipe;Feminino;812;5655
2019;São Tomé e Príncipe;Masculino;713;4586
2019;São Vicente e Granadinas;Feminino;0;0
2019;São Vicente e Granadinas;Masculino;0;1
2019;Sérvia;Feminino;24;128
2019;Sérvia;Masculino;16;91
2019;Síria;Feminino;99;495
2019;Síria;Masculino;107;610
2019;Tailândia;Feminino;46;622
2019;Tailândia;Masculino;15;1104
2019;Taiwan;Feminino;7;23
2019;Taiwan;Masculino;4;13
2019;Tajiquistão;Feminino;1;14
2019;Tajiquistão;Masculino;2;12
2019;Tanzânia;Feminino;2;14
2019;Tanzânia;Masculino;7;26
2019;Timor-Leste;Feminino;62;172
2019;Timor-Leste;Masculino;43;172
2019;Togo;Feminino;3;17
2019;Togo;Masculino;3;20
2019;Trindade e Tobago;Feminino;2;5
2019;Trindade e Tobago;Masculino;0;9
2019;Tunísia;Feminino;48;144
2019;Tunísia;Masculino;60;214
2019;Turquemenistão;Feminino;1;7
2019;Turquemenistão;Masculino;1;5
2019;Turquia;Feminino;199;653
2019;Turquia;Masculino;194;640
2019;Ucrânia;Feminino;1008;16114
2019;Ucrânia;Masculino;821;13604
2019;Uganda;Feminino;5;16
2019;Uganda;Masculino;3;16
2019;Uruguai;Feminino;21;88
2019;Uruguai;Masculino;14;83
2019;Uzbequistão;Feminino;37;462
2019;Uzbequistão;Masculino;89;647
2019;Vanuatu;Feminino;0;0
2019;Vanuatu;Masculino;1;2
2019;Venezuela;Feminino;1100;3912
2019;Venezuela;Masculino;788;2639
2019;Vietname;Feminino;102;273
2019;Vietname;Masculino;87;242
2019;Zimbabwe;Feminino;12;35
2019;Zimbabwe;Masculino;5;29
2019;Zâmbia;Feminino;3;8
2019;Zâmbia;Masculino;2;5
2019;África do Sul;Feminino;156;826
2019;África do Sul;Masculino;155;779
2019;Áustria;Feminino;131;627
2019;Áustria;Masculino;158;690
2019;Índia;Feminino;1271;4384
2019;Índia;Masculino;4996;13235
2020;Afeganistão;Feminino;3;18
2020;Afeganistão;Masculino;20;55
2020;Albânia;Feminino;7;35
2020;Albânia;Masculino;17;50
2020;Alemanha;Feminino;1206;7591
2020;Alemanha;Masculino;1352;8450
2020;Andorra;Feminino;0;6
2020;Andorra;Masculino;1;9
2020;Angola;Feminino;2773;13876
2020;Angola;Masculino;2056;10573
2020;Antígua e Barbuda;Feminino;3;5
2020;Antígua e Barbuda;Masculino;4;7
2020;Apátrida;Feminino;0;14
2020;Apátrida;Masculino;1;16
2020;Argentina;Feminino;61;353
2020;Argentina;Masculino;70;324
2020;Argélia;Feminino;63;260
2020;Argélia;Masculino;109;373
2020;Arménia;Feminino;6;48
2020;Arménia;Masculino;6;35
2020;Arábia Saudita;Feminino;7;86
2020;Arábia Saudita;Masculino;11;89
2020;Austrália;Feminino;42;241
2020;Austrália;Masculino;49;279
2020;Azerbaijão;Feminino;3;36
2020;Azerbaijão;Masculino;14;29
2020;Bahamas;Feminino;0;1
2020;Bahamas;Masculino;0;0
2020;Bahrein;Feminino;1;7
2020;Bahrein;Masculino;2;5
2020;Bangladesh;Feminino;572;2265
2020;Bangladesh;Masculino;1582;7651
2020;Barbados;Feminino;0;3
2020;Barbados;Masculino;1;2
2020;Belize;Feminino;0;4
2020;Belize;Masculino;0;3
2020;Benin;Feminino;0;1
2020;Benin;Masculino;0;9
2020;Bermudas;Feminino;0;1
2020;Bermudas;Masculino;0;0
2020;Bielorrússia;Feminino;27;382
2020;Bielorrússia;Masculino;13;182
2020;Bolívia;Feminino;7;86
2020;Bolívia;Masculino;9;44
2020;Botswana;Feminino;1;4
2020;Botswana;Masculino;1;4
2020;Brasil;Feminino;22043;102673
2020;Brasil;Masculino;20202;81320
2020;Brunei;Feminino;1;3
2020;Brunei;Masculino;1;1
2020;Bulgária;Feminino;128;3450
2020;Bulgária;Masculino;97;3295
2020;Burkina Faso;Feminino;1;8
2020;Burkina Faso;Masculino;1;22
2020;Burundi;Feminino;3;6
2020;Burundi;Masculino;2;5
2020;Butão;Feminino;0;4
2020;Butão;Masculino;1;3
2020;Bélgica;Feminino;354;2321
2020;Bélgica;Masculino;433;2862
2020;Bósnia e Herzegovina;Feminino;3;40
2020;Bósnia e Herzegovina;Masculino;3;18
2020;Cabo Verde;Feminino;2278;19378
2020;Cabo Verde;Masculino;1946;17231
2020;Camarões;Feminino;17;90
2020;Camarões;Masculino;30;131
2020;Camboja;Feminino;13;32
2020;Camboja;Masculino;11;18
2020;Canadá;Feminino;81;516
2020;Canadá;Masculino;91;582
2020;Cazaquistão;Feminino;38;341
2020;Cazaquistão;Masculino;51;292
2020;Chade;Feminino;0;0
2020;Chade;Masculino;0;2
2020;Chile;Feminino;40;181
2020;Chile;Masculino;40;158
2020;China;Feminino;750;13021
2020;China;Masculino;628;13053
2020;Chipre;Feminino;5;42
2020;Chipre;Masculino;14;60
2020;Colômbia;Feminino;169;891
2020;Colômbia;Masculino;137;575
2020;Comores;Feminino;0;1
2020;Comores;Masculino;0;0
2020;Congo;Feminino;4;53
2020;Congo;Masculino;2;35
2020;Coreia do Sul;Feminino;25;130
2020;Coreia do Sul;Masculino;29;98
2020;Costa Rica;Feminino;3;41
2020;Costa Rica;Masculino;8;37
2020;Costa do Marfim;Feminino;11;73
2020;Costa do Marfim;Masculino;15;118
2020;Croácia;Feminino;35;197
2020;Croácia;Masculino;33;202
2020;Cuba;Feminino;52;659
2020;Cuba;Masculino;62;540
2020;Desconhecido;Feminino;5;14
2020;Desconhecido;Masculino;4;15
2020;Dinamarca;Feminino;106;540
2020;Dinamarca;Masculino;145;793
2020;Djibuti;Feminino;0;2
2020;Djibuti;Masculino;0;3
2020;Dominica;Feminino;1;5
2020;Dominica;Masculino;7;14
2020;Egipto;Feminino;56;225
2020;Egipto;Masculino;67;324
2020;El Salvador;Feminino;4;22
2020;El Salvador;Masculino;2;28
2020;Emiratos Árabes Unidos;Feminino;5;12
2020;Emiratos Árabes Unidos;Masculino;7;24
2020;Equador;Feminino;46;211
2020;Equador;Masculino;48;203
2020;Eritreia;Feminino;1;52
2020;Eritreia;Masculino;0;161
2020;Eslováquia;Feminino;24;223
2020;Eslováquia;Masculino;16;101
2020;Eslovénia;Feminino;35;130
2020;Eslovénia;Masculino;17;79
2020;Espanha;Feminino;1361;8276
2020;Espanha;Masculino;1476;8705
2020;Essuatíni;Feminino;1;5
2020;Essuatíni;Masculino;1;2
2020;Estados Unidos da América;Feminino;548;2407
2020;Estados Unidos da América;Masculino;567;2361
2020;Estónia;Feminino;29;199
2020;Estónia;Masculino;21;91
2020;Etiópia;Feminino;6;35
2020;Etiópia;Masculino;5;23
2020;Filipinas;Feminino;79;780
2020;Filipinas;Masculino;39;292
2020;Finlândia;Feminino;83;608
2020;Finlândia;Masculino;80;544
2020;França;Feminino;1956;11769
2020;França;Masculino;2116;13166
2020;Gabão;Feminino;2;17
2020;Gabão;Masculino;0;13
2020;Gana;Feminino;8;51
2020;Gana;Masculino;26;134
2020;Geórgia;Feminino;25;220
2020;Geórgia;Masculino;19;227
2020;Granada;Feminino;0;2
2020;Granada;Masculino;0;1
2020;Grécia;Feminino;62;338
2020;Grécia;Masculino;53;341
2020;Guatemala;Feminino;4;38
2020;Guatemala;Masculino;10;33
2020;Guiana;Feminino;1;5
2020;Guiana;Masculino;1;6
2020;Guiné;Feminino;66;454
2020;Guiné;Masculino;95;948
2020;Guiné Equatorial;Feminino;1;27
2020;Guiné Equatorial;Masculino;1;17
2020;Guiné-Bissau;Feminino;1505;9267
2020;Guiné-Bissau;Masculino;1873;10413
2020;Gâmbia;Feminino;6;46
2020;Gâmbia;Masculino;65;193
2020;Haiti;Feminino;0;1
2020;Haiti;Masculino;2;9
2020;Honduras;Feminino;2;32
2020;Honduras;Masculino;3;16
2020;Hong Kong;Feminino;17;32
2020;Hong Kong;Masculino;19;32
2020;Hungria;Feminino;98;606
2020;Hungria;Masculino;58;340
2020;Ilhas Fiji;Feminino;0;1
2020;Ilhas Fiji;Masculino;0;2
2020;Ilhas Marshall;Feminino;0;0
2020;Ilhas Marshall;Masculino;0;1
2020;Ilhas Maurícias;Feminino;2;16
2020;Ilhas Maurícias;Masculino;5;16
2020;Indonésia;Feminino;25;128
2020;Indonésia;Masculino;109;381
2020;Iraque;Feminino;52;229
2020;Iraque;Masculino;45;257
2020;Irlanda;Feminino;247;1114
2020;Irlanda;Masculino;313;1516
2020;Irão;Feminino;177;583
2020;Irão;Masculino;196;698
2020;Islândia;Feminino;8;53
2020;Islândia;Masculino;14;66
2020;Israel;Feminino;35;152
2020;Israel;Masculino;45;185
2020;Itália;Feminino;1982;11758
2020;Itália;Masculino;2497;16401
2020;Iémen;Feminino;8;16
2020;Iémen;Masculino;8;24
2020;Jamaica;Feminino;0;5
2020;Jamaica;Masculino;0;9
2020;Japão;Feminino;24;270
2020;Japão;Masculino;22;171
2020;Jordânia;Feminino;35;212
2020;Jordânia;Masculino;37;247
2020;Kosovo;Feminino;3;20
2020;Kosovo;Masculino;1;15
2020;Kuwait;Feminino;6;19
2020;Kuwait;Masculino;5;24
2020;Laos;Feminino;1;4
2020;Laos;Masculino;0;1
2020;Lesoto;Feminino;0;2
2020;Lesoto;Masculino;0;0
2020;Letónia;Feminino;43;365
2020;Letónia;Masculino;33;153
2020;Libéria;Feminino;0;3
2020;Libéria;Masculino;0;13
2020;Liechtenstein;Feminino;2;5
2020;Liechtenstein;Masculino;1;5
2020;Lituânia;Feminino;84;629
2020;Lituânia;Masculino;34;262
2020;Luxemburgo;Feminino;44;173
2020;Luxemburgo;Masculino;66;214
2020;Líbano;Feminino;43;276
2020;Líbano;Masculino;53;331
2020;Líbia;Feminino;9;79
2020;Líbia;Masculino;7;84
2020;Macau;Feminino;0;2
2020;Macau;Masculino;0;0
2020;Macedónia do Norte;Feminino;5;32
2020;Macedónia do Norte;Masculino;0;18
2020;Madagáscar;Feminino;1;10
2020;Madagáscar;Masculino;3;4
2020;Maldivas;Feminino;0;5
2020;Maldivas;Masculino;0;2
2020;Mali;Feminino;3;9
2020;Mali;Masculino;13;66
2020;Malta;Feminino;15;39
2020;Malta;Masculino;13;46
2020;Malásia;Feminino;17;68
2020;Malásia;Masculino;9;39
2020;Maláui;Feminino;2;13
2020;Maláui;Masculino;0;4
2020;Marrocos;Feminino;181;918
2020;Marrocos;Masculino;237;1018
2020;Mauritânia;Feminino;0;3
2020;Mauritânia;Masculino;2;21
2020;Mianmar;Feminino;0;0
2020;Mianmar;Masculino;0;3
2020;Moldávia;Feminino;232;2805
2020;Moldávia;Masculino;284;2378
2020;Mongólia;Feminino;1;17
2020;Mongólia;Masculino;0;5
2020;Montenegro;Feminino;0;8
2020;Montenegro;Masculino;0;7
2020;Moçambique;Feminino;391;2192
2020;Moçambique;Masculino;290;1486
2020;México;Feminino;69;399
2020;México;Masculino;37;241
2020;Namíbia;Feminino;2;21
2020;Namíbia;Masculino;2;11
2020;Nepal;Feminino;1447;7676
2020;Nepal;Masculino;2433;13339
2020;Nicarágua;Feminino;2;21
2020;Nicarágua;Masculino;7;17
2020;Nigéria;Feminino;41;248
2020;Nigéria;Masculino;94;510
2020;Noruega;Feminino;63;413
2020;Noruega;Masculino;97;552
2020;Nova Zelândia;Feminino;7;45
2020;Nova Zelândia;Masculino;12;37
2020;Níger;Feminino;0;1
2020;Níger;Masculino;0;1
2020;Omã;Feminino;1;3
2020;Omã;Masculino;0;5
2020;Palestina;Feminino;6;38
2020;Palestina;Masculino;6;48
2020;Panamá;Feminino;7;46
2020;Panamá;Masculino;8;21
2020;Paquistão;Feminino;430;1858
2020;Paquistão;Masculino;913;4523
2020;Paraguai;Feminino;9;99
2020;Paraguai;Masculino;6;35
2020;Países Baixos;Feminino;582;4812
2020;Países Baixos;Masculino;669;5580
2020;Peru;Feminino;44;245
2020;Peru;Masculino;26;130
2020;Polónia;Feminino;361;2068
2020;Polónia;Masculino;193;993
2020;Qatar;Feminino;3;4
2020;Qatar;Masculino;6;7
2020;Quirguistão;Feminino;5;21
2020;Quirguistão;Masculino;3;15
2020;Quénia;Feminino;15;69
2020;Quénia;Masculino;5;37
2020;Reino Unido;Feminino;5376;20631
2020;Reino Unido;Masculino;7780;25615
2020;República Centro-Africana;Feminino;0;4
2020;República Centro-Africana;Masculino;0;4
2020;República Checa;Feminino;65;356
2020;República Checa;Masculino;32;185
2020;República Democrática do Congo;Feminino;8;119
2020;República Democrática do Congo;Masculino;6;134
2020;República Dominicana;Feminino;14;110
2020;República Dominicana;Masculino;5;62
2020;Roménia;Feminino;429;13924
2020;Roménia;Masculino;554;16128
2020;Ruanda;Feminino;1;19
2020;Ruanda;Masculino;1;10
2020;Rússia;Feminino;362;3252
2020;Rússia;Masculino;211;1851
2020;Samoa;Feminino;0;1
2020;Samoa;Masculino;0;0
2020;Santa Lúcia;Feminino;2;2
2020;Santa Lúcia;Masculino;0;0
2020;Senegal;Feminino;47;437
2020;Senegal;Masculino;170;1100
2020;Serra Leoa;Feminino;4;37
2020;Serra Leoa;Masculino;7;58
2020;Seychelles;Feminino;1;4
2020;Seychelles;Masculino;2;7
2020;Singapura;Feminino;14;54
2020;Singapura;Masculino;9;23
2020;Somália;Feminino;0;20
2020;Somália;Masculino;1;43
2020;Sri Lanka;Feminino;6;38
2020;Sri Lanka;Masculino;9;64
2020;Sudão;Feminino;4;58
2020;Sudão;Masculino;12;81
2020;Sudão do Sul;Feminino;4;28
2020;Sudão do Sul;Masculino;9;25
2020;Suriname;Feminino;0;1
2020;Suriname;Masculino;2;2
2020;Suécia;Feminino;320;2338
2020;Suécia;Masculino;414;2843
2020;Suíça;Feminino;239;1370
2020;Suíça;Masculino;258;1507
2020;São Cristóvão e Nevis;Feminino;0;19
2020;São Cristóvão e Nevis;Masculino;0;27
2020;São Tomé e Príncipe;Feminino;830;5912
2020;São Tomé e Príncipe;Masculino;750;4794
2020;São Vicente e Granadinas;Feminino;0;0
2020;São Vicente e Granadinas;Masculino;0;1
2020;Sérvia;Feminino;19;139
2020;Sérvia;Masculino;19;95
2020;Síria;Feminino;56;495
2020;Síria;Masculino;67;613
2020;Tailândia;Feminino;28;649
2020;Tailândia;Masculino;4;1074
2020;Taiwan;Feminino;7;28
2020;Taiwan;Masculino;5;14
2020;Tajiquistão;Feminino;3;20
2020;Tajiquistão;Masculino;0;12
2020;Tanzânia;Feminino;1;10
2020;Tanzânia;Masculino;1;19
2020;Timor-Leste;Feminino;63;164
2020;Timor-Leste;Masculino;36;127
2020;Togo;Feminino;1;13
2020;Togo;Masculino;1;24
2020;Trindade e Tobago;Feminino;0;4
2020;Trindade e Tobago;Masculino;3;12
2020;Tunísia;Feminino;77;200
2020;Tunísia;Masculino;76;261
2020;Turquemenistão;Feminino;2;7
2020;Turquemenistão;Masculino;1;6
2020;Turquia;Feminino;145;761
2020;Turquia;Masculino;162;757
2020;Ucrânia;Feminino;662;15743
2020;Ucrânia;Masculino;554;12886
2020;Uganda;Feminino;7;19
2020;Uganda;Masculino;4;18
2020;Uruguai;Feminino;7;95
2020;Uruguai;Masculino;15;96
2020;Uzbequistão;Feminino;30;474
2020;Uzbequistão;Masculino;44;663
2020;Vanuatu;Feminino;0;0
2020;Vanuatu;Masculino;1;3
2020;Venezuela;Feminino;821;4607
2020;Venezuela;Masculino;591;3134
2020;Vietname;Feminino;153;356
2020;Vietname;Masculino;152;330
2020;Zimbabwe;Feminino;4;37
2020;Zimbabwe;Masculino;4;30
2020;Zâmbia;Feminino;6;15
2020;Zâmbia;Masculino;1;6
2020;África do Sul;Feminino;176;852
2020;África do Sul;Masculino;187;788
2020;Áustria;Feminino;91;654
2020;Áustria;Masculino;99;718
2020;Índia;Feminino;1188;5451
2020;Índia;Masculino;5984;19099
2021;Afeganistão;Feminino;269;283
2021;Afeganistão;Masculino;257;315
2021;Albânia;Feminino;2;40
2021;Albânia;Masculino;4;51
2021;Alemanha;Feminino;1807;8620
2021;Alemanha;Masculino;2128;9720
2021;Andorra;Feminino;2;5
2021;Andorra;Masculino;0;6
2021;Angola;Feminino;2500;14672
2021;Angola;Masculino;2097;11130
2021;Antígua e Barbuda;Feminino;0;5
2021;Antígua e Barbuda;Masculino;1;7
2021;Apátrida;Feminino;0;11
2021;Apátrida;Masculino;0;13
2021;Argentina;Feminino;105;426
2021;Argentina;Masculino;107;387
2021;Argélia;Feminino;50;285
2021;Argélia;Masculino;122;465
2021;Arménia;Feminino;10;52
2021;Arménia;Masculino;4;30
2021;Arábia Saudita;Feminino;4;39
2021;Arábia Saudita;Masculino;7;58
2021;Austrália;Feminino;22;237
2021;Austrália;Masculino;58;311
2021;Azerbaijão;Feminino;5;30
2021;Azerbaijão;Masculino;7;22
2021;Bahamas;Feminino;2;2
2021;Bahamas;Masculino;2;2
2021;Bahrein;Feminino;0;4
2021;Bahrein;Masculino;3;8
2021;Bangladesh;Feminino;394;2390
2021;Bangladesh;Masculino;1738;8546
2021;Barbados;Feminino;0;2
2021;Barbados;Masculino;0;2
2021;Belize;Feminino;0;3
2021;Belize;Masculino;0;1
2021;Benin;Feminino;1;1
2021;Benin;Masculino;3;13
2021;Bermudas;Feminino;0;1
2021;Bermudas;Masculino;1;1
2021;Bielorrússia;Feminino;47;393
2021;Bielorrússia;Masculino;35;201
2021;Bolívia;Feminino;12;92
2021;Bolívia;Masculino;7;45
2021;Botswana;Feminino;4;8
2021;Botswana;Masculino;1;4
2021;Brasil;Feminino;20556;111986
2021;Brasil;Masculino;18900;92708
