year;nationality;gender;permits_granted;resident_count
2017;Azerbaijão;Feminino;10;29
2017;Azerbaijão;Masculino;8;21
2017;Bahamas;Feminino;0;1
2017;Bahamas;Masculino;0;0
2017;Bahrein;Feminino;2;2
2017;Bahrein;Masculino;6;8
2017;Bangladesh;Feminino;258;708
2017;Bangladesh;Masculino;479;2742
2017;Barbados;Feminino;0;3
2017;Barbados;Masculino;0;1
2017;Belize;Feminino;1;4
2017;Belize;Masculino;1;4
2017;Benin;Feminino;1;1
2017;Benin;Masculino;1;10
2017;Bermudas;Feminino;0;1
2017;Bermudas;Masculino;0;0
2017;Bielorrússia;Feminino;31;377
2017;Bielorrússia;Masculino;8;188
2017;Bolívia;Feminino;7;75
2017;Bolívia;Masculino;5;30
2017;Botswana;Feminino;0;3
2017;Botswana;Masculino;2;4
2017;Brasil;Feminino;6518;52526
2017;Brasil;Masculino;5056;32900
2017;Bulgária;Feminino;433;3562
2017;Bulgária;Masculino;369;3471
2017;Burkina Faso;Feminino;1;6
2017;Burkina Faso;Masculino;5;18
2017;Burundi;Feminino;1;2
2017;Burundi;Masculino;1;4
2017;Butão;Feminino;1;2
2017;Butão;Masculino;2;2
2017;Bélgica;Feminino;350;1583
2017;Bélgica;Masculino;463;1925
2017;Bósnia e Herzegovina;Feminino;7;41
2017;Bósnia e Herzegovina;Masculino;2;18
2017;Cabo Verde;Feminino;1062;18826
2017;Cabo Verde;Masculino;998;16160
2017;Camarões;Feminino;6;51
2017;Camarões;Masculino;15;97
2017;Camboja;Feminino;0;7
2017;Camboja;Masculino;1;2
2017;Canadá;Feminino;60;390
2017;Canadá;Masculino;82;440
2017;Cazaquistão;Feminino;21;300
2017;Cazaquistão;Masculino;15;216
2017;Chade;Feminino;0;1
2017;Chade;Masculino;2;4
2017;Chile;Feminino;11;111
2017;Chile;Masculino;16;103
2017;China;Feminino;1356;11584
2017;China;Masculino;1244;11613
2017;Chipre;Feminino;10;24
2017;Chipre;Masculino;5;19
2017;Colômbia;Feminino;80;573
2017;Colômbia;Masculino;50;349
2017;Comores;Feminino;0;1
2017;Comores;Masculino;0;0
2017;Congo;Feminino;9;48
2017;Congo;Masculino;7;25
2017;Coreia do Sul;Feminino;10;107
2017;Coreia do Sul;Masculino;20;99
2017;Costa Rica;Feminino;17;45
2017;Costa Rica;Masculino;11;35
2017;Costa do Marfim;Feminino;12;43
2017;Costa do Marfim;Masculino;7;86
2017;Croácia;Feminino;35;154
2017;Croácia;Masculino;62;146
2017;Cuba;Feminino;38;525
2017;Cuba;Masculino;36;404
2017;Desconhecido;Feminino;0;4
2017;Desconhecido;Masculino;1;9
2017;Dinamarca;Feminino;98;363
2017;Dinamarca;Masculino;174;516
2017;Djibuti;Feminino;1;1
2017;Djibuti;Masculino;0;0
2017;Dominica;Feminino;2;4
2017;Dominica;Masculino;4;5
2017;Egipto;Feminino;28;105
2017;Egipto;Masculino;43;210
2017;El Salvador;Feminino;3;18
2017;El Salvador;Masculino;5;26
2017;Emiratos Árabes Unidos;Feminino;8;9
2017;Emiratos Árabes Unidos;Masculino;10;16
2017;Equador;Feminino;59;187
2017;Equador;Masculino;86;184
2017;Eritreia;Feminino;12;36
2017;Eritreia;Masculino;59;120
2017;Eslováquia;Feminino;45;166
2017;Eslováquia;Masculino;26;82
2017;Eslovénia;Feminino;24;73
2017;Eslovénia;Masculino;14;63
2017;Espanha;Feminino;1291;6157
2017;Espanha;Masculino;1447;6369
2017;Essuatíni;Feminino;0;5
2017;Essuatíni;Masculino;0;0
2017;Estados Unidos da América;Feminino;318;1423
2017;Estados Unidos da América;Masculino;296;1465
2017;Estónia;Feminino;38;147
2017;Estónia;Masculino;14;45
2017;Etiópia;Feminino;4;26
2017;Etiópia;Masculino;5;22
2017;Filipinas;Feminino;60;548
2017;Filipinas;Masculino;15;215
2017;Finlândia;Feminino;120;553
2017;Finlândia;Masculino;89;610
2017;França;Feminino;2170;7173
2017;França;Masculino;2492;8146
2017;Gabão;Feminino;1;11
2017;Gabão;Masculino;0;10
2017;Gana;Feminino;9;46
2017;Gana;Masculino;22;100
2017;Geórgia;Feminino;18;252
2017;Geórgia;Masculino;14;279
2017;Granada;Feminino;0;2
2017;Granada;Masculino;0;2
2017;Grécia;Feminino;70;211
2017;Grécia;Masculino;69;214
2017;Guatemala;Feminino;3;27
2017;Guatemala;Masculino;2;16
2017;Guiana;Feminino;1;4
2017;Guiana;Masculino;2;5
2017;Guiné;Feminino;67;393
2017;Guiné;Masculino;91;882
2017;Guiné Equatorial;Feminino;0;31
2017;Guiné Equatorial;Masculino;3;31
2017;Guiné-Bissau;Feminino;578;7166
2017;Guiné-Bissau;Masculino;542;8032
2017;Gâmbia;Feminino;8;39
2017;Gâmbia;Masculino;12;110
2017;Haiti;Feminino;0;2
2017;Haiti;Masculino;0;5
2017;Honduras;Feminino;7;26
2017;Honduras;Masculino;1;10
2017;Hong Kong;Feminino;0;9
2017;Hong Kong;Masculino;2;4
2017;Hungria;Feminino;87;389
2017;Hungria;Masculino;56;208
2017;Ilhas Cook;Feminino;0;1
2017;Ilhas Cook;Masculino;0;0
2017;Ilhas Fiji;Feminino;1;5
2017;Ilhas Fiji;Masculino;0;2
2017;Ilhas Maurícias;Feminino;2;8
2017;Ilhas Maurícias;Masculino;2;11
2017;Indonésia;Feminino;14;76
2017;Indonésia;Masculino;35;106
2017;Iraque;Feminino;76;121
2017;Iraque;Masculino;96;164
2017;Irlanda;Feminino;157;589
2017;Irlanda;Masculino;223;748
2017;Irão;Feminino;66;322
2017;Irão;Masculino;80;377
2017;Islândia;Feminino;2;35
2017;Islândia;Masculino;9;35
2017;Israel;Feminino;32;85
2017;Israel;Masculino;20;93
2017;Itália;Feminino;2128;5248
2017;Itália;Masculino;3139;7677
2017;Iémen;Feminino;1;3
2017;Iémen;Masculino;4;11
2017;Jamaica;Feminino;2;6
2017;Jamaica;Masculino;1;7
2017;Japão;Feminino;20;265
2017;Japão;Masculino;20;185
2017;Jordânia;Feminino;58;128
2017;Jordânia;Masculino;64;165
2017;Kosovo;Feminino;7;21
2017;Kosovo;Masculino;9;22
2017;Kuwait;Feminino;9;9
2017;Kuwait;Masculino;14;20
2017;Laos;Feminino;0;5
2017;Laos;Masculino;0;6
2017;Lesoto;Feminino;0;2
2017;Lesoto;Masculino;0;0
2017;Letónia;Feminino;48;273
2017;Letónia;Masculino;30;118
2017;Libéria;Feminino;0;2
2017;Libéria;Masculino;0;10
2017;Liechtenstein;Feminino;0;4
2017;Liechtenstein;Masculino;0;4
2017;Lituânia;Feminino;74;449
2017;Lituânia;Masculino;33;200
2017;Luxemburgo;Feminino;25;88
2017;Luxemburgo;Masculino;15;105
2017;Líbano;Feminino;64;143
2017;Líbano;Masculino;68;182
2017;Líbia;Feminino;25;57
2017;Líbia;Masculino;31;69
2017;Macau;Feminino;0;2
2017;Macau;Masculino;0;1
2017;Macedónia do Norte;Feminino;5;27
2017;Macedónia do Norte;Masculino;4;16
2017;Madagáscar;Feminino;1;8
2017;Madagáscar;Masculino;0;1
2017;Maldivas;Feminino;2;3
2017;Maldivas;Masculino;1;3
2017;Mali;Feminino;1;9
2017;Mali;Masculino;5;40
2017;Malta;Feminino;4;19
2017;Malta;Masculino;8;23
2017;Malásia;Feminino;5;38
2017;Malásia;Masculino;4;24
2017;Maláui;Feminino;2;15
2017;Maláui;Masculino;1;4
2017;Marrocos;Feminino;80;769
2017;Marrocos;Masculino;63;742
2017;Mauritânia;Feminino;0;4
2017;Mauritânia;Masculino;3;21
2017;Mianmar;Feminino;1;4
2017;Mianmar;Masculino;1;6
2017;Moldávia;Feminino;162;2877
2017;Moldávia;Masculino;94;2333
2017;Mongólia;Feminino;0;18
2017;Mongólia;Masculino;3;9
2017;Montenegro;Feminino;2;5
2017;Montenegro;Masculino;2;7
2017;Moçambique;Feminino;171;1607
2017;Moçambique;Masculino;158;1247
2017;México;Feminino;42;304
2017;México;Masculino;42;212
2017;Namíbia;Feminino;6;14
2017;Namíbia;Masculino;2;4
2017;Nepal;Feminino;748;2719
2017;Nepal;Masculino;998;4718
2017;Nicarágua;Feminino;3;13
2017;Nicarágua;Masculino;1;3
2017;Nigéria;Feminino;27;182
2017;Nigéria;Masculino;61;326
2017;Noruega;Feminino;83;313
2017;Noruega;Masculino;85;367
2017;Nova Zelândia;Feminino;7;25
2017;Nova Zelândia;Masculino;8;30
2017;Níger;Feminino;0;1
2017;Níger;Masculino;1;1
2017;Omã;Feminino;2;3
2017;Omã;Masculino;2;4
2017;Palau;Feminino;0;1
2017;Palau;Masculino;0;0
2017;Palestina;Feminino;2;27
2017;Palestina;Masculino;4;35
2017;Panamá;Feminino;21;41
2017;Panamá;Masculino;16;20
2017;Paquistão;Feminino;214;1081
2017;Paquistão;Masculino;411;2299
2017;Paraguai;Feminino;13;83
2017;Paraguai;Masculino;3;35
2017;Países Baixos;Feminino;602;3633
2017;Países Baixos;Masculino;743;4204
2017;Peru;Feminino;25;166
2017;Peru;Masculino;12;85
2017;Polónia;Feminino;336;1310
2017;Polónia;Masculino;162;588
2017;Quirguistão;Feminino;3;19
2017;Quirguistão;Masculino;2;12
2017;Quénia;Feminino;11;50
2017;Quénia;Masculino;10;28
2017;Reino Unido;Feminino;1650;10495
2017;Reino Unido;Masculino;2184;11946
2017;República Centro-Africana;Feminino;0;4
2017;República Centro-Africana;Masculino;0;5
2017;República Checa;Feminino;68;246
2017;República Checa;Masculino;54;139
2017;República Democrática do Congo;Feminino;16;111
2017;República Democrática do Congo;Masculino;9;123
2017;República Dominicana;Feminino;9;93
2017;República Dominicana;Masculino;17;54
2017;Roménia;Feminino;965;13918
2017;Roménia;Masculino;1456;16832
2017;Ruanda;Feminino;5;26
2017;Ruanda;Masculino;0;7
2017;Rússia;Feminino;265;2774
2017;Rússia;Masculino;156;1490
2017;Samoa;Feminino;0;1
2017;Samoa;Masculino;0;0
2017;Santa Lúcia;Feminino;0;1
2017;Santa Lúcia;Masculino;0;0
2017;Senegal;Feminino;51;436
2017;Senegal;Masculino;62;805
2017;Serra Leoa;Feminino;1;22
2017;Serra Leoa;Masculino;11;42
2017;Seychelles;Feminino;1;3
2017;Seychelles;Masculino;3;4
2017;Singapura;Feminino;5;24
2017;Singapura;Masculino;2;8
2017;Somália;Feminino;0;19
2017;Somália;Masculino;4;28
2017;Sri Lanka;Feminino;6;30
2017;Sri Lanka;Masculino;3;42
2017;Sudão;Feminino;2;11
2017;Sudão;Masculino;6;17
2017;Suécia;Feminino;458;1537
2017;Suécia;Masculino;575;2027
2017;Suíça;Feminino;164;851
2017;Suíça;Masculino;221;990
2017;São Cristóvão e Nevis;Feminino;4;15
2017;São Cristóvão e Nevis;Masculino;5;16
2017;São Tomé e Príncipe;Feminino;406;4689
2017;São Tomé e Príncipe;Masculino;366;3916
2017;Sérvia;Feminino;17;116
2017;Sérvia;Masculino;24;89
2017;Síria;Feminino;165;318
2017;Síria;Masculino;206;398
2017;Tailândia;Feminino;111;526
2017;Tailândia;Masculino;239;1165
2017;Taiwan;Feminino;1;19
2017;Taiwan;Masculino;2;13
2017;Tajiquistão;Feminino;1;9
2017;Tajiquistão;Masculino;1;9
2017;Tanzânia;Feminino;1;8
2017;Tanzânia;Masculino;3;18
2017;Timor-Leste;Feminino;25;80
2017;Timor-Leste;Masculino;24;127
2017;Togo;Feminino;1;12
2017;Togo;Masculino;1;18
2017;Trindade e Tobago;Feminino;2;4
2017;Trindade e Tobago;Masculino;3;8
2017;Tunísia;Feminino;23;95
2017;Tunísia;Masculino;28;137
2017;Turquemenistão;Feminino;0;4
2017;Turquemenistão;Masculino;0;3
2017;Turquia;Feminino;100;355
2017;Turquia;Masculino;94;388
2017;Ucrânia;Feminino;698;16923
2017;Ucrânia;Masculino;549;15530
2017;Uganda;Feminino;4;12
2017;Uganda;Masculino;1;14
2017;Uruguai;Feminino;9;64
2017;Uruguai;Masculino;12;69
2017;Uzbequistão;Feminino;33;443
2017;Uzbequistão;Masculino;41;574
2017;Vanuatu;Feminino;0;1
2017;Vanuatu;Masculino;0;0
2017;Venezuela;Feminino;574;1888
2017;Venezuela;Masculino;350;1216
2017;Vietname;Feminino;54;101
2017;Vietname;Masculino;58;93
2017;Zimbabwe;Feminino;8;28
2017;Zimbabwe;Masculino;9;24
2017;Zâmbia;Feminino;1;6
2017;Zâmbia;Masculino;1;3
2017;África do Sul;Feminino;188;540
2017;África do Sul;Masculino;199;480
2017;Áustria;Feminino;126;460
2017;Áustria;Masculino;115;495
2017;Índia;Feminino;592;2500
2017;Índia;Masculino;1209;5490
2018;Afeganistão;Feminino;1;19
2018;Afeganistão;Masculino;4;41
2018;Albânia;Feminino;6;36
2018;Albânia;Masculino;9;49
2018;Alemanha;Feminino;1109;6127
2018;Alemanha;Masculino;1360;6690
2018;Andorra;Feminino;2;5
2018;Andorra;Masculino;3;11
2018;Angola;Feminino;1523;10090
2018;Angola;Masculino;1354;8292
2018;Antígua e Barbuda;Feminino;2;2
2018;Antígua e Barbuda;Masculino;3;3
2018;Apátrida;Feminino;1;11
2018;Apátrida;Masculino;1;19
2018;Argentina;Feminino;35;257
2018;Argentina;Masculino;47;229
2018;Argélia;Feminino;24;143
2018;Argélia;Masculino;48;196
2018;Arménia;Feminino;5;46
2018;Arménia;Masculino;3;32
2018;Arábia Saudita;Feminino;19;81
2018;Arábia Saudita;Masculino;21;84
2018;Austrália;Feminino;33;185
2018;Austrália;Masculino;39;187
2018;Azerbaijão;Feminino;7;28
2018;Azerbaijão;Masculino;4;19
2018;Bahamas;Feminino;1;1
2018;Bahamas;Masculino;0;0
2018;Bahrein;Feminino;0;6
2018;Bahrein;Masculino;4;7
2018;Bangladesh;Feminino;401;1114
2018;Bangladesh;Masculino;1553;4211
2018;Barbados;Feminino;0;3
2018;Barbados;Masculino;0;1
2018;Belize;Feminino;0;4
2018;Belize;Masculino;0;3
2018;Benin;Feminino;0;0
2018;Benin;Masculino;3;12
2018;Bielorrússia;Feminino;27;378
2018;Bielorrússia;Masculino;14;179
2018;Bolívia;Feminino;8;86
2018;Bolívia;Masculino;9;39
2018;Botswana;Feminino;2;4
2018;Botswana;Masculino;1;3
2018;Brasil;Feminino;14777;62575
2018;Brasil;Masculino;13433;42848
2018;Brunei;Feminino;1;1
2018;Brunei;Masculino;0;0
2018;Bulgária;Feminino;323;3540
2018;Bulgária;Masculino;217;3391
2018;Burkina Faso;Feminino;3;7
2018;Burkina Faso;Masculino;3;17
2018;Burundi;Feminino;0;2
2018;Burundi;Masculino;0;4
2018;Butão;Feminino;0;2
2018;Butão;Masculino;1;3
2018;Bélgica;Feminino;381;1868
2018;Bélgica;Masculino;487;2279
2018;Bósnia e Herzegovina;Feminino;7;42
2018;Bósnia e Herzegovina;Masculino;3;16
2018;Cabo Verde;Feminino;1347;18549
2018;Cabo Verde;Masculino;1218;16114
2018;Camarões;Feminino;26;75
2018;Camarões;Masculino;21;97
2018;Camboja;Feminino;5;13
2018;Camboja;Masculino;3;4
2018;Canadá;Feminino;69;425
2018;Canadá;Masculino;76;457
2018;Cazaquistão;Feminino;16;291
2018;Cazaquistão;Masculino;13;204
2018;Chade;Feminino;0;1
2018;Chade;Masculino;0;1
2018;Chile;Feminino;23;120
2018;Chile;Masculino;23;116
2018;China;Feminino;1194;12735
2018;China;Masculino;1141;12622
2018;Chipre;Feminino;10;31
2018;Chipre;Masculino;10;28
2018;Colômbia;Feminino;109;609
2018;Colômbia;Masculino;79;364
2018;Congo;Feminino;8;45
2018;Congo;Masculino;5;35
2018;Coreia do Sul;Feminino;29;102
2018;Coreia do Sul;Masculino;17;70
2018;Costa Rica;Feminino;8;51
2018;Costa Rica;Masculino;9;35
2018;Costa do Marfim;Feminino;12;52
2018;Costa do Marfim;Masculino;14;96
2018;Croácia;Feminino;49;172
2018;Croácia;Masculino;53;178
2018;Cuba;Feminino;59;540
2018;Cuba;Masculino;55;435
2018;Desconhecido;Feminino;0;3
2018;Desconhecido;Masculino;0;6
2018;Dinamarca;Feminino;79;395
2018;Dinamarca;Masculino;104;584
2018;Djibuti;Feminino;0;2
2018;Djibuti;Masculino;0;3
2018;Dominica;Feminino;0;4
2018;Dominica;Masculino;1;4
2018;Egipto;Feminino;41;138
2018;Egipto;Masculino;44;217
2018;El Salvador;Feminino;2;21
2018;El Salvador;Masculino;2;25
2018;Emiratos Árabes Unidos;Feminino;1;7
2018;Emiratos Árabes Unidos;Masculino;3;12
2018;Equador;Feminino;33;179
2018;Equador;Masculino;59;151
2018;Eritreia;Feminino;4;41
2018;Eritreia;Masculino;40;165
2018;Eslováquia;Feminino;51;202
2018;Eslováquia;Masculino;25;85
2018;Eslovénia;Feminino;34;90
2018;Eslovénia;Masculino;11;61
2018;Espanha;Feminino;1414;6895
2018;Espanha;Masculino;1485;7171
2018;Essuatíni;Feminino;0;4
2018;Essuatíni;Masculino;1;1
2018;Estados Unidos da América;Feminino;362;1620
2018;Estados Unidos da América;Masculino;352;1634
2018;Estónia;Feminino;31;167
2018;Estónia;Masculino;20;61
2018;Etiópia;Feminino;7;28
2018;Etiópia;Masculino;6;22
2018;Filipinas;Feminino;85;621
2018;Filipinas;Masculino;29;231
2018;Finlândia;Feminino;81;607
2018;Finlândia;Masculino;79;656
2018;França;Feminino;2411;9175
2018;França;Masculino;2895;10596
2018;Gabão;Feminino;2;13
2018;Gabão;Masculino;2;11
2018;Gana;Feminino;2;42
2018;Gana;Masculino;20;100
2018;Geórgia;Feminino;24;227
2018;Geórgia;Masculino;22;226
2018;Granada;Feminino;0;2
2018;Granada;Masculino;0;1
2018;Grécia;Feminino;76;267
2018;Grécia;Masculino;61;249
2018;Guatemala;Feminino;6;32
2018;Guatemala;Masculino;6;18
2018;Guiana;Feminino;0;4
2018;Guiana;Masculino;1;5
2018;Guiné;Feminino;96;432
2018;Guiné;Masculino;119;913
2018;Guiné Equatorial;Feminino;5;33
2018;Guiné Equatorial;Masculino;2;25
2018;Guiné-Bissau;Feminino;896;7664
2018;Guiné-Bissau;Masculino;1011;8522
2018;Gâmbia;Feminino;4;40
2018;Gâmbia;Masculino;13;116
2018;Haiti;Feminino;0;1
2018;Haiti;Masculino;1;4
2018;Honduras;Feminino;8;30
2018;Honduras;Masculino;6;11
2018;Hong Kong;Feminino;2;9
2018;Hong Kong;Masculino;6;11
2018;Hungria;Feminino;118;482
2018;Hungria;Masculino;81;266
2018;Ilhas Cook;Feminino;0;1
2018;Ilhas Cook;Masculino;0;0
2018;Ilhas Fiji;Feminino;1;2
2018;Ilhas Fiji;Masculino;0;2
2018;Ilhas Marshall;Feminino;0;1
2018;Ilhas Marshall;Masculino;0;0
2018;Ilhas Maurícias;Feminino;4;14
2018;Ilhas Maurícias;Masculino;4;19
2018;Indonésia;Feminino;20;92
2018;Indonésia;Masculino;89;188
2018;Iraque;Feminino;19;147
2018;Iraque;Masculino;28;205
2018;Irlanda;Feminino;189;751
2018;Irlanda;Masculino;290;1001
2018;Irão;Feminino;83;385
2018;Irão;Masculino;101;453
2018;Islândia;Feminino;10;43
2018;Islândia;Masculino;13;45
2018;Israel;Feminino;17;91
2018;Israel;Masculino;31;107
2018;Itália;Feminino;2973;7740
2018;Itália;Masculino;4016;11122
2018;Iémen;Feminino;0;4
2018;Iémen;Masculino;2;12
2018;Jamaica;Feminino;0;5
2018;Jamaica;Masculino;1;8
2018;Japão;Feminino;32;277
2018;Japão;Masculino;24;183
2018;Jordânia;Feminino;33;137
2018;Jordânia;Masculino;46;184
2018;Kosovo;Feminino;4;21
2018;Kosovo;Masculino;3;18
2018;Kuwait;Feminino;1;6
2018;Kuwait;Masculino;1;15
2018;Laos;Feminino;0;2
2018;Laos;Masculino;0;1
2018;Lesoto;Feminino;0;1
2018;Lesoto;Masculino;0;0
2018;Letónia;Feminino;41;308
2018;Letónia;Masculino;20;135
2018;Libéria;Feminino;0;2
2018;Libéria;Masculino;1;12
2018;Liechtenstein;Feminino;0;4
2018;Liechtenstein;Masculino;0;4
2018;Lituânia;Feminino;96;516
2018;Lituânia;Masculino;46;232
2018;Luxemburgo;Feminino;33;112
2018;Luxemburgo;Masculino;31;125
2018;Líbano;Feminino;54;189
2018;Líbano;Masculino;60;251
2018;Líbia;Feminino;4;51
2018;Líbia;Masculino;9;64
2018;Macau;Feminino;2;2
2018;Macau;Masculino;0;0
2018;Macedónia do Norte;Feminino;7;32
2018;Macedónia do Norte;Masculino;4;23
2018;Madagáscar;Feminino;1;9
2018;Madagáscar;Masculino;1;1
2018;Maldivas;Feminino;0;6
2018;Maldivas;Masculino;3;3
2018;Mali;Feminino;1;10
2018;Mali;Masculino;3;42
2018;Malta;Feminino;2;21
2018;Malta;Masculino;5;26
2018;Malásia;Feminino;13;43
2018;Malásia;Masculino;5;24
2018;Maláui;Feminino;0;13
2018;Maláui;Masculino;2;6
2018;Marrocos;Feminino;96;782
2018;Marrocos;Masculino;105;757
2018;Mauritânia;Feminino;0;4
2018;Mauritânia;Masculino;3;23
2018;Mianmar;Feminino;0;2
2018;Mianmar;Masculino;0;3
2018;Moldávia;Feminino;208;2697
2018;Moldávia;Masculino;158;2137
2018;Mongólia;Feminino;0;20
2018;Mongólia;Masculino;1;3
2018;Montenegro;Feminino;0;6
2018;Montenegro;Masculino;2;5
2018;Moçambique;Feminino;274;1743
2018;Moçambique;Masculino;193;1262
2018;México;Feminino;60;312
2018;México;Masculino;34;208
2018;Namíbia;Feminino;4;15
2018;Namíbia;Masculino;3;5
2018;Nepal;Feminino;1468;4176
2018;Nepal;Masculino;2743;7313
2018;Nicarágua;Feminino;6;17
2018;Nicarágua;Masculino;4;6
2018;Nigéria;Feminino;44;212
2018;Nigéria;Masculino;52;331
2018;Noruega;Feminino;62;355
2018;Noruega;Masculino;93;429
2018;Nova Zelândia;Feminino;10;36
2018;Nova Zelândia;Masculino;6;37
2018;Níger;Feminino;0;0
2018;Níger;Masculino;0;1
2018;Omã;Feminino;0;2
2018;Omã;Masculino;0;4
2018;Palestina;Feminino;8;34
2018;Palestina;Masculino;6;36
2018;Panamá;Feminino;12;51
2018;Panamá;Masculino;7;24
2018;Paquistão;Feminino;408;1396
2018;Paquistão;Masculino;861;2977
2018;Paraguai;Feminino;0;84
2018;Paraguai;Masculino;10;18
2018;Países Baixos;Feminino;677;4159
2018;Países Baixos;Masculino;800;4825
2018;Peru;Feminino;34;184
2018;Peru;Masculino;28;101
2018;Polónia;Feminino;392;1579
2018;Polónia;Masculino;234;741
2018;Qatar;Feminino;1;1
2018;Qatar;Masculino;0;0
2018;Quirguistão;Feminino;3;16
2018;Quirguistão;Masculino;3;10
2018;Quénia;Feminino;4;57
2018;Quénia;Masculino;8;40
2018;Reino Unido;Feminino;2235;12246
2018;Reino Unido;Masculino;2844;14209
2018;República Centro-Africana;Feminino;2;5
2018;República Centro-Africana;Masculino;0;4
2018;República Checa;Feminino;89;303
2018;República Checa;Masculino;54;160
2018;República Democrática do Congo;Feminino;10;113
2018;República Democrática do Congo;Masculino;17;127
2018;República Dominicana;Feminino;11;88
2018;República Dominicana;Masculino;10;59
2018;Roménia;Feminino;751;14033
2018;Roménia;Masculino;1367;16875
2018;Ruanda;Feminino;1;19
2018;Ruanda;Masculino;1;9
2018;Rússia;Feminino;302;2839
2018;Rússia;Masculino;193;1526
2018;Samoa;Feminino;0;1
2018;Samoa;Masculino;0;0
2018;Santa Lúcia;Feminino;0;1
2018;Santa Lúcia;Masculino;0;0
2018;Senegal;Feminino;40;431
2018;Senegal;Masculino;78;817
2018;Serra Leoa;Feminino;5;31
2018;Serra Leoa;Masculino;10;45
2018;Seychelles;Feminino;0;3
2018;Seychelles;Masculino;0;7
2018;Singapura;Feminino;7;28
2018;Singapura;Masculino;3;12
2018;Somália;Feminino;9;22
2018;Somália;Masculino;23;42
2018;Sri Lanka;Feminino;3;30
2018;Sri Lanka;Masculino;10;53
2018;Sudão;Feminino;4;18
2018;Sudão;Masculino;17;42
2018;Suécia;Feminino;461;1903
2018;Suécia;Masculino;463;2371
2018;Suíça;Feminino;255;1023
2018;Suíça;Masculino;266;1167
2018;São Cristóvão e Nevis;Feminino;1;18
2018;São Cristóvão e Nevis;Masculino;4;23
2018;São Tomé e Príncipe;Feminino;629;5057
2018;São Tomé e Príncipe;Masculino;534;4096
2018;São Vicente e Granadinas;Feminino;0;1
2018;São Vicente e Granadinas;Masculino;0;0
2018;Sérvia;Feminino;24;120
2018;Sérvia;Masculino;10;81
2018;Síria;Feminino;56;370
2018;Síria;Masculino;65;478
2018;Tailândia;Feminino;121;546
2018;Tailândia;Masculino;161;1047
2018;Taiwan;Feminino;12;30
2018;Taiwan;Masculino;6;11
2018;Tajiquistão;Feminino;6;14
2018;Tajiquistão;Masculino;3;10
2018;Tanzânia;Feminino;6;13
2018;Tanzânia;Masculino;6;22
2018;Timor-Leste;Feminino;58;113
2018;Timor-Leste;Masculino;55;150
2018;Togo;Feminino;0;12
2018;Togo;Masculino;3;19
2018;Trindade e Tobago;Feminino;1;2
2018;Trindade e Tobago;Masculino;3;8
2018;Tunísia;Feminino;26;110
2018;Tunísia;Masculino;45;176
2018;Turquemenistão;Feminino;0;6
2018;Turquemenistão;Masculino;2;5
2018;Turquia;Feminino;277;535
2018;Turquia;Masculino;286;555
2018;Ucrânia;Feminino;860;15783
2018;Ucrânia;Masculino;687;13435
2018;Uganda;Feminino;2;12
2018;Uganda;Masculino;2;14
2018;Uruguai;Feminino;12;66
2018;Uruguai;Masculino;14;66
2018;Uzbequistão;Feminino;35;428
2018;Uzbequistão;Masculino;42;558
2018;Vanuatu;Feminino;0;1
2018;Vanuatu;Masculino;0;0
2018;Venezuela;Feminino;962;2826
2018;Venezuela;Masculino;731;1914
2018;Vietname;Feminino;91;171
2018;Vietname;Masculino;81;153
2018;Zimbabwe;Feminino;7;33
2018;Zimbabwe;Masculino;7;31
2018;Zâmbia;Feminino;0;6
2018;Zâmbia;Masculino;1;2
2018;África do Sul;Feminino;144;704
2018;África do Sul;Masculino;183;675
2018;Áustria;Feminino;117;539
2018;Áustria;Masculino;132;580
2018;Índia;Feminino;962;3255
2018;Índia;Masculino;3132;8138
2019;Afeganistão;Feminino;3;21
2019;Afeganistão;Masculino;3;41
2019;Albânia;Feminino;7;40
2019;Albânia;Masculino;6;44
2019;Alemanha;Feminino;1257;6962
2019;Alemanha;Masculino;1568;7707
2019;Andorra;Feminino;1;6
2019;Andorra;Masculino;0;7
2019;Angola;Feminino;2506;12603
2019;Angola;Masculino;1972;10088
2019;Antígua e Barbuda;Feminino;0;0
2019;Antígua e Barbuda;Masculino;1;1
2019;Apátrida;Feminino;1;14
2019;Apátrida;Masculino;1;19
2019;Argentina;Feminino;68;302
2019;Argentina;Masculino;56;258
2019;Argélia;Feminino;76;225
2019;Argélia;Masculino;109;292
2019;Arménia;Feminino;7;47
2019;Arménia;Masculino;5;34
2019;Arábia Saudita;Feminino;5;87
2019;Arábia Saudita;Masculino;10;95
2019;Austrália;Feminino;41;216
2019;Austrália;Masculino;58;243
2019;Azerbaijão;Feminino;7;38
2019;Azerbaijão;Masculino;6;29
2019;Bahamas;Feminino;0;1
2019;Bahamas;Masculino;0;0
2019;Bahrein;Feminino;0;5
2019;Bahrein;Masculino;1;7
2019;Bangladesh;Feminino;584;1671
2019;Bangladesh;Masculino;1812;6293
2019;Barbados;Feminino;0;3
2019;Barbados;Masculino;0;1
2019;Belize;Feminino;0;5
2019;Belize;Masculino;0;3
2019;Benin;Feminino;0;1
2019;Benin;Masculino;0;10
2019;Bermudas;Feminino;1;1
2019;Bermudas;Masculino;0;0
2019;Bielorrússia;Feminino;33;373
2019;Bielorrússia;Masculino;15;191
2019;Bolívia;Feminino;7;86
2019;Bolívia;Masculino;3;34
2019;Botswana;Feminino;1;2
