Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Código territorial;Nível territorial;Designação;Sujeitos Passivos;Rendimento bruto declarado;Rendimento bruto deduzido do IRS liquidado ;Rendimento bruto declarado médio por sujeito passivo;Percentis do rendimento bruto declarado;;;;;;;;;;;Percentis do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;;;Coeficiente de Gini do rendimento bruto declarado deduzido do IRS liquidado;Desigualdade na distribuição do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;
;;;;;;;10;20;25;30;40;50;60;70;75;80;90;10;20;25;30;40;50;60;70;75;80;90;;P80/P20;P90/P10;;;;;;;;
;;;Nº;Milhares €;;€;;;;;;;;;;;;€;€;€;€;€;€;€;€;€;€;€;%;Nº;Nº;;;;;;;;
1807;Município;Moimenta da Beira;5 973;63 387;57 825;10 612;3 025;4 895;5 495;6 028;7 384;8 700;9 790;11 423;12 656;14 333;20 484;3 014;4 863;5 447;5 969;7 291;8 576;9 472;10 864;11 829;13 264;17 755;35,1;2,7;5,9;;;;;;;;
1707;Município;Murça;3 697;35 753;32 867;9 671;2 678;4 560;4 962;5 367;6 415;7 703;9 245;10 687;11 667;13 209;18 863;2 651;4 516;4 955;5 301;6 368;7 652;9 114;10 225;11 096;12 295;16 685;35,7;2,7;6,3;;;;;;;;
1812;Município;Penedono;1 826;17 613;16 177;9 646;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
1708;Município;Peso da Régua;10 142;114 036;103 109;11 244;3 377;5 066;5 641;6 251;7 535;9 038;10 160;12 138;13 536;15 382;21 740;3 356;5 017;5 584;6 166;7 458;8 902;9 783;11 525;12 577;14 043;18 716;34,9;2,8;5,6;;;;;;;;
1710;Município;Sabrosa;3 933;39 570;36 744;10 061;3 680;5 093;5 574;6 034;7 207;8 632;9 596;11 060;11 955;13 087;18 206;3 657;5 068;5 546;6 028;7 114;8 518;9 412;10 588;11 371;12 292;16 231;31,7;2,4;4,4;;;;;;;;
1711;Município;Santa Marta de Penaguião;4 651;42 234;39 251;9 081;2 291;4 080;4 762;5 219;6 156;7 431;8 962;10 138;11 030;12 167;16 873;2 288;4 061;4 739;5 190;6 101;7 317;8 780;9 766;10 559;11 451;15 354;36,4;2,8;6,7;;;;;;;;
1815;Município;São João da Pesqueira;4 573;44 326;40 610;9 693;2 902;4 456;4 951;5 482;6 629;7 843;9 155;10 459;11 599;12 796;18 019;2 881;4 435;4 911;5 420;6 569;7 752;9 001;10 027;10 916;12 029;15 860;35,1;2,7;5,5;;;;;;;;
1818;Município;Sernancelhe;3 302;31 904;29 580;9 662;3 495;4 748;5 277;5 843;7 202;8 435;9 310;10 602;11 487;12 638;17 283;3 435;4 708;5 205;5 791;7 100;8 282;9 310;10 084;10 853;11 841;15 264;31,6;2,5;4,4;;;;;;;;
1819;Município;Tabuaço;3 051;29 261;26 979;9 591;3 014;4 582;4 929;5 343;6 448;7 678;8 984;10 200;11 260;12 797;18 464;2 935;4 577;4 906;5 314;6 404;7 553;8 855;9 847;10 769;11 812;16 547;35,0;2,6;5,6;;;;;;;;
1820;Município;Tarouca;4 469;45 738;42 163;10 235;3 030;4 773;5 301;6 004;7 415;8 855;9 742;11 287;12 358;13 553;19 305;3 014;4 757;5 295;5 917;7 277;8 733;9 415;10 769;11 619;12 680;16 884;33,6;2,7;5,6;;;;;;;;
0409;Município;Torre de Moncorvo;4 814;50 761;46 221;10 544;3 143;4 840;5 342;6 003;7 223;8 623;9 777;11 633;12 657;14 288;20 466;3 127;4 803;5 309;5 939;7 144;8 447;9 415;10 992;11 861;13 189;17 861;34,6;2,7;5,7;;;;;;;;
0914;Município;Vila Nova de Foz Côa;4 349;45 695;41 363;10 507;2 654;4 562;5 187;5 772;7 048;8 468;9 690;11 571;12 890;14 342;20 426;2 638;4 560;5 088;5 729;6 968;8 300;9 415;11 010;11 996;13 217;17 497;36,1;2,9;6,6;;;;;;;;
1714;Município;Vila Real;35 084;504 605;441 671;14 383;3 998;5 856;6 719;7 581;9 279;10 634;12 600;15 789;18 027;20 869;29 844;3 984;5 791;6 628;7 491;9 151;10 219;11 919;14 449;16 101;18 231;24 459;36,5;3,1;6,1;;;;;;;;
11E;NUTS 3;   Terras de Trás-os-Montes;74 930;902 503;807 488;12 045;3 313;5 075;5 704;6 401;7 891;9 310;10 871;12 940;14 517;16 735;24 316;3 265;5 033;5 665;6 333;7 774;9 267;10 356;12 119;13 432;15 059;20 702;36,4;3,0;6,3;;;;;;;;
0401;Município;Alfândega da Fé;3 065;31 658;28 885;10 329;3 141;4 735;5 209;5 692;6 764;8 129;9 310;11 050;12 378;14 061;20 558;3 113;4 695;5 155;5 631;6 705;7 980;9 246;10 563;11 578;13 001;17 627;35,5;2,8;5,7;;;;;;;;
0402;Município;Bragança;24 289;346 614;303 694;14 270;4 058;6 030;6 899;7 783;9 388;11 004;12 768;15 701;17 650;20 309;28 774;3 995;5 974;6 828;7 677;9 310;10 499;12 001;14 329;15 832;17 767;23 720;35,5;3,0;5,9;;;;;;;;
0405;Município;Macedo de Cavaleiros;9 716;105 126;95 080;10 820;2 835;4 586;5 003;5 522;6 735;8 243;9 524;11 438;12 606;14 702;22 291;2 805;4 562;4 963;5 488;6 676;8 078;9 367;10 835;11 859;13 583;19 302;38,3;3,0;6,9;;;;;;;;
0406;Município;Miranda do Douro;4 768;54 535;49 282;11 438;3 659;5 374;6 041;6 645;8 198;9 331;10 745;12 461;13 940;15 639;21 973;3 609;5 295;5 899;6 572;8 046;9 273;10 140;11 681;12 831;14 230;18 942;33,2;2,7;5,2;;;;;;;;
0407;Município;Mirandela;14 753;176 990;158 879;11 997;3 432;5 054;5 722;6 404;7 916;9 310;10 864;12 964;14 447;16 652;24 014;3 408;5 020;5 669;6 354;7 787;9 298;10 365;12 124;13 375;15 086;20 511;36,1;3,0;6,0;;;;;;;;
0408;Município;Mogadouro;5 900;64 085;57 957;10 862;3 014;4 791;5 296;5 871;7 200;8 736;9 844;11 678;12 773;14 457;21 247;3 008;4 721;5 241;5 790;7 103;8 574;9 478;10 983;12 001;13 342;18 522;36,0;2,8;6,2;;;;;;;;
0410;Município;Vila Flor;4 013;40 712;37 306;10 145;3 015;4 655;5 104;5 549;6 667;7 966;9 310;10 830;11 923;13 699;19 507;3 000;4 655;5 078;5 512;6 558;7 859;9 241;10 383;11 335;12 742;17 298;36,0;2,7;5,8;;;;;;;;
0411;Município;Vimioso;2 942;29 723;27 204;10 103;2 937;4 724;5 295;5 800;7 085;8 468;9 540;11 212;12 317;13 649;19 072;2 903;4 683;5 244;5 714;6 954;8 249;9 363;10 606;11 500;12 678;16 697;34,4;2,7;5,8;;;;;;;;
0412;Município;Vinhais;5 484;53 059;49 199;9 675;3 014;4 751;5 101;5 674;6 616;7 887;9 310;10 752;11 729;13 020;18 211;2 967;4 709;5 067;5 640;6 526;7 776;9 232;10 218;11 121;12 229;16 399;33,9;2,6;5,5;;;;;;;;
19;NUTS 2;  Centro;1 193 223;16 013 550;14 187 229;13 420;4 560;6 188;6 983;7 763;9 221;10 406;12 042;14 281;15 836;17 887;25 551;4 542;6 126;6 905;7 658;9 086;9 999;11 409;13 238;14 440;15 978;21 506;33,6;2,6;4,7;;;;;;;;
191;NUTS 3;   Região de Aveiro;270 048;3 695 792;3 269 876;13 686;4 574;6 354;7 169;7 980;9 345;10 730;12 374;14 561;16 098;18 138;25 819;4 562;6 283;7 080;7 873;9 300;10 307;11 692;13 466;14 657;16 192;21 694;33,4;2,6;4,8;;;;;;;;
0101;Município;Águeda;34 919;447 106;402 117;12 804;4 729;6 392;7 094;7 843;9 220;10 290;11 664;13 420;14 630;16 352;22 669;4 708;6 338;7 008;7 753;9 112;9 929;11 144;12 620;13 599;14 902;19 575;31,7;2,4;4,2;;;;;;;;
0102;Município;Albergaria-a-Velha;18 386;231 295;209 108;12 580;4 710;6 420;7 151;7 922;9 310;10 478;11 982;13 817;15 006;16 506;22 309;4 672;6 347;7 059;7 782;9 185;10 057;11 377;12 884;13 892;14 982;19 235;30,5;2,4;4,1;;;;;;;;
0103;Município;Anadia;20 536;260 734;232 255;12 696;4 448;5 930;6 591;7 280;8 743;9 837;11 360;13 292;14 613;16 369;22 909;4 423;5 880;6 535;7 206;8 634;9 510;10 830;12 466;13 520;14 862;19 573;33,7;2,5;4,4;;;;;;;;
0105;Município;Aveiro;59 548;976 440;836 371;16 398;4 962;7 188;8 154;9 083;10 566;12 347;14 529;17 747;20 005;23 031;32 621;4 924;7 084;8 010;8 928;10 131;11 630;13 403;15 827;17 519;19 659;26 129;34,7;2,8;5,3;;;;;;;;
0108;Município;Estarreja;19 369;244 578;220 719;12 627;4 357;6 088;6 879;7 695;9 242;10 563;12 020;13 951;15 188;16 814;22 826;4 316;6 028;6 813;7 590;9 093;10 124;11 390;12 994;14 042;15 192;19 838;31,9;2,5;4,6;;;;;;;;
0110;Município;Ílhavo;28 612;412 990;361 913;14 434;4 489;6 588;7 483;8 336;9 676;11 245;13 029;15 408;17 139;19 447;27 766;4 460;6 507;7 372;8 192;9 417;10 728;12 244;14 106;15 397;17 183;23 010;34,0;2,6;5,2;;;;;;;;
0112;Município;Murtosa;6 831;80 008;72 099;11 712;3 036;4 940;5 752;6 569;8 244;9 664;11 125;13 083;14 319;15 997;22 467;3 017;4 903;5 671;6 482;8 106;9 416;10 705;12 306;13 238;14 612;19 336;35,1;3,0;6,4;;;;;;;;
0114;Município;Oliveira do Bairro;16 587;205 797;186 698;12 407;4 630;6 263;7 072;7 825;9 255;10 380;11 776;13 548;14 799;16 496;22 422;4 581;6 209;6 992;7 722;9 136;10 024;11 229;12 699;13 712;14 956;19 399;30,7;2,4;4,2;;;;;;;;
0115;Município;Ovar;40 993;550 772;489 800;13 436;4 607;6 350;7 149;7 923;9 297;10 537;12 193;14 284;15 786;17 788;25 121;4 582;6 283;7 069;7 813;9 202;10 137;11 551;13 265;14 443;15 980;21 265;33,1;2,5;4,6;;;;;;;;
0117;Município;Sever do Vouga;8 255;96 400;87 953;11 678;4 500;5 817;6 439;7 120;8 575;9 748;11 242;13 092;14 203;15 630;21 273;4 473;5 780;6 379;7 066;8 454;9 426;10 767;12 352;13 272;14 327;18 450;30,6;2,5;4,1;;;;;;;;
0118;Município;Vagos;16 012;189 673;170 844;11 846;3 916;5 441;6 190;6 973;8 548;9 698;11 087;12 862;13 993;15 497;21 090;3 874;5 347;6 106;6 900;8 411;9 415;10 614;12 061;12 998;14 177;18 233;33,1;2,7;4,7;;;;;;;;
192;NUTS 3;   Região de Coimbra;318 251;4 594 027;4 010 635;14 435;4 717;6 431;7 245;8 051;9 371;10 795;12 606;15 212;16 999;19 471;28 248;4 693;6 388;7 155;7 945;9 310;10 351;11 878;13 940;15 291;17 122;23 306;34,6;2,7;5,0;;;;;;;;
0601;Município;Arganil;7 722;82 458;76 302;10 678;4 085;5 555;6 174;6 858;8 101;9 178;10 002;11 388;12 458;13 809;18 741;4 077;5 538;6 136;6 800;8 000;9 083;9 694;10 917;11 764;12 997;16 783;30,8;2,3;4,1;;;;;;;;
0602;Município;Cantanhede;24 705;296 790;267 187;12 013;3 900;5 531;6 223;6 952;8 459;9 703;11 207;13 273;14 719;16 421;22 471;3 867;5 495;6 155;6 881;8 316;9 415;10 708;12 392;13 558;14 839;19 357;33,3;2,7;5,0;;;;;;;;
0603;Município;Coimbra;103 635;1 900 886;1 590 137;18 342;5 377;7 505;8 465;9 272;10 822;12 838;15 653;19 818;22 801;26 552;38 180;5 317;7 408;8 330;9 147;10 374;12 055;14 252;17 354;19 505;22 069;29 661;36,4;3,0;5,6;;;;;;;;
0604;Município;Condeixa-a-Nova;11 967;174 542;154 429;14 585;5 122;7 030;7 935;8 724;10 070;11 621;13 728;16 436;18 183;20 625;27 486;5 094;6 989;7 797;8 571;9 715;11 071;12 795;14 851;16 284;17 970;22 873;31,5;2,6;4,5;;;;;;;;
0605;Município;Figueira da Foz;43 618;637 248;558 096;14 610;4 777;6 672;7 538;8 356;9 695;11 263;13 216;15 929;17 722;20 169;28 248;4 752;6 592;7 427;8 201;9 420;10 769;12 354;14 487;15 872;17 659;23 401;33,6;2,7;4,9;;;;;;;;
0606;Município;Góis;2 733;29 120;26 934;10 655;4 345;5 651;6 270;6 999;8 204;9 278;10 090;11 725;12 651;13 872;18 394;4 309;5 616;6 251;6 959;8 046;9 117;9 683;11 147;11 915;12 789;16 432;29,4;2,3;3,8;;;;;;;;
0607;Município;Lousã;12 034;154 086;138 577;12 804;4 633;6 404;7 266;8 052;9 311;10 601;12 082;14 059;15 452;17 287;23 420;4 607;6 341;7 196;7 929;9 269;10 150;11 461;13 053;14 182;15 485;19 975;31,1;2,4;4,3;;;;;;;;
0111;Município;Mealhada;14 433;189 534;170 262;13 132;4 762;6 412;7 149;7 991;9 324;10 752;12 402;14 577;15 909;17 737;23 959;4 711;6 347;7 087;7 864;9 258;10 287;11 744;13 466;14 593;15 936;20 537;31,5;2,5;4,4;;;;;;;;
0608;Município;Mira;8 510;103 960;92 869;12 216;3 775;5 495;6 095;6 833;8 355;9 511;11 032;13 244;14 647;16 642;23 788;3 736;5 447;6 028;6 746;8 214;9 388;10 547;12 328;13 532;15 004;20 206;34,7;2,8;5,4;;;;;;;;
0609;Município;Miranda do Corvo;8 523;99 451;90 582;11 669;4 506;5 996;6 704;7 321;8 744;9 820;11 123;12 874;13 998;15 382;20 271;4 479;5 940;6 634;7 240;8 598;9 474;10 679;12 110;13 011;14 062;17 756;30,3;2,4;4,0;;;;;;;;
0610;Município;Montemor-o-Velho;17 987;228 821;206 610;12 721;4 958;6 518;7 252;7 970;9 310;10 612;12 121;14 077;15 453;17 032;22 884;4 921;6 439;7 160;7 869;9 199;10 153;11 461;13 069;14 103;15 310;19 634;29,7;2,4;4,0;;;;;;;;
1808;Município;Mortágua;6 591;75 111;68 627;11 396;4 137;5 604;6 263;6 918;8 381;9 519;10 729;12 299;13 471;14 790;20 397;4 096;5 563;6 189;6 831;8 254;9 382;10 293;11 675;12 548;13 642;17 870;31,7;2,5;4,4;;;;;;;;
0611;Município;Oliveira do Hospital;13 752;147 609;136 299;10 734;4 353;5 547;6 200;6 802;8 140;9 271;10 070;11 557;12 513;13 845;18 800;4 330;5 502;6 154;6 764;8 041;9 200;9 724;11 002;11 891;13 000;16 596;29,9;2,4;3,8;;;;;;;;
0612;Município;Pampilhosa da Serra;2 503;26 511;24 558;10 592;4 647;5 884;6 591;7 078;8 292;9 310;10 216;11 479;12 229;13 292;17 740;4 625;5 872;6 525;7 031;8 206;9 214;9 773;11 007;11 577;12 377;15 673;27,5;2,1;3,4;;;;;;;;
0613;Município;Penacova;9 923;104 266;96 500;10 508;3 999;5 495;6 080;6 662;7 945;9 272;10 376;11 946;12 947;14 148;18 152;3 981;5 436;6 028;6 611;7 792;9 096;9 976;11 285;12 146;13 104;16 174;29,8;2,4;4,1;;;;;;;;
0614;Município;Penela;3 863;45 040;40 330;11 659;4 470;5 696;6 326;6 994;8 317;9 345;10 512;12 242;13 475;14 992;20 013;4 453;5 662;6 260;6 918;8 176;9 305;10 170;11 575;12 543;13 645;17 389;31,4;2,4;3,9;;;;;;;;
0615;Município;Soure;12 830;158 985;144 271;12 392;5 021;6 632;7 303;8 012;9 310;10 544;12 004;13 916;15 145;16 632;21 857;4 980;6 543;7 209;7 879;9 201;10 124;11 308;12 911;13 863;15 044;18 835;28,7;2,3;3,8;;;;;;;;
0616;Município;Tábua;7 918;83 717;76 780;10 573;3 990;5 376;5 971;6 591;7 831;9 041;9 702;11 026;12 018;13 424;18 275;3 922;5 313;5 944;6 523;7 754;8 946;9 415;10 590;11 431;12 645;16 131;31,4;2,4;4,1;;;;;;;;
0617;Município;Vila Nova de Poiares;5 004;55 892;51 285;11 170;4 106;5 659;6 404;7 070;8 645;9 566;10 827;12 403;13 524;14 784;20 020;4 098;5 620;6 352;6 986;8 514;9 415;10 389;11 790;12 609;13 623;17 522;30,5;2,4;4,3;;;;;;;;
193;NUTS 3;   Região de Leiria;210 121;2 821 530;2 512 884;13 428;4 753;6 591;7 408;8 156;9 411;10 812;12 493;14 652;16 069;17 913;24 466;4 709;6 527;7 295;8 020;9 310;10 367;11 787;13 526;14 629;16 013;20 770;31,8;2,5;4,4;;;;;;;;
1002;Município;Alvaiázere;4 234;45 470;41 795;10 739;4 043;5 504;6 109;6 730;7 873;8 983;9 945;11 503;12 563;13 899;19 470;3 998;5 494;6 041;6 635;7 745;8 866;9 492;10 931;11 793;12 899;16 919;31,2;2,3;4,2;;;;;;;;
1003;Município;Ansião;8 206;92 017;84 343;11 213;4 360;5 694;6 347;6 959;8 215;9 310;10 555;12 410;13 566;15 102;19 881;4 355;5 641;6 305;6 906;8 100;9 269;10 107;11 718;12 669;13 850;17 401;30,8;2,5;4,0;;;;;;;;
1004;Município;Batalha;11 563;150 408;135 469;13 008;4 840;6 611;7 496;8 234;9 469;10 835;12 422;14 461;15 814;17 473;23 280;4 762;6 574;7 389;8 096;9 334;10 391;11 729;13 397;14 468;15 739;19 941;30,2;2,4;4,2;;;;;;;;
1007;Município;Castanheira de Pêra;2 002;20 813;19 279;10 396;4 441;5 605;6 094;6 587;7 695;8 833;9 475;10 817;11 928;13 319;18 768;4 424;5 599;6 076;6 566;7 645;8 718;9 370;10 365;11 214;12 459;16 362;29,5;2,2;3,7;;;;;;;;
1008;Município;Figueiró dos Vinhos;3 784;41 617;38 024;10 998;4 107;5 495;6 083;6 764;7 934;9 155;10 101;11 715;12 878;14 538;20 072;4 024;5 495;6 045;6 736;7 855;9 043;9 724;11 169;12 068;13 367;17 461;31,9;2,4;4,3;;;;;;;;
1009;Município;Leiria;94 911;1 384 250;1 214 545;14 585;4 962;6 980;7 851;8 653;9 883;11 505;13 330;15 740;17 356;19 599;27 224;4 914;6 886;7 713;8 511;9 543;10 960;12 470;14 343;15 592;17 216;22 597;32,5;2,5;4,6;;;;;;;;
1010;Município;Marinha Grande;29 957;415 791;370 061;13 880;5 205;7 304;8 067;8 837;10 029;11 526;13 225;15 390;16 830;18 574;24 448;5 156;7 196;7 971;8 688;9 652;10 933;12 338;14 107;15 175;16 453;20 778;29,9;2,3;4,0;;;;;;;;
1013;Município;Pedrógão Grande;2 479;26 277;24 178;10 600;3 639;5 286;5 870;6 523;7 711;8 972;9 795;11 538;12 425;14 071;19 570;3 624;5 281;5 846;6 435;7 616;8 817;9 439;10 888;11 728;13 011;17 355;32,3;2,5;4,8;;;;;;;;
1015;Município;Pombal;36 191;434 883;395 027;12 016;4 268;6 037;6 777;7 531;8 954;10 087;11 613;13 404;14 603;16 202;21 325;4 225;5 977;6 710;7 414;8 814;9 730;11 050;12 574;13 511;14 730;18 494;30,9;2,5;4,4;;;;;;;;
1016;Município;Porto de Mós;16 794;210 004;190 162;12 505;4 844;6 470;7 243;7 952;9 266;10 315;11 806;13 683;14 898;16 402;22 147;4 829;6 426;7 176;7 841;9 169;9 951;11 203;12 784;13 735;14 900;19 132;30,1;2,3;4,0;;;;;;;;
194;NUTS 3;   Viseu Dão Lafões;173 973;2 197 553;1 963 137;12 632;4 207;5 665;6 414;7 164;8 706;9 820;11 339;13 383;14 876;16 852;24 503;4 172;5 614;6 368;7 095;8 591;9 494;10 822;12 545;13 708;15 194;20 846;34,2;2,7;5,0;;;;;;;;
0901;Município;Aguiar da Beira;3 348;33 989;31 362;10 152;3 505;5 047;5 578;6 191;7 538;8 703;9 572;10 952;12 092;13 242;17 888;3 458;4 971;5 497;6 155;7 439;8 605;9 420;10 537;11 331;12 331;15 862;32,2;2,5;4,6;;;;;;;;
1802;Município;Carregal do Sal;5 981;68 127;62 130;11 391;4 356;5 635;6 399;7 137;8 511;9 498;10 576;12 243;13 404;15 049;20 726;4 324;5 606;6 364;7 032;8 378;9 379;10 167;11 523;12 465;13 781;17 962;31,2;2,5;4,2;;;;;;;;
1803;Município;Castro Daire;8 950;85 517;79 427;9 555;3 066;4 763;5 181;5 631;6 697;7 980;9 209;10 471;11 474;12 687;17 812;3 053;4 734;5 129;5 598;6 619;7 862;9 088;10 074;10 855;11 962;15 905;33,2;2,5;5,2;;;;;;;;
1806;Município;Mangualde;12 815;156 380;140 724;12 203;4 234;5 779;6 523;7 270;8 854;9 857;11 291;13 072;14 391;15 991;23 032;4 192;5 706;6 444;7 191;8 687;9 511;10 763;12 242;13 334;14 609;19 636;32,5;2,6;4,7;;;;;;;;
1809;Município;Nelas;9 286;111 190;100 858;11 974;4 371;5 756;6 456;7 133;8 644;9 796;11 182;13 073;14 406;15 900;22 039;4 361;5 704;6 396;7 050;8 541;9 452;10 729;12 338;13 288;14 530;19 065;31,9;2,5;4,4;;;;;;;;
1810;Município;Oliveira de Frades;6 818;77 156;70 761;11 316;4 364;5 716;6 427;7 095;8 556;9 600;10 789;12 384;13 471;14 950;19 930;4 332;5 677;6 398;6 996;8 415;9 415;10 343;11 774;12 597;13 804;17 502;30,4;2,4;4,0;;;;;;;;
1811;Município;Penalva do Castelo;4 847;49 850;45 998;10 285;3 450;4 962;5 449;6 006;7 245;8 823;9 850;11 440;12 388;13 644;18 726;3 402;4 915;5 394;5 907;7 174;8 670;9 530;10 894;11 731;12 788;16 679;32,6;2,6;4,9;;;;;;;;
1814;Município;Santa Comba Dão;7 527;87 365;79 484;11 607;4 429;5 717;6 350;7 025;8 380;9 464;10 836;12 634;13 736;15 271;20 967;4 419;5 659;6 303;6 962;8 275;9 364;10 382;11 877;12 820;14 011;18 260;31,5;2,5;4,1;;;;;;;;
1816;Município;São Pedro do Sul;10 285;113 430;103 358;11 029;3 532;5 217;5 726;6 454;7 820;9 086;10 050;11 596;12 821;14 275;20 531;3 528;5 167;5 682;6 401;7 711;8 979;9 689;11 079;11 997;13 284;17 829;33,8;2,6;5,1;;;;;;;;
1817;Município;Sátão;7 709;82 972;75 589;10 763;3 352;4 964;5 513;6 118;7 488;8 935;9 952;11 504;12 619;14 373;19 886;3 350;4 943;5 461;6 028;7 371;8 771;9 615;10 926;11 967;13 325;17 408;34,3;2,7;5,2;;;;;;;;
1821;Município;Tondela;17 826;213 723;193 524;11 989;4 366;5 763;6 506;7 212;8 688;9 808;11 382;13 077;14 181;15 626;21 466;4 342;5 699;6 451;7 145;8 570;9 481;10 841;12 246;13 181;14 274;18 627;31,9;2,5;4,3;;;;;;;;
1822;Município;Vila Nova de Paiva;2 886;30 448;27 704;10 550;3 199;4 738;5 232;6 021;7 433;8 857;9 820;11 562;12 571;14 220;19 415;3 178;4 686;5 158;5 901;7 286;8 729;9 505;10 949;11 762;12 996;16 913;34,5;2,8;5,3;;;;;;;;
1823;Município;Viseu;69 217;1 013 687;885 642;14 645;4 593;6 298;7 165;8 034;9 488;10 962;12 835;15 685;17 749;20 413;29 467;4 563;6 236;7 088;7 932;9 353;10 513;12 097;14 343;15 876;17 850;24 249;35,2;2,9;5,3;;;;;;;;
1824;Município;Vouzela;6 478;73 718;66 576;11 380;4 184;5 557;6 187;6 875;8 217;9 310;10 396;11 806;12 834;14 045;19 453;4 159;5 500;6 118;6 778;8 111;9 288;10 036;11 202;12 004;13 053;17 203;32,1;2,4;4,1;;;;;;;;
195;NUTS 3;   Beira Baixa;70 998;892 312;798 480;12 568;4 531;5 994;6 709;7 442;8 879;9 935;11 449;13 488;14 881;16 716;23 562;4 494;5 915;6 628;7 346;8 733;9 570;10 883;12 543;13 671;15 049;20 053;32,6;2,5;4,5;;;;;;;;
0502;Município;Castelo Branco;38 917;541 804;478 125;13 922;4 747;6 621;7 469;8 259;9 523;10 951;12 671;15 009;16 623;18 789;26 667;4 708;6 542;7 375;8 125;9 377;10 460;11 877;13 767;14 989;16 558;22 172;32,6;2,5;4,7;;;;;;;;
0505;Município;Idanha-a-Nova;5 859;64 602;58 751;11 026;4 308;5 540;6 228;6 858;8 162;9 290;10 244;11 712;12 682;13 925;18 875;4 253;5 495;6 214;6 764;8 043;9 215;9 818;11 085;11 935;12 901;16 650;30,9;2,3;3,9;;;;;;;;
0506;Município;Oleiros;3 432;36 475;33 546;10 628;4 240;5 495;6 028;6 490;7 573;8 729;9 800;11 212;12 147;13 519;19 369;4 159;5 464;5 958;6 463;7 518;8 576;9 438;10 617;11 337;12 628;17 145;31,6;2,3;4,1;;;;;;;;
0507;Município;Penamacor;3 081;32 629;29 942;10 590;4 207;5 476;6 062;6 659;7 922;9 284;10 193;11 535;12 482;13 830;18 263;4 191;5 429;6 028;6 588;7 854;9 108;9 776;10 950;11 635;12 799;16 085;30,1;2,4;3,8;;;;;;;;
0508;Município;Proença-a-Nova;4 957;55 864;50 824;11 270;3 990;5 349;5 966;6 591;7 966;9 233;10 263;12 162;13 418;15 221;21 908;3 990;5 334;5 929;6 509;7 885;9 122;9 845;11 403;12 578;13 959;18 818;33,1;2,6;4,7;;;;;;;;
0511;Município;Vila Velha de Ródão;2 370;28 609;25 892;12 071;4 897;6 324;7 092;7 829;9 216;10 198;11 639;13 523;14 759;16 064;20 892;4 895;6 254;7 004;7 721;8 984;9 714;11 044;12 442;13 452;14 581;17 931;28,9;2,3;3,7;;;;;;;;
0509;Município;Sertã;10 212;107 889;98 810;10 565;3 966;5 175;5 688;6 240;7 443;8 837;9 827;11 357;12 344;13 786;19 132;3 955;5 137;5 640;6 173;7 358;8 715;9 493;10 810;11 603;12 821;16 829;32,3;2,5;4,3;;;;;;;;
0510;Município;Vila de Rei;2 170;24 441;22 589;11 263;4 813;6 152;6 770;7 380;8 627;9 481;10 598;12 426;13 347;14 774;19 333;4 762;6 045;6 703;7 311;8 500;9 343;10 231;11 753;12 624;13 718;17 159;28,8;2,3;3,6;;;;;;;;
196;NUTS 3;   Beiras e Serra da Estrela;149 832;1 812 335;1 632 216;12 096;4 200;5 726;6 406;7 095;8 489;9 523;10 878;12 790;14 158;16 002;22 888;4 168;5 682;6 363;7 016;8 365;9 393;10 421;12 028;13 139;14 547;19 584;33,3;2,6;4,7;;;;;;;;
0902;Município;Almeida;4 314;50 135;45 528;11 621;4 100;5 676;6 450;7 200;8 702;9 685;10 984;12 696;14 009;15 727;21 468;4 018;5 634;6 387;7 073;8 504;9 416;10 410;11 876;12 963;14 275;18 456;31,8;2,5;4,6;;;;;;;;
0501;Município;Belmonte;4 247;46 667;42 882;10 988;4 230;5 642;6 375;7 013;8 245;9 310;10 171;11 784;12 884;14 606;19 537;4 199;5 605;6 293;6 946;8 089;9 246;9 801;11 169;12 168;13 457;17 116;30,6;2,4;4,1;;;;;;;;
0903;Município;Celorico da Beira;4 425;49 195;44 941;11 118;3 666;5 209;5 932;6 666;8 239;9 345;10 417;12 108;13 279;14 668;20 693;3 618;5 157;5 854;6 572;8 062;9 310;10 013;11 457;12 490;13 656;17 872;32,4;2,6;4,9;;;;;;;;
0503;Município;Covilhã;33 971;433 989;387 902;12 775;4 718;6 285;6 928;7 567;8 845;9 709;11 105;13 092;14 506;16 476;24 137;4 699;6 238;6 872;7 499;8 736;9 415;10 650;12 268;13 388;14 904;20 551;32,7;2,4;4,4;;;;;;;;
0904;Município;Figueira de Castelo Rodrigo;3 737;38 883;35 747;10 405;3 280;4 957;5 524;6 141;7 231;8 478;9 527;11 089;12 168;13 511;19 883;3 257;4 926;5 495;6 127;7 120;8 344;9 404;10 575;11 468;12 619;17 571;34,0;2,6;5,4;;;;;;;;
0905;Município;Fornos de Algodres;2 809;29 042;26 673;10 339;3 591;4 976;5 523;6 135;7 421;8 879;9 605;10 991;12 068;13 583;18 399;3 591;4 954;5 495;6 076;7 338;8 689;9 415;10 452;11 454;12 607;16 474;32,6;2,5;4,6;;;;;;;;
