Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Código territorial;Nível territorial;Designação;Agregados Fiscais;Rendimento bruto declarado;Rendimento bruto deduzido do IRS liquidado ;Rendimento bruto declarado médio por agregado fiscal;Percentis do rendimento bruto declarado;;;;;;;;;;;Percentis do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;;;Coeficiente de Gini do rendimento bruto declarado deduzido do IRS liquidado;Desigualdade na distribuição do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;
0801;Município;Albufeira;26 699;406 695;363 103;15 233;3 211;5 394;6 291;7 307;9 187;10 476;12 656;15 852;18 100;21 113;31 011;3 170;5 335;6 242;7 246;9 102;10 042;12 000;14 845;16 878;19 327;27 410;42,4;3,6;8,6;;;;;;;;
0802;Município;Alcoutim;1 355;21 309;19 519;15 726;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
0803;Município;Aljezur;2 999;47 016;41 902;15 677;3 419;6 123;7 235;8 345;9 335;10 583;12 438;16 013;18 730;22 005;31 265;3 408;6 083;7 192;8 216;9 310;10 146;11 862;15 072;17 372;19 903;27 199;41,3;3,3;8,0;;;;;;;;
0804;Município;Castro Marim;3 449;55 418;50 135;16 068;4 484;6 783;7 756;8 650;9 696;11 267;13 572;17 604;20 157;23 307;32 573;4 414;6 764;7 684;8 637;9 425;10 836;12 916;16 506;18 846;21 354;28 758;38,8;3,2;6,5;;;;;;;;
0805;Município;Faro;38 112;772 201;661 320;20 261;4 279;7 309;8 520;9 310;10 885;13 199;16 647;21 774;25 113;29 070;43 311;4 223;7 223;8 402;9 275;10 455;12 433;15 298;19 666;22 320;25 385;35 571;42,4;3,5;8,4;;;;;;;;
0806;Município;Lagoa;12 588;209 214;186 349;16 620;3 822;6 249;7 425;8 532;9 716;11 405;13 735;17 443;20 061;23 311;34 202;3 762;6 204;7 334;8 450;9 424;10 966;12 982;16 318;18 620;21 288;29 600;41,2;3,4;7,9;;;;;;;;
0807;Município;Lagos;17 538;295 851;259 949;16 869;3 615;6 300;7 493;8 544;9 673;11 283;13 620;17 259;19 806;23 121;34 141;3 541;6 177;7 363;8 441;9 421;10 812;12 791;16 000;18 311;21 124;29 489;41,9;3,4;8,3;;;;;;;;
0808;Município;Loulé;40 996;721 128;629 417;17 590;3 736;6 388;7 534;8 585;9 840;11 642;14 084;17 799;20 176;23 495;34 650;3 646;6 285;7 436;8 494;9 492;11 105;13 275;16 482;18 668;21 353;29 991;42,8;3,4;8,2;;;;;;;;
0809;Município;Monchique;2 483;36 567;33 391;14 727;4 198;6 650;7 964;8 749;9 525;10 866;12 895;15 825;17 745;20 028;28 779;4 162;6 638;7 864;8 677;9 418;10 551;12 385;14 773;16 566;18 847;25 335;37,3;2,8;6,1;;;;;;;;
0810;Município;Olhão;22 478;379 620;338 748;16 889;4 158;7 063;8 177;9 088;10 122;11 900;14 253;18 162;20 857;24 030;34 198;4 115;7 007;8 132;9 031;9 741;11 345;13 441;16 892;19 238;21 946;29 600;39,3;3,1;7,2;;;;;;;;
0811;Município;Portimão;33 608;574 988;508 435;17 109;3 979;6 445;7 667;8 660;9 860;11 735;14 179;18 013;20 786;24 205;35 144;3 913;6 404;7 571;8 589;9 524;11 183;13 418;16 769;18 983;21 923;30 215;41,0;3,4;7,7;;;;;;;;
0812;Município;São Brás de Alportel;5 716;105 037;92 222;18 376;4 335;7 179;8 334;9 209;10 500;12 574;15 593;19 940;22 709;26 107;38 223;4 281;7 065;8 232;9 092;10 039;11 892;14 482;18 183;20 796;23 300;32 648;40,8;3,3;7,6;;;;;;;;
0813;Município;Silves;20 188;322 905;290 929;15 995;4 086;6 605;7 809;8 734;9 847;11 631;13 946;17 466;19 700;22 696;31 802;4 028;6 591;7 737;8 673;9 521;11 070;13 148;16 275;18 297;20 814;28 105;38,7;3,2;7,0;;;;;;;;
0814;Município;Tavira;14 285;243 862;215 992;17 071;4 118;6 575;7 714;8 571;9 649;11 332;13 770;17 668;20 400;23 688;35 081;4 038;6 516;7 650;8 502;9 420;10 847;12 944;16 472;18 838;21 700;30 086;41,4;3,3;7,5;;;;;;;;
0815;Município;Vila do Bispo;2 958;45 794;41 011;15 482;3 376;6 027;7 223;8 119;9 418;10 992;13 040;16 302;18 697;21 298;30 625;3 347;5 966;7 120;8 029;9 345;10 545;12 365;15 149;17 267;19 582;27 086;40,4;3,3;8,1;;;;;;;;
0816;Município;Vila Real de Santo António;10 116;162 746;146 455;16 088;4 040;6 761;7 906;8 780;9 793;11 494;13 946;17 607;20 003;22 983;32 476;3 990;6 709;7 814;8 730;9 420;10 944;13 211;16 452;18 680;21 187;28 311;38,9;3,2;7,1;;;;;;;;
2;NUTS 1; R. A. Açores;120 037;2 304 090;2 101 159;19 195;5 004;7 590;8 609;9 543;10 633;12 550;15 772;20 400;23 065;26 558;40 010;4 981;7 560;8 567;9 415;10 418;12 195;15 213;19 497;21 967;24 718;35 593;41,8;3,3;7,1;;;;;;;;
20;NUTS 2; R. A. Açores;120 037;2 304 090;2 101 159;19 195;5 004;7 590;8 609;9 543;10 633;12 550;15 772;20 400;23 065;26 558;40 010;4 981;7 560;8 567;9 415;10 418;12 195;15 213;19 497;21 967;24 718;35 593;41,8;3,3;7,1;;;;;;;;
200;NUTS 3; R. A. Açores;120 037;2 304 090;2 101 159;19 195;5 004;7 590;8 609;9 543;10 633;12 550;15 772;20 400;23 065;26 558;40 010;4 981;7 560;8 567;9 415;10 418;12 195;15 213;19 497;21 967;24 718;35 593;41,8;3,3;7,1;;;;;;;;
4101;Município;Vila do Porto;2 824;63 530;56 265;22 496;5 147;7 500;8 473;9 636;10 868;13 248;17 017;21 572;24 596;29 161;47 690;5 145;7 489;8 414;9 434;10 596;12 750;16 248;20 747;23 248;26 635;41 778;46,1;3,6;8,1;;;;;;;;
4201;Município;Lagoa (R.A.A.);6 803;119 135;109 294;17 512;4 529;6 799;7 764;8 558;9 881;11 215;13 561;18 126;20 925;23 594;35 796;4 519;6 788;7 741;8 537;9 750;10 992;13 208;17 475;20 035;22 517;32 292;42,5;3,3;7,1;;;;;;;;
4202;Município;Nordeste;2 217;30 848;29 184;13 914;4 680;6 424;7 185;8 001;9 427;10 411;11 973;14 569;16 791;19 069;27 156;4 680;6 424;7 146;7 943;9 388;10 148;11 602;13 997;16 208;18 765;25 340;37,4;2,9;5,4;;;;;;;;
4203;Município;Ponta Delgada;35 173;775 386;694 222;22 045;5 420;8 276;9 380;9 954;11 536;14 185;18 189;23 393;26 755;31 089;47 139;5 382;8 231;9 336;9 765;11 216;13 693;17 351;22 111;24 609;28 131;41 056;42,9;3,4;7,6;;;;;;;;
4204;Município;Povoação;2 775;38 921;36 862;14 025;4 393;6 028;6 672;7 634;8 956;10 147;11 820;14 792;16 714;19 469;27 949;4 381;6 019;6 670;7 585;8 921;9 961;11 597;14 397;16 164;18 957;26 299;38,9;3,1;6,0;;;;;;;;
4205;Município;Ribeira Grande;13 704;227 729;212 400;16 618;4 346;6 767;7 888;8 726;9 982;11 389;13 755;17 890;20 400;23 070;33 463;4 334;6 750;7 869;8 688;9 804;11 119;13 410;17 235;19 708;22 254;30 782;40,8;3,3;7,1;;;;;;;;
4206;Município;Vila Franca do Campo;4 669;70 546;65 714;15 109;3 899;6 354;7 040;8 057;9 543;10 432;11 902;15 005;17 692;20 551;30 227;3 875;6 335;7 028;8 042;9 415;10 228;11 645;14 560;17 010;19 628;28 092;41,1;3,1;7,2;;;;;;;;
4301;Município;Angra do Heroísmo;18 154;364 420;330 712;20 074;5 266;8 123;9 055;9 776;11 012;13 146;16 586;21 434;24 358;28 363;41 969;5 220;8 078;9 022;9 533;10 739;12 771;15 865;20 364;22 972;26 111;37 197;41,5;3,2;7,1;;;;;;;;
4302;Município;Vila da Praia da Vitória;9 994;186 038;172 125;18 615;5 351;8 386;9 349;9 854;11 129;13 243;16 413;20 709;22 970;26 141;37 909;5 333;8 379;9 333;9 699;10 842;12 748;15 769;19 737;21 945;24 507;34 440;38,7;2,9;6,5;;;;;;;;
4401;Município;Santa Cruz da Graciosa;2 084;36 059;33 392;17 303;5 032;7 133;8 220;9 130;10 252;11 899;14 508;18 533;20 944;23 773;35 270;5 009;7 086;8 211;9 119;10 023;11 523;14 094;17 748;20 009;22 522;31 974;40,0;3,2;6,4;;;;;;;;
4501;Município;Calheta (R.A.A.);1 809;27 173;25 592;15 021;4 376;6 820;7 692;8 555;10 012;11 362;13 430;16 516;19 085;21 307;28 754;4 329;6 787;7 638;8 538;9 806;11 139;12 983;15 868;18 437;20 473;26 712;37,5;3,0;6,2;;;;;;;;
4502;Município;Velas;2 624;44 463;41 415;16 945;4 665;7 396;8 379;9 254;10 256;11 910;14 535;18 259;20 892;23 605;34 907;4 647;7 370;8 348;9 220;10 071;11 577;14 167;17 537;19 919;22 315;31 304;39,7;3,0;6,7;;;;;;;;
4601;Município;Lajes do Pico;2 202;36 915;34 462;16 764;5 380;7 698;8 642;9 298;10 414;12 059;14 576;17 668;20 380;22 857;33 288;5 330;7 679;8 617;9 293;10 181;11 776;14 143;17 276;19 611;21 875;30 261;37,9;2,8;5,7;;;;;;;;
4602;Município;Madalena;3 357;58 912;54 716;17 549;5 266;7 938;8 777;9 566;10 646;12 560;15 297;18 954;21 162;23 880;35 008;5 260;7 913;8 747;9 415;10 392;12 189;14 807;18 048;20 228;22 652;31 915;38,7;2,9;6,1;;;;;;;;
4603;Município;São Roque do Pico;1 781;30 665;28 237;17 218;4 483;6 935;7 905;8 927;10 055;11 443;14 154;18 358;20 872;23 885;37 019;4 483;6 926;7 876;8 902;9 850;11 222;13 816;17 547;19 995;22 355;33 233;41,0;3,2;7,4;;;;;;;;
4701;Município;Horta;7 722;155 962;142 007;20 197;5 488;8 348;9 246;9 864;11 209;13 682;17 057;21 783;24 552;28 097;41 478;5 456;8 324;9 209;9 679;10 951;13 177;16 295;20 663;23 191;26 233;36 765;41,0;3,2;6,7;;;;;;;;
4801;Município;Lajes das Flores;763;13 058;12 042;17 114;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
4802;Município;Santa Cruz das Flores;1 147;19 964;18 494;17 405;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
4901;Município;Corvo;235;4 368;4 023;18 589;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
3;NUTS 1; R. A. Madeira;119 605;2 275 045;2 047 410;19 021;4 562;7 499;8 630;9 422;10 632;12 558;15 511;20 149;23 177;26 949;40 137;4 562;7 438;8 602;9 391;10 404;12 209;14 938;19 153;21 882;24 661;35 055;41,6;3,3;7,7;;;;;;;;
30;NUTS 2; R. A. Madeira;119 605;2 275 045;2 047 410;19 021;4 562;7 499;8 630;9 422;10 632;12 558;15 511;20 149;23 177;26 949;40 137;4 562;7 438;8 602;9 391;10 404;12 209;14 938;19 153;21 882;24 661;35 055;41,6;3,3;7,7;;;;;;;;
300;NUTS 3; R. A. Madeira;119 605;2 275 045;2 047 410;19 021;4 562;7 499;8 630;9 422;10 632;12 558;15 511;20 149;23 177;26 949;40 137;4 562;7 438;8 602;9 391;10 404;12 209;14 938;19 153;21 882;24 661;35 055;41,6;3,3;7,7;;;;;;;;
3101;Município;Calheta (R.A.M.);4 357;68 280;62 947;15 671;3 232;5 921;7 004;8 101;9 548;10 726;12 903;16 445;18 924;21 988;33 149;3 207;5 848;6 923;8 072;9 422;10 558;12 551;15 747;18 030;20 900;30 134;42,3;3,6;9,4;;;;;;;;
3102;Município;Câmara de Lobos;13 676;193 898;183 673;14 178;4 158;6 684;7 861;8 645;9 630;10 760;12 387;14 923;16 880;19 444;26 782;4 158;6 669;7 840;8 613;9 493;10 586;12 111;14 563;16 274;18 744;25 223;36,8;2,8;6,1;;;;;;;;
3103;Município;Funchal;54 866;1 185 017;1 039 253;21 598;4 831;8 073;9 074;9 637;11 319;13 671;17 194;22 826;26 372;30 717;46 540;4 790;8 011;9 036;9 485;11 032;13 207;16 400;21 320;24 031;27 468;39 233;42,9;3,4;8,2;;;;;;;;
3104;Município;Machico;9 184;149 736;139 833;16 304;4 565;7 280;8 420;9 208;10 220;11 865;14 154;17 577;20 103;23 051;33 165;4 562;7 249;8 404;9 203;10 038;11 555;13 821;16 974;19 237;21 953;29 971;38,2;3,0;6,6;;;;;;;;
3105;Município;Ponta do Sol;3 436;52 203;48 541;15 193;3 662;6 028;7 008;8 079;9 548;10 806;12 518;16 094;18 369;21 189;31 124;3 646;6 028;7 004;8 025;9 422;10 662;12 206;15 421;17 687;20 383;28 679;40,9;3,4;7,9;;;;;;;;
3106;Município;Porto Moniz;1 129;17 266;16 017;15 293;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
3107;Município;Ribeira Brava;5 177;80 106;75 005;15 473;4 493;7 004;8 151;8 930;9 935;11 379;13 406;16 566;18 701;21 680;30 373;4 455;6 995;8 135;8 909;9 773;11 071;13 066;15 851;17 935;20 854;28 024;37,8;3,0;6,3;;;;;;;;
3108;Município;Santa Cruz;19 818;389 772;355 315;19 668;4 807;8 079;9 168;9 728;11 408;13 902;17 644;22 718;25 687;28 618;40 584;4 786;8 062;9 144;9 561;11 141;13 407;16 905;21 551;23 735;26 400;36 131;39,9;3,3;7,5;;;;;;;;
3109;Município;Santana;2 892;42 121;39 699;14 565;4 546;6 877;7 827;8 558;9 666;10 828;12 451;15 411;17 505;20 039;28 112;4 525;6 828;7 800;8 537;9 520;10 589;12 152;14 936;16 930;19 254;25 952;37,1;2,8;5,7;;;;;;;;
3110;Município;São Vicente;1 986;30 073;27 960;15 142;3 940;6 154;7 442;8 448;9 548;10 694;12 721;15 533;18 155;21 422;31 331;3 897;6 149;7 401;8 411;9 415;10 499;12 353;14 982;17 541;20 471;28 058;39,6;3,3;7,2;;;;;;;;
3201;Município;Porto Santo;3 084;66 574;59 168;21 587;5 293;8 422;9 496;10 194;12 209;14 503;17 883;23 773;27 283;31 549;46 188;5 251;8 384;9 416;9 959;11 834;13 963;17 116;22 178;24 869;27 949;39 036;40,7;3,3;7,4;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sinal convencional //: Dado não aplicável. Número de sujeitos passivos inferior a 2 000.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
