profession_code;profession_description;year;avg_monthly_wage_eur
94;Assistentes na prep.de refeicoes;2017;592.15
94;Assistentes na prep.de refeicoes;2018;617.46
94;Assistentes na prep.de refeicoes;2019;639.78
94;Assistentes na prep.de refeicoes;2020;666.92
94;Assistentes na prep.de refeicoes;2021;698.91
94;Assistentes na prep.de refeicoes;2022;742.38
94;Assistentes na prep.de refeicoes;2023;796.33
94;Assistentes na prep.de refeicoes;2024;855.01
95;Vend.ambul.. (exc. de alim.) e prest.de serv. na rua;2014;724.69
95;Vend.ambul.. (exc. de alim.) e prest.de serv. na rua;2015;745.19
95;Vend.ambul.. (exc. de alim.) e prest.de serv. na rua;2016;765.54
95;Vend.ambul.. (exc. de alim.) e prest.de serv. na rua;2017;795.46
95;Vend.ambul.. (exc. de alim.) e prest.de serv. na rua;2018;807.21
95;Vend.ambul.. (exc. de alim.) e prest.de serv. na rua;2019;839.13
95;Vend.ambul.. (exc. de alim.) e prest.de serv. na rua;2020;884.84
95;Vend.ambul.. (exc. de alim.) e prest.de serv. na rua;2021;917.85
95;Vend.ambul.. (exc. de alim.) e prest.de serv. na rua;2022;1002.92
95;Vend.ambul.. (exc. de alim.) e prest.de serv. na rua;2023;1043.85
95;Vend.ambul.. (exc. de alim.) e prest.de serv. na rua;2024;1111.14
96;Trab.dos resid.de outros serv.element.;2014;622.26
96;Trab.dos resid.de outros serv.element.;2015;638.65
96;Trab.dos resid.de outros serv.element.;2016;656.98
96;Trab.dos resid.de outros serv.element.;2017;685.45
96;Trab.dos resid.de outros serv.element.;2018;729.29
96;Trab.dos resid.de outros serv.element.;2019;769.33
96;Trab.dos resid.de outros serv.element.;2020;802.42
96;Trab.dos resid.de outros serv.element.;2021;853.73
96;Trab.dos resid.de outros serv.element.;2022;909.3
96;Trab.dos resid.de outros serv.element.;2023;962.03
96;Trab.dos resid.de outros serv.element.;2024;959.15
Trabalhadores sem profissao atribuida;Trabalhadores sem profissao atribuida;2014;1665.15
Trabalhadores sem profissao atribuida;Trabalhadores sem profissao atribuida;2015;1962.04
Trabalhadores sem profissao atribuida;Trabalhadores sem profissao atribuida;2016;1816.54
Trabalhadores sem profissao atribuida;Trabalhadores sem profissao atribuida;2017;1986.74
Trabalhadores sem profissao atribuida;Trabalhadores sem profissao atribuida;2018;1694.97
Trabalhadores sem profissao atribuida;Trabalhadores sem profissao atribuida;2019;1909.38
Trabalhadores sem profissao atribuida;Trabalhadores sem profissao atribuida;2020;2041.63
Trabalhadores sem profissao atribuida;Trabalhadores sem profissao atribuida;2021;2131.42
Trabalhadores sem profissao atribuida;Trabalhadores sem profissao atribuida;2022;2254.47
Trabalhadores sem profissao atribuida;Trabalhadores sem profissao atribuida;2023;2853.07
Trabalhadores sem profissao atribuida;Trabalhadores sem profissao atribuida;2024;3106.87
