profession_code;profession_description;year;avg_monthly_wage_foreign_eur
9;Trabalhadores nao qualificados;2020;680.01
9;Trabalhadores nao qualificados;2021;717.83
9;Trabalhadores nao qualificados;2022;758.31
9;Trabalhadores nao qualificados;2023;807.97
9;Trabalhadores nao qualificados;2024;857.81
91;Trabalhadores de limpeza;2014;536.98
91;Trabalhadores de limpeza;2015;541.99
91;Trabalhadores de limpeza;2016;566.87
91;Trabalhadores de limpeza;2017;588.79
91;Trabalhadores de limpeza;2018;613.66
91;Trabalhadores de limpeza;2019;632.14
91;Trabalhadores de limpeza;2020;661.44
91;Trabalhadores de limpeza;2021;689.74
91;Trabalhadores de limpeza;2022;731.03
91;Trabalhadores de limpeza;2023;790.5
91;Trabalhadores de limpeza;2024;849.7
92;Trab.n/qualif.agricult., prod.animal, pesca e flor.;2014;537.46
92;Trab.n/qualif.agricult., prod.animal, pesca e flor.;2015;537.14
92;Trab.n/qualif.agricult., prod.animal, pesca e flor.;2016;553.09
92;Trab.n/qualif.agricult., prod.animal, pesca e flor.;2017;590.53
92;Trab.n/qualif.agricult., prod.animal, pesca e flor.;2018;610.44
92;Trab.n/qualif.agricult., prod.animal, pesca e flor.;2019;634.47
92;Trab.n/qualif.agricult., prod.animal, pesca e flor.;2020;664.69
92;Trab.n/qualif.agricult., prod.animal, pesca e flor.;2021;699.03
92;Trab.n/qualif.agricult., prod.animal, pesca e flor.;2022;738.04
92;Trab.n/qualif.agricult., prod.animal, pesca e flor.;2023;784.86
92;Trab.n/qualif.agricult., prod.animal, pesca e flor.;2024;841.93
93;Trab.n/qualif. da indust.ext., construc., indust. transf.e transp.;2014;556.32
93;Trab.n/qualif. da indust.ext., construc., indust. transf.e transp.;2015;553.27
93;Trab.n/qualif. da indust.ext., construc., indust. transf.e transp.;2016;571.32
93;Trab.n/qualif. da indust.ext., construc., indust. transf.e transp.;2017;594.06
93;Trab.n/qualif. da indust.ext., construc., indust. transf.e transp.;2018;616.97
93;Trab.n/qualif. da indust.ext., construc., indust. transf.e transp.;2019;635
93;Trab.n/qualif. da indust.ext., construc., indust. transf.e transp.;2020;673.12
93;Trab.n/qualif. da indust.ext., construc., indust. transf.e transp.;2021;708.26
93;Trab.n/qualif. da indust.ext., construc., indust. transf.e transp.;2022;746.72
93;Trab.n/qualif. da indust.ext., construc., indust. transf.e transp.;2023;795.7
93;Trab.n/qualif. da indust.ext., construc., indust. transf.e transp.;2024;856.92
94;Assistentes na prep.de refeicoes;2014;546.78
94;Assistentes na prep.de refeicoes;2015;550.55
94;Assistentes na prep.de refeicoes;2016;570.55
94;Assistentes na prep.de refeicoes;2017;597.31
94;Assistentes na prep.de refeicoes;2018;621.7
94;Assistentes na prep.de refeicoes;2019;641.59
94;Assistentes na prep.de refeicoes;2020;669.37
94;Assistentes na prep.de refeicoes;2021;701.08
94;Assistentes na prep.de refeicoes;2022;743.48
94;Assistentes na prep.de refeicoes;2023;796.54
94;Assistentes na prep.de refeicoes;2024;852.53
95;Vend.ambul.. (exc. de alim.) e prest.de serv. na rua;2014;640.86
95;Vend.ambul.. (exc. de alim.) e prest.de serv. na rua;2015;726.76
95;Vend.ambul.. (exc. de alim.) e prest.de serv. na rua;2016;773.6
95;Vend.ambul.. (exc. de alim.) e prest.de serv. na rua;2017;828.22
95;Vend.ambul.. (exc. de alim.) e prest.de serv. na rua;2018;781.93
95;Vend.ambul.. (exc. de alim.) e prest.de serv. na rua;2019;789.12
95;Vend.ambul.. (exc. de alim.) e prest.de serv. na rua;2020;768.57
95;Vend.ambul.. (exc. de alim.) e prest.de serv. na rua;2021;807.55
95;Vend.ambul.. (exc. de alim.) e prest.de serv. na rua;2022;890.51
95;Vend.ambul.. (exc. de alim.) e prest.de serv. na rua;2023;1014.06
95;Vend.ambul.. (exc. de alim.) e prest.de serv. na rua;2024;1063.8
96;Trab.dos resid.de outros serv.element.;2014;583.98
96;Trab.dos resid.de outros serv.element.;2015;597.57
96;Trab.dos resid.de outros serv.element.;2016;620.29
96;Trab.dos resid.de outros serv.element.;2017;642.9
96;Trab.dos resid.de outros serv.element.;2018;682.33
96;Trab.dos resid.de outros serv.element.;2019;706.13
96;Trab.dos resid.de outros serv.element.;2020;735.62
96;Trab.dos resid.de outros serv.element.;2021;796.34
96;Trab.dos resid.de outros serv.element.;2022;842.96
96;Trab.dos resid.de outros serv.element.;2023;879.25
96;Trab.dos resid.de outros serv.element.;2024;890.3
Trabalhadores sem profissao atribuida;Trabalhadores sem profissao atribuida;2014;2945.25
Trabalhadores sem profissao atribuida;Trabalhadores sem profissao atribuida;2015;4172.04
Trabalhadores sem profissao atribuida;Trabalhadores sem profissao atribuida;2016;2969.9
Trabalhadores sem profissao atribuida;Trabalhadores sem profissao atribuida;2017;3532.78
Trabalhadores sem profissao atribuida;Trabalhadores sem profissao atribuida;2018;2687.6
Trabalhadores sem profissao atribuida;Trabalhadores sem profissao atribuida;2019;2538.28
Trabalhadores sem profissao atribuida;Trabalhadores sem profissao atribuida;2020;2351.26
Trabalhadores sem profissao atribuida;Trabalhadores sem profissao atribuida;2021;3013.2
Trabalhadores sem profissao atribuida;Trabalhadores sem profissao atribuida;2022;3614.16
Trabalhadores sem profissao atribuida;Trabalhadores sem profissao atribuida;2023;4973.27
Trabalhadores sem profissao atribuida;Trabalhadores sem profissao atribuida;2024;4145.27
