year;country;cae_code;cae_description_pt;sector_description_en;foreign_workers_all_q9e;foreign_tco_q13e;total_employment_thousand_lfs;foreign_tco_pct_lfs;lfs_data_flag;gva_million_eur;gva_total_pt_million_eur;gva_share_pct;vab_data_flag;cae_nace_level;source_id;dataset_id;source_name;notes
2017;PT;D;Eletr., gas, ag. quente/fria e ar frio;Electricity, gas, steam and air conditioning supply;65;61;16.9;0.36;;4121.0;169071.4;2.44;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
2017;PT;E;"Capt., trat. e d. agua; san., resid.";"Water supply; sewerage, waste management and remediation activities";982;969;35.9;2.7;;1685.5;169071.4;1.0;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
2017;PT;F;Construcao;Construction;12528;11902;307.8;3.87;;6920.3;169071.4;4.09;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
2017;PT;G;"Com. grosso e ret.; r.v.aut./moto.";"Wholesale and retail trade; repair of motor vehicles and motorcycles";18846;16641;708.3;2.35;;23541.3;169071.4;13.92;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
2017;PT;H;Transportes e armazenagem;Transportation and storage;5422;5119;206.3;2.48;;8454.1;169071.4;5.0;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
2017;PT;I;Alojamento, restauracao e sim.;Accommodation and food service activities;30926;29478;324.6;9.08;;9998.8;169071.4;5.91;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
2017;PT;J;Ativ. Inform. e de comunicacao;Information and communication;2901;2663;115.2;2.31;;5946.9;169071.4;3.52;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
2017;PT;K;Ativ. financeiras e de seguros;Financial and insurance activities;1178;1132;108.4;1.04;;7968.0;169071.4;4.71;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
2017;PT;L;Atividades imobiliarias;Real estate activities;1894;1547;43.4;3.56;;21214.2;169071.4;12.55;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
2017;PT;M;Ativ. consultoria, cient.,tec. e sim.;Professional, scientific and technical activities;3594;3200;200.8;1.59;;6473.7;169071.4;3.83;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
2017;PT;N;Ativ. Adm. e servicos de apoio;Administrative and support service activities;30903;30651;165.9;18.48;;6611.2;169071.4;3.91;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
2017;PT;O;"Adm. Pub. e defesa; seg. social";"Public administration and defence; compulsory social security";113;113;294.9;0.04;;11987.4;169071.4;7.09;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
2017;PT;P;Educacao;Education;1874;1787;393.4;0.45;;9691.8;169071.4;5.73;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
2017;PT;Q;Ativ. saude humana e apoio social;Human health and social work activities;7204;6756;438.1;1.54;;10811.5;169071.4;6.39;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
2017;PT;R;Ativ. artist., espet., desp. e recr.;Arts, entertainment and recreation;1738;1604;65.1;2.46;;1513.3;169071.4;0.9;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
2017;PT;S;Outras atividades de servicos;Other service activities;3326;3029;111.5;2.72;;2290.3;169071.4;1.35;;section;F010 / F012;D074 / D079 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat LFS (lfsa_egan2) + Eurostat nama_10_a64 (VAB);
2017;PT;U;Ativ. org. int. e o. inst. extra-territ.;Activities of extraterritorial organisations and bodies;13;11;;;;0.0;169071.4;0.0;;section;F010;D074 / D115;GEP/MTSSS — Quadros de Pessoal (Q9_E, Q13_E) + Eurostat nama_10_a64 (VAB);
