year;district;contribution_amount;benefit_amount;contributors_count;beneficiaries_count;new_registrations_count;net_balance;avg_contribution_per_contributor;avg_benefit_per_beneficiary;contribution_benefit_ratio;source_id;source
2020;Portalegre;3862480.76;1390848.22;1601;740;362;2471632.54;2412.54;1879.52;2.7771;F014;Segurança Social
2020;Porto;106970248.98;22650000.2;37394;13875;12733;84320248.78;2860.63;1632.43;4.7227;F014;Segurança Social
2020;Região Autónoma da Madeira;8451504.79;3128259.38;3206;1429;779;5323245.41;2636.15;2189.12;2.7017;F014;Segurança Social
2020;Região Autónoma dos Açores;3838581.74;1705784.36;1712;810;360;2132797.38;2242.16;2105.91;2.2503;F014;Segurança Social
2020;Santarém;28790021.04;7968042.26;12502;5081;3382;20821978.78;2302.83;1568.2;3.6132;F014;Segurança Social
2020;Setúbal;103463249.47;33861631.22;46354;18636;16656;69601618.25;2232.02;1817.0;3.0555;F014;Segurança Social
2020;Viana do Castelo;10367558.65;2314743.07;4323;1524;1116;8052815.58;2398.23;1518.86;4.4789;F014;Segurança Social
2020;Vila Real;3656226.46;1106060.36;1485;647;384;2550166.1;2462.11;1709.52;3.3056;F014;Segurança Social
2020;Viseu;10347357.89;2663758.32;4334;1696;1519;7683599.57;2387.48;1570.61;3.8845;F014;Segurança Social
2020;Évora;7270344.31;1905348.72;3163;1176;771;5364995.59;2298.56;1620.19;3.8158;F014;Segurança Social
2021;Aveiro;43910574.76;10099732.28;15480;6798;4025;33810842.48;2836.6;1485.69;4.3477;F014;Segurança Social
2021;Beja;43723702.39;7162487.29;23053;5108;9007;36561215.1;1896.66;1402.21;6.1045;F014;Segurança Social
2021;Braga;44826067.47;10568683.32;16519;6289;4628;34257384.15;2713.61;1680.5;4.2414;F014;Segurança Social
2021;Bragança;5048444.43;2004845.53;2455;1723;949;3043598.9;2056.39;1163.58;2.5181;F014;Segurança Social
2021;Castelo Branco;8867968.01;2260423.97;3913;1622;1517;6607544.04;2266.28;1393.6;3.9231;F014;Segurança Social
2021;Coimbra;22054499.04;6391656.02;9092;3932;1993;15662843.02;2425.7;1625.55;3.4505;F014;Segurança Social
2021;Faro;127267331.37;47579426.0;55034;22894;15718;79687905.37;2312.52;2078.25;2.6748;F014;Segurança Social
2021;Guarda;3618017.23;1137101.69;1557;760;412;2480915.54;2323.71;1496.19;3.1818;F014;Segurança Social
2021;Leiria;46419377.06;11646837.79;17795;7481;3907;34772539.27;2608.56;1556.86;3.9856;F014;Segurança Social
2021;Lisboa;598849771.98;135984089.61;206497;71154;46336;462865682.37;2900.04;1911.12;4.4038;F014;Segurança Social
2021;Outro;30343306.83;2045673.19;7815;1022;3711;28297633.64;3882.7;2001.64;14.8329;F014;Segurança Social
2021;Portalegre;4565260.97;1476368.14;1787;870;374;3088892.83;2554.71;1696.97;3.0922;F014;Segurança Social
2021;Porto;131379142.01;28556642.1;42485;15758;11630;102822499.91;3092.37;1812.2;4.6007;F014;Segurança Social
2021;Região Autónoma da Madeira;9779704.13;3065522.31;3345;1404;798;6714181.82;2923.68;2183.42;3.1902;F014;Segurança Social
2021;Região Autónoma dos Açores;4947560.75;1466280.93;1904;757;414;3481279.82;2598.51;1936.96;3.3742;F014;Segurança Social
2021;Santarém;34832828.48;9955714.34;14475;6205;3224;24877114.14;2406.41;1604.47;3.4988;F014;Segurança Social
2021;Setúbal;124147942.72;42516375.08;50604;22469;10717;81631567.64;2453.32;1892.22;2.92;F014;Segurança Social
2021;Viana do Castelo;14283741.31;3315310.05;5361;2285;1359;10968431.26;2664.38;1450.9;4.3084;F014;Segurança Social
2021;Vila Real;4136149.97;1320952.23;1593;729;434;2815197.74;2596.45;1812.01;3.1312;F014;Segurança Social
2021;Viseu;12663152.42;3565518.69;5024;2232;1544;9097633.73;2520.53;1597.45;3.5516;F014;Segurança Social
2021;Évora;8959021.15;2284330.95;3699;1468;967;6674690.2;2422.01;1556.08;3.9219;F014;Segurança Social
2022;Aveiro;70365224.77;16544131.21;25808;19355;21250;53821093.56;2726.49;854.77;4.2532;F014;Segurança Social
2022;Beja;60875824.0;10218677.78;38172;15898;35503;50657146.22;1594.78;642.76;5.9573;F014;Segurança Social
2022;Braga;72369066.88;14353517.73;27875;19743;24280;58015549.15;2596.2;727.02;5.0419;F014;Segurança Social
2022;Bragança;7438440.5;2929639.93;3564;3587;3047;4508800.57;2087.1;816.74;2.539;F014;Segurança Social
2022;Castelo Branco;15215646.27;3859704.4;6648;5011;5947;11355941.87;2288.76;770.25;3.9422;F014;Segurança Social
2022;Coimbra;33490633.07;9120868.03;14622;11092;14153;24369765.04;2290.43;822.29;3.6719;F014;Segurança Social
2022;Faro;185645494.44;44327038.38;73982;46860;41673;141318456.06;2509.33;945.95;4.1881;F014;Segurança Social
2022;Guarda;5314788.29;1873011.3;2243;1835;2060;3441776.99;2369.5;1020.71;2.8376;F014;Segurança Social
2022;Leiria;71031226.59;16850469.4;28292;19964;23121;54180757.19;2510.65;844.04;4.2154;F014;Segurança Social
2022;Lisboa;813143058.98;143941550.08;273479;151163;172056;669201508.9;2973.33;952.23;5.6491;F014;Segurança Social
2022;Outro;34621788.46;2322242.5;8635;1484;4281;32299545.96;4009.47;1564.85;14.9088;F014;Segurança Social
2022;Portalegre;6543622.3;1982891.04;2703;2096;1816;4560731.26;2420.87;946.04;3.3;F014;Segurança Social
2022;Porto;208428007.49;36499593.61;67937;45700;57537;171928413.88;3067.96;798.68;5.7104;F014;Segurança Social
2022;Região Autónoma da Madeira;14182528.5;2929350.9;4740;3237;3549;11253177.6;2992.09;904.96;4.8415;F014;Segurança Social
2022;Região Autónoma dos Açores;6926537.57;1705626.94;2603;1709;1489;5220910.63;2660.98;998.03;4.061;F014;Segurança Social
2022;Santarém;51921651.15;14639186.16;22001;15295;14910;37282464.99;2359.97;957.12;3.5468;F014;Segurança Social
2022;Setúbal;177899455.9;49736064.98;68915;47220;45269;128163390.92;2581.43;1053.28;3.5769;F014;Segurança Social
2022;Viana do Castelo;23554257.6;5229310.3;9412;6625;7872;18324947.3;2502.58;789.33;4.5043;F014;Segurança Social
2022;Vila Real;5977306.77;1785205.69;2752;2114;2976;4192101.08;2171.99;844.47;3.3482;F014;Segurança Social
2022;Viseu;20576785.19;5341397.07;8879;6691;8601;15235388.12;2317.47;798.3;3.8523;F014;Segurança Social
2022;Évora;14192930.57;3113332.06;5937;3859;3983;11079598.51;2390.59;806.77;4.5588;F014;Segurança Social
2023;Aveiro;112261218.3;24340258.58;35847;12377;19153;87920959.72;3131.68;1966.57;4.6122;F014;Segurança Social
2023;Beja;87398399.86;14250225.86;47487;6863;24832;73148174.0;1840.47;2076.38;6.1331;F014;Segurança Social
2023;Braga;112979481.17;22752835.65;37240;12363;16030;90226645.52;3033.82;1840.4;4.9655;F014;Segurança Social
2023;Bragança;11276774.23;4073016.63;4793;2611;2385;7203757.6;2352.76;1559.95;2.7687;F014;Segurança Social
2023;Castelo Branco;25866522.72;6140063.59;9980;3303;6629;19726459.13;2591.84;1858.94;4.2127;F014;Segurança Social
2023;Coimbra;54387174.74;13699790.84;20935;7255;13315;40687383.9;2597.91;1888.32;3.9699;F014;Segurança Social
2023;Faro;243934421.31;59268908.94;85127;28048;30166;184665512.37;2865.54;2113.12;4.1157;F014;Segurança Social
2023;Guarda;9177069.19;2513622.93;3576;1319;2259;6663446.26;2566.29;1905.7;3.6509;F014;Segurança Social
2023;Leiria;108384860.68;24883718.78;40040;12056;25652;83501141.9;2706.91;2064.01;4.3557;F014;Segurança Social
2023;Lisboa;1095438217.23;207761961.12;331193;91535;117203;887676256.11;3307.55;2269.75;5.2726;F014;Segurança Social
2023;Outro;52005558.19;2973320.09;14468;1161;42955;49032238.1;3594.52;2561.0;17.4907;F014;Segurança Social
2023;Portalegre;10002496.09;2838250.11;4439;1350;5938;7164245.98;2253.32;2102.41;3.5242;F014;Segurança Social
2023;Porto;320153932.36;55892832.68;95022;28196;53000;264261099.68;3369.26;1982.3;5.728;F014;Segurança Social
2023;Região Autónoma da Madeira;22041356.87;3924434.12;7387;1865;4628;18116922.75;2983.8;2104.25;5.6164;F014;Segurança Social
2023;Região Autónoma dos Açores;10175569.74;2229329.72;3442;1051;1702;7946240.02;2956.3;2121.15;4.5644;F014;Segurança Social
2023;Santarém;78412838.31;23058538.44;30850;10674;16763;55354299.87;2541.75;2160.25;3.4006;F014;Segurança Social
2023;Setúbal;263179470.23;72378764.9;92335;31326;44211;190800705.33;2850.27;2310.5;3.6361;F014;Segurança Social
2023;Viana do Castelo;37440852.36;8025260.55;13278;4247;7273;29415591.81;2819.77;1889.63;4.6654;F014;Segurança Social
2023;Vila Real;10345416.07;2807514.77;4414;1431;3941;7537901.3;2343.77;1961.93;3.6849;F014;Segurança Social
2023;Viseu;35326070.46;8341812.5;13265;4491;7776;26984257.96;2663.1;1857.45;4.2348;F014;Segurança Social
2023;Évora;22816989.16;4860192.39;9239;2375;8375;17956796.77;2469.64;2046.4;4.6947;F014;Segurança Social
2024;Aveiro;150575911.0;32894196.74;42317;14280;10051;117681714.26;3558.28;2303.52;4.5776;F014;Segurança Social
2024;Beja;96637102.35;18488833.79;40071;8643;9949;78148268.56;2411.65;2139.17;5.2268;F014;Segurança Social
2024;Braga;149393588.22;31537986.78;43756;13726;9157;117855601.44;3414.24;2297.68;4.7369;F014;Segurança Social
2024;Bragança;15948783.83;4767727.75;5742;2669;1430;11181056.08;2777.57;1786.33;3.3452;F014;Segurança Social
2024;Castelo Branco;34767154.12;9007688.65;11729;3835;3792;25759465.47;2964.2;2348.81;3.8597;F014;Segurança Social
2024;Coimbra;75081463.62;18018410.83;25115;7808;6915;57063052.79;2989.51;2307.69;4.1669;F014;Segurança Social
2024;Faro;305530980.32;72395827.56;95574;31638;21553;233135152.76;3196.8;2288.26;4.2203;F014;Segurança Social
2024;Guarda;14089269.15;3336863.02;4916;1488;2276;10752406.13;2866.0;2242.52;4.2223;F014;Segurança Social
2024;Leiria;150234731.87;33111532.8;48149;14289;14849;117123199.07;3120.2;2317.27;4.5372;F014;Segurança Social
2024;Lisboa;1350717003.01;252550869.48;374935;95549;65984;1098166133.53;3602.54;2643.16;5.3483;F014;Segurança Social
2024;Outro;78397097.19;3001026.17;18044;1101;25076;75396071.02;4344.77;2725.73;26.1234;F014;Segurança Social
2024;Portalegre;15777916.43;3515624.99;5895;1498;3950;12262291.44;2676.49;2346.88;4.4879;F014;Segurança Social
2024;Porto;428671038.2;73987039.63;117221;31098;33332;354683998.57;3656.95;2379.16;5.7939;F014;Segurança Social
2024;Região Autónoma da Madeira;34292024.34;5079895.56;9756;2227;2656;29212128.78;3514.97;2281.05;6.7505;F014;Segurança Social
2024;Região Autónoma dos Açores;14292479.92;2764475.56;4358;1207;1291;11528004.36;3279.6;2290.37;5.1701;F014;Segurança Social
2024;Santarém;111612018.93;31088941.19;37903;12473;11426;80523077.74;2944.68;2492.5;3.5901;F014;Segurança Social
2024;Setúbal;362020351.12;90354478.04;114451;34176;23423;271665873.08;3163.1;2643.8;4.0067;F014;Segurança Social
2024;Viana do Castelo;49377759.15;11270383.25;15108;5003;4275;38107375.9;3268.32;2252.73;4.3812;F014;Segurança Social
2024;Vila Real;15156095.95;3953067.86;5622;1732;2575;11203028.09;2695.85;2282.37;3.834;F014;Segurança Social
2024;Viseu;51922503.83;12821706.44;16854;5832;4535;39100797.39;3080.72;2198.51;4.0496;F014;Segurança Social
2024;Évora;31000543.88;7021268.07;10658;2816;6715;23979275.81;2908.66;2493.35;4.4152;F014;Segurança Social
2025;Aveiro;177472694.26;40247078.99;45457;17009;5094;137225615.27;3904.19;2366.22;4.4096;F014;Segurança Social
2025;Beja;102223999.24;19897193.13;35357;9042;3065;82326806.11;2891.2;2200.53;5.1376;F014;Segurança Social
2025;Braga;182205810.32;37546999.3;48792;15635;5778;144658811.02;3734.34;2401.47;4.8527;F014;Segurança Social
2025;Bragança;19393159.76;5616311.19;6360;2866;1503;13776848.57;3049.24;1959.63;3.453;F014;Segurança Social
2025;Castelo Branco;41702911.79;11438877.51;12620;4586;1822;30264034.28;3304.51;2494.3;3.6457;F014;Segurança Social
2025;Coimbra;92493416.0;21157990.51;27431;8774;2891;71335425.49;3371.86;2411.44;4.3716;F014;Segurança Social
2025;Faro;347630188.43;79394819.83;97924;33660;9608;268235368.6;3550.0;2358.73;4.3785;F014;Segurança Social
2025;Guarda;16975418.54;4351059.63;5110;1815;3540;12624358.91;3322.0;2397.28;3.9014;F014;Segurança Social
2025;Leiria;178668743.77;39541919.7;49957;16420;4777;139126824.07;3576.45;2408.16;4.5185;F014;Segurança Social
2025;Lisboa;1546513930.84;272907218.62;399133;101966;56269;1273606712.22;3874.68;2676.45;5.6668;F014;Segurança Social
2025;Outro;82197508.58;2979411.86;15169;985;5138;79218096.72;5418.78;3024.78;27.5885;F014;Segurança Social
2025;Portalegre;17963885.33;4421027.95;5591;1779;768;13542857.38;3213.0;2485.12;4.0633;F014;Segurança Social
2025;Porto;509632780.28;87296735.33;126252;35551;19499;422336044.95;4036.63;2455.54;5.8379;F014;Segurança Social
2025;Região Autónoma da Madeira;44868485.77;5793754.27;11261;2512;1858;39074731.5;3984.41;2306.43;7.7443;F014;Segurança Social
2025;Região Autónoma dos Açores;19142270.97;3553768.47;5321;1503;1356;15588502.5;3597.5;2364.45;5.3865;F014;Segurança Social
2025;Santarém;138457898.54;38273879.58;41869;14356;9105;100184018.96;3306.93;2666.05;3.6176;F014;Segurança Social
2025;Setúbal;454689502.38;102460784.33;130048;37945;14825;352228718.05;3496.32;2700.24;4.4377;F014;Segurança Social
2025;Viana do Castelo;56419470.39;14505951.74;15813;5888;2048;41913518.65;3567.92;2463.65;3.8894;F014;Segurança Social
2025;Vila Real;18802940.2;4974391.88;6141;2043;1380;13828548.32;3061.87;2434.85;3.7799;F014;Segurança Social
